negatives
"('P62269', 'P61313')"
"('Q9HC24', 'P58511')"
"('P78337', 'P49639')"
"('O75182', 'Q13547')"
"('Q0PNE2', 'P28072')"
"('Q9UBU9', 'P0DP25')"
"('Q03113', 'Q05655')"
"('P24941', 'P07900')"
"('Q9NZB2', 'Q9BV73')"
"('Q9UQ35', 'P17844')"
"('Q9UPQ9', 'Q86VP6')"
"('Q9UBB9', 'A5D8V7')"
"('Q9H0U3', 'Q8TCJ2')"
"('Q71DI3', 'P00709')"
"('P06396', 'Q66K74')"
"('Q9UMR2', 'P29508')"
"('Q9H6L4', 'Q6WCQ1')"
"('P14373', 'Q66GS9')"
"('P50454', 'Q9Y328')"
"('P54257', 'P20226')"
"('P20333', 'P31689')"
"('Q01105', 'P52429')"
"('Q01130', 'Q6ZU80')"
"('P35221', 'Q71U36')"
"('P31942', 'P09012')"
"('Q15796', 'O14964')"
"('Q5RKV6', 'Q9NQT4')"
"('Q9HC52', 'Q63ZY3')"
"('O43674', 'P03901')"
"('P47897', 'O75319')"
"('P61289', 'Q07021')"
"('Q9ULD6', 'Q9H7D0')"
"('O14610', 'O15264')"
"('Q96KN1', 'Q06609')"
"('A5YKK6', 'Q9BTU6')"
"('P60328', 'Q5T619')"
"('Q9HAU4', 'Q13635')"
"('P26651', 'Q9HAU5')"
"('P63208', 'Q13077')"
"('P01569', 'P01563')"
"('Q7L2J0', 'P09874')"
"('P12004', 'P12956')"
"('P60371', 'P82987')"
"('Q9BYQ6', 'Q7Z417')"
"('Q00613', 'P45983')"
"('O14976', 'P47756')"
"('Q6ZWI9', 'Q9H6R7')"
"('P62829', 'P62906')"
"('Q15181', 'Q9H944')"
"('Q9BYG4', 'Q01970')"
"('Q6P1J9', 'Q9Y587')"
"('Q96PQ6', 'P10074')"
"('Q96FW1', 'Q96B02')"
"('P14923', 'Q12906')"
"('Q15915', 'Q8IUB9')"
"('P20591', 'Q9Y692')"
"('P52298', 'Q15428')"
"('P01903', 'Q96PD2')"
"('Q6DKI2', 'O00182')"
"('P11142', 'Q86X40')"
"('Q14683', 'P35240')"
"('P37268', 'Q86TM6')"
"('Q9HAU5', 'P62917')"
"('O43609', 'Q02930')"
"('P61218', 'Q13261')"
"('P12318', 'P02741')"
"('P27449', 'Q07108')"
"('Q53G59', 'Q15843')"
"('Q8IZD9', 'Q92556')"
"('O95990', 'Q5S007')"
"('Q04637', 'Q9C0B0')"
"('Q9P2W3', 'P43657')"
"('Q70IA6', 'Q96HA8')"
"('Q16643', 'P61077')"
"('P61218', 'P32970')"
"('P10914', 'Q96MF7')"
"('Q9H211', 'O95251')"
"('P29692', 'Q5T5U3')"
"('Q13315', 'Q9Y4B6')"
"('Q9BRK4', 'O43639')"
"('P26641', 'P60896')"
"('Q9H0W8', 'Q8ND04')"
"('Q6ZW31', 'Q00536')"
"('Q6P2Q9', 'O43172')"
"('Q08378', 'P04629')"
"('Q04837', 'Q68E01')"
"('P84103', 'Q13123')"
"('O00154', 'Q96FW1')"
"('Q9H9H4', 'P25685')"
"('P04629', 'Q96RK0')"
"('Q9NPJ1', 'Q15583')"
"('P05114', 'Q9Y4A5')"
"('Q14160', 'O95835')"
"('Q9H4A3', 'Q96PU5')"
"('P61326', 'Q13523')"
"('O75147', 'Q14254')"
"('Q8NEB9', 'P10415')"
"('O14964', 'Q96AA8')"
"('O15049', 'Q9NQX4')"
"('O60832', 'Q99973')"
"('P51648', 'Q9Y6C9')"
"('Q99853', 'Q8WWY3')"
"('P46459', 'Q9NWV8')"
"('Q9Y237', 'P56192')"
"('Q00987', 'Q13838')"
"('Q9NXX6', 'Q9H213')"
"('P68400', 'Q08945')"
"('Q86WJ1', 'P18887')"
"('P0DP24', 'Q96D03')"
"('P68104', 'Q9UQ35')"
"('Q68D10', 'Q15696')"
"('Q99871', 'Q9UEU0')"
"('Q9UPW6', 'Q6ZWI9')"
"('Q14739', 'Q96SB4')"
"('Q12933', 'Q15398')"
"('P09912', 'Q00978')"
"('Q9UMX0', 'O75351')"
"('P13498', 'Q8NFA2')"
"('P26368', 'Q14847')"
"('Q16610', 'P48023')"
"('P21860', 'P08238')"
"('Q9H2K2', 'Q14296')"
"('Q12800', 'Q12948')"
"('O00255', 'P51610')"
"('P04629', 'Q99832')"
"('Q9NPF7', 'Q14626')"
"('A6NEM1', 'Q9NX04')"
"('P62701', 'P50914')"
"('P13646', 'Q96IX9')"
"('Q9BXB1', 'Q14980')"
"('P19012', 'Q96CS2')"
"('Q07666', 'P20936')"
"('Q13049', 'P46531')"
"('P49354', 'P01137')"
"('O95274', 'P37287')"
"('P38919', 'O94906')"
"('O43639', 'Q99743')"
"('Q86UW9', 'Q9HBZ2')"
"('Q9BZ72', 'O14980')"
"('O75351', 'Q12972')"
"('P60866', 'P42677')"
"('Q15109', 'P06702')"
"('Q86UY8', 'Q15717')"
"('Q9UIV1', 'Q99958')"
"('O60504', 'Q6ZU52')"
"('P16615', 'Q9UKV5')"
"('Q96AP0', 'P31948')"
"('Q8TBZ3', 'P49917')"
"('P30050', 'Q13618')"
"('Q9UK97', 'Q9Y4R8')"
"('Q63HR2', 'P05106')"
"('Q96HQ2', 'Q96JM3')"
"('Q86TG7', 'Q13705')"
"('Q00534', 'O75553')"
"('P37840', 'Q9H492')"
"('Q9UBX2', 'Q92769')"
"('P04629', 'Q13618')"
"('Q9H4K1', 'P63010')"
"('Q9ULA0', 'Q8TBB1')"
"('Q9BYR2', 'P49901')"
"('Q86T90', 'Q8N3L3')"
"('Q96K80', 'Q96G42')"
"('Q9H0R8', 'Q9H492')"
"('P63261', 'Q6IQ23')"
"('P00533', 'P58107')"
"('Q9UM13', 'P05412')"
"('P24941', 'Q2TB18')"
"('Q9UIG4', 'Q9UHD9')"
"('Q9UQ80', 'Q9NR45')"
"('Q9Y6N9', 'Q8TBZ3')"
"('Q6ZMQ8', 'P62136')"
"('P00441', 'Q01085')"
"('P31947', 'P68400')"
"('P55055', 'Q53EL6')"
"('P41218', 'Q14152')"
"('P12277', 'P55786')"
"('P25208', 'P14635')"
"('Q99819', 'O75360')"
"('Q8IUH5', 'O00161')"
"('Q9P0W8', 'Q14781')"
"('P15880', 'Q5C9Z4')"
"('P63211', 'P18545')"
"('P35637', 'P35222')"
"('P25098', 'Q99835')"
"('P14859', 'P17096')"
"('Q9NPJ6', 'Q8WVP5')"
"('Q5T3J3', 'P61224')"
"('P51858', 'O95793')"
"('O60739', 'Q96FW1')"
"('P51665', 'P17980')"
"('P42336', 'Q92748')"
"('O75177', 'P51532')"
"('P31273', 'O75031')"
"('A6ZKI3', 'Q9UMX0')"
"('Q9Y6Q9', 'P41235')"
"('Q15554', 'P49761')"
"('Q96EP5', 'Q9Y617')"
"('P25398', 'Q9BV73')"
"('O15524', 'P40238')"
"('Q96MH2', 'Q13829')"
"('Q13164', 'Q9NSA1')"
"('Q05519', 'O14776')"
"('O76021', 'Q9BUI4')"
"('O14757', 'Q9P244')"
"('O00233', 'Q16401')"
"('P08473', 'Q9BY41')"
"('P22694', 'O43749')"
"('Q8WW12', 'Q9UBU9')"
"('Q9GZR7', 'O15018')"
"('Q9HAU0', 'Q9NU53')"
"('Q9Y4K3', 'Q04637')"
"('Q8N960', 'Q9UPN4')"
"('O14817', 'Q9NRQ2')"
"('Q96KN1', 'P18031')"
"('Q9NXV2', 'Q8N5I2')"
"('P62308', 'O60383')"
"('P62834', 'Q9UHB6')"
"('P46934', 'Q8TEU7')"
"('Q9UEW8', 'O95302')"
"('Q96KQ4', 'P35900')"
"('P16333', 'Q7Z408')"
"('Q6L8H2', 'Q5T749')"
"('Q5VT06', 'Q9H0W5')"
"('P24941', 'Q9NS91')"
"('P48681', 'Q5TB80')"
"('Q09666', 'P15311')"
"('Q99598', 'P14373')"
"('Q96RK4', 'Q03154')"
"('P43362', 'P43358')"
"('O94776', 'P52272')"
"('O75530', 'Q99959')"
"('P09874', 'P61956')"
"('P62979', 'Q9BZQ4')"
"('Q14192', 'Q05516')"
"('P19320', 'P22061')"
"('Q16637', 'Q96ST3')"
"('P62913', 'P29590')"
"('O60832', 'Q8TAF3')"
"('Q86WX3', 'Q99496')"
"('Q9Y676', 'P21860')"
"('O96017', 'P05093')"
"('O75152', 'Q9P2N5')"
"('Q14680', 'Q9BST9')"
"('P08962', 'P17931')"
"('P04406', 'P50583')"
"('O95622', 'P17612')"
"('O15027', 'P61978')"
"('Q9NZM3', 'O95777')"
"('Q9H4A6', 'P78527')"
"('Q02880', 'Q01831')"
"('O43852', 'Q99961')"
"('P40337', 'O00571')"
"('Q9NQ84', 'Q9NRM2')"
"('Q9UQ13', 'P36873')"
"('O95231', 'Q3LI70')"
"('P0DP23', 'Q9NVT9')"
"('Q8TDN6', 'P61077')"
"('P62987', 'P15880')"
"('Q15583', 'Q9NQB0')"
"('P17676', 'P19838')"
"('P61086', 'P14635')"
"('Q96K21', 'P21980')"
"('P33241', 'O95274')"
"('P26639', 'P13798')"
"('P11388', 'P35222')"
"('Q92887', 'P60842')"
"('P12268', 'Q8NE28')"
"('P23409', 'P15923')"
"('P08727', 'P12035')"
"('P78352', 'P08588')"
"('Q6NT76', 'Q8TAU3')"
"('Q9NQX3', 'P49748')"
"('O95757', 'Q8WW22')"
"('P17612', 'Q8N127')"
"('Q86Z20', 'Q96LM5')"
"('Q7Z6K3', 'Q969M3')"
"('Q496Y0', 'Q6ZWI9')"
"('O00567', 'Q9BSM1')"
"('Q9UBU9', 'Q6ZP29')"
"('P20674', 'Q8WYQ3')"
"('Q9BT92', 'Q15154')"
"('P10276', 'Q13573')"
"('Q96T55', 'P17302')"
"('P09486', 'P02461')"
"('Q8N257', 'Q8WUI4')"
"('Q14094', 'Q00536')"
"('Q99750', 'Q99988')"
"('P22695', 'Q13286')"
"('Q99784', 'Q9BV94')"
"('P08243', 'O75608')"
"('Q96DT7', 'Q9H334')"
"('P02549', 'Q01082')"
"('Q8N0Z3', 'Q5VYK3')"
"('Q8N6L0', 'P34897')"
"('Q16363', 'Q9UKX5')"
"('Q9H9L3', 'P12931')"
"('Q96GK7', 'P12318')"
"('Q8NA61', 'Q9H6L4')"
"('P01571', 'P14784')"
"('Q9UBK9', 'Q15323')"
"('P49736', 'O76094')"
"('Q9UL17', 'P01579')"
"('Q99471', 'Q9BWG6')"
"('Q8N344', 'O75461')"
"('Q9HC36', 'O94817')"
"('Q9Y2S7', 'Q13469')"
"('Q6UWB1', 'P23458')"
"('Q96GX9', 'Q6ZVK8')"
"('P62487', 'Q92804')"
"('P00533', 'Q92622')"
"('P52209', 'P26038')"
"('P28062', 'Q99460')"
"('O43166', 'Q9NRR6')"
"('Q96JC9', 'Q15573')"
"('Q9UBU9', 'Q16719')"
"('Q5VTD9', 'Q13547')"
"('P62979', 'Q969U6')"
"('Q9HCB6', 'A8MQ03')"
"('Q16658', 'Q06830')"
"('O95166', 'Q8TDY2')"
"('Q6NSJ2', 'Q8TBA6')"
"('Q6L8G4', 'Q07627')"
"('P30273', 'Q9ULY5')"
"('P04156', 'Q9UQ35')"
"('P12830', 'Q92748')"
"('Q96EZ8', 'Q9H2S9')"
"('P25440', 'Q96L91')"
"('Q9UID3', 'Q86X19')"
"('Q9HB71', 'Q7L5Y6')"
"('Q96EP1', 'Q14527')"
"('Q9UHI6', 'O75365')"
"('Q96C92', 'Q9H6Z9')"
"('Q9BQ66', 'Q96EG3')"
"('Q9Y6M7', 'O00182')"
"('Q00688', 'Q9UFW8')"
"('P30566', 'Q96KN7')"
"('Q9UK45', 'P62306')"
"('Q9UGC6', 'Q5T5B0')"
"('Q9BRP4', 'Q7KZ85')"
"('O75717', 'Q13228')"
"('O75525', 'P36952')"
"('Q9H490', 'P30556')"
"('Q9GZQ4', 'Q7Z3S9')"
"('O15392', 'Q15834')"
"('Q9BSG5', 'P12109')"
"('P58166', 'Q96S42')"
"('Q5UIP0', 'Q96IR7')"
"('P07900', 'Q6VAB6')"
"('Q15155', 'O75674')"
"('Q9BXJ5', 'Q9BTE3')"
"('P09497', 'P63010')"
"('Q5JVL4', 'P05783')"
"('Q15750', 'P28482')"
"('Q00526', 'Q9NY97')"
"('P04637', 'P31350')"
"('Q13216', 'Q7L190')"
"('Q15717', 'Q9HAU0')"
"('O43318', 'P26045')"
"('Q5JVL4', 'Q9NR46')"
"('Q9UHD9', 'P80188')"
"('Q8IWL3', 'Q15390')"
"('Q9H7X7', 'Q96LB3')"
"('P16188', 'Q8N423')"
"('Q9H4K1', 'Q96ED9')"
"('Q9P2K5', 'Q9BQ04')"
"('Q9GZP9', 'Q8WV19')"
"('P62308', 'Q9H0R8')"
"('Q13322', 'Q9UKA8')"
"('P62314', 'Q8NI22')"
"('Q9Y305', 'Q9NRD1')"
"('O15379', 'O95644')"
"('P15336', 'O43889')"
"('Q9BT49', 'Q16543')"
"('Q13507', 'Q9HCX4')"
"('Q6ZN17', 'Q02539')"
"('Q16566', 'Q08493')"
"('O94888', 'P21281')"
"('Q12967', 'P53779')"
"('Q14232', 'Q9NQ29')"
"('O95817', 'Q8TDV5')"
"('Q92793', 'P35579')"
"('Q8NGC6', 'P62873')"
"('Q12805', 'A8MQ03')"
"('O75508', 'Q8N7P3')"
"('Q9BYQ0', 'Q5TA76')"
"('Q93062', 'O00167')"
"('Q9NW13', 'Q86VP6')"
"('P22314', 'O15078')"
"('P20671', 'Q969H0')"
"('Q13835', 'Q13057')"
"('O43896', 'O60573')"
"('P54252', 'Q13404')"
"('P42704', 'Q9UQL6')"
"('Q70Z53', 'Q01081')"
"('P57678', 'Q5T4B2')"
"('P17844', 'O00571')"
"('P00533', 'O94898')"
"('Q15021', 'Q14315')"
"('P01106', 'Q9Y678')"
"('Q9UHJ9', 'Q96BA8')"
"('P01241', 'Q8N6P7')"
"('Q92629', 'Q14315')"
"('Q9BT40', 'Q16637')"
"('Q9Y230', 'P15880')"
"('P00519', 'P51587')"
"('Q99459', 'Q7Z7F0')"
"('Q13895', 'Q8ND90')"
"('Q13813', 'P11308')"
"('Q93074', 'Q15029')"
"('Q7Z569', 'O60346')"
"('P78362', 'P05155')"
"('Q9UK76', 'Q13263')"
"('P19838', 'P22087')"
"('P63000', 'Q9UJX2')"
"('Q9UHB9', 'P49458')"
"('P10275', 'P35222')"
"('Q9Y2Y0', 'Q13368')"
"('Q96B97', 'Q969K3')"
"('O43639', 'O15156')"
"('Q16658', 'P19320')"
"('Q7Z3S9', 'P23280')"
"('P50222', 'Q9UL52')"
"('Q9UEU0', 'P11117')"
"('P55196', 'Q8TC76')"
"('O00567', 'Q9NV06')"
"('Q6UX41', 'Q86XS8')"
"('O00482', 'Q13227')"
"('Q9BXM7', 'Q8WXH5')"
"('Q07889', 'P68133')"
"('Q8TAQ5', 'P60953')"
"('Q8N6L0', 'Q07325')"
"('Q71U36', 'P16871')"
"('P21757', 'Q13021')"
"('P61221', 'Q15631')"
"('P11308', 'Q13813')"
"('Q9Y297', 'P82930')"
"('Q9GZT5', 'Q13467')"
"('Q9BTE3', 'Q8NDH3')"
"('Q6UWZ7', 'P34932')"
"('P13612', 'P49458')"
"('Q9NY33', 'P36542')"
"('Q13616', 'P47710')"
"('Q9BSW7', 'Q59EK9')"
"('Q9UMX0', 'Q96S82')"
"('P19784', 'Q14781')"
"('Q9UKB1', 'P47736')"
"('Q66LE6', 'Q9P2Y5')"
"('Q92558', 'O94875')"
"('Q13123', 'Q9UJV9')"
"('P12980', 'Q9UPN9')"
"('P17612', 'Q8NGF7')"
"('P05067', 'O43555')"
"('Q86XN8', 'Q6VAB6')"
"('Q99944', 'P60369')"
"('P51674', 'Q96TC7')"
"('Q5TB80', 'P00558')"
"('P02533', 'P48668')"
"('O75386', 'Q8NEZ3')"
"('Q9UNX4', 'Q9NRC8')"
"('P41220', 'P62987')"
"('Q3LI72', 'Q15038')"
"('Q9NRC8', 'P27824')"
"('Q53EZ4', 'P14678')"
"('Q2MV58', 'Q8NBS9')"
"('P08648', 'Q07890')"
"('Q13242', 'P18084')"
"('P00403', 'P62993')"
"('Q14134', 'Q9Y6D9')"
"('P16473', 'Q13557')"
"('Q96DX5', 'P10809')"
"('P27449', 'P26715')"
"('P46531', 'Q8WXI9')"
"('Q969S9', 'P18621')"
"('Q02156', 'P53618')"
"('Q96AE4', 'P45877')"
"('P09874', 'P07900')"
"('Q9NYU2', 'Q92956')"
"('A0JLT2', 'P28360')"
"('Q9Y3A3', 'O60383')"
"('Q16787', 'P16070')"
"('Q9UIF8', 'Q96MF2')"
"('Q99496', 'Q9ULX3')"
"('Q92905', 'P0DMV9')"
"('Q86TG7', 'Q9P0P0')"
"('Q86SE9', 'Q504Q3')"
"('Q13794', 'Q96IK5')"
"('P12074', 'O00483')"
"('Q6PKG0', 'P62249')"
"('Q8NF37', 'Q9Y297')"
"('Q13247', 'Q15428')"
"('P05388', 'O00567')"
"('P02649', 'Q96NG5')"
"('P84103', 'Q99595')"
"('P07948', 'Q01362')"
"('Q96BR9', 'Q13105')"
"('Q9UGI0', 'Q96BZ8')"
"('Q96B97', 'P62993')"
"('O43186', 'P63241')"
"('P07910', 'Q567U6')"
"('P17987', 'Q9BQS8')"
"('Q12772', 'P08047')"
"('P20749', 'P20226')"
"('Q9Y4K3', 'O75390')"
"('O00716', 'P40692')"
"('Q13435', 'O15164')"
"('Q56P03', 'Q15717')"
"('Q9NW38', 'Q6PF18')"
"('P12931', 'P19367')"
"('P35244', 'P13051')"
"('Q9Y5B9', 'Q5QNW6')"
"('P19784', 'Q9P1Y6')"
"('P05412', 'Q7Z478')"
"('P25098', 'Q6IFH4')"
"('P43360', 'P39656')"
"('Q15831', 'Q96EB6')"
"('Q7KZN9', 'Q9P0U1')"
"('Q3YEC7', 'Q8NDF8')"
"('Q8IZJ4', 'P01112')"
"('Q504Q3', 'Q9Y281')"
"('P51449', 'P17844')"
"('O43734', 'Q13077')"
"('Q9BPX6', 'Q13501')"
"('Q9H7D7', 'Q9P0J7')"
"('P06746', 'Q01831')"
"('Q9NZN8', 'Q9UPQ9')"
"('Q8NBF2', 'O95379')"
"('Q16539', 'O15198')"
"('Q9UHD9', 'P51687')"
"('Q9Y376', 'Q6P587')"
"('P17844', 'Q9NWQ8')"
"('Q9H7E9', 'Q96RE7')"
"('Q13503', 'Q9BTT4')"
"('Q07955', 'P05412')"
"('P04629', 'P04843')"
"('P00450', 'Q8N9F7')"
"('Q9UBU8', 'P62805')"
"('Q96N67', 'Q96HP0')"
"('Q14643', 'P34741')"
"('P18754', 'Q99666')"
"('Q13635', 'Q9NY47')"
"('P62847', 'Q93034')"
"('Q93009', 'Q8IYW5')"
"('P54132', 'P43246')"
"('Q5JNZ5', 'Q96CW5')"
"('Q92624', 'Q8N140')"
"('Q9Y2T5', 'Q15800')"
"('P12830', 'O75044')"
"('Q3B820', 'Q7L4P6')"
"('Q9NWZ3', 'O60602')"
"('Q9HCE1', 'Q9UPV0')"
"('Q9H6W3', 'Q8TDD2')"
"('P56537', 'P62917')"
"('Q0VD86', 'Q9NP55')"
"('P60410', 'O60573')"
"('Q5T7B8', 'Q8IW35')"
"('Q9H596', 'Q9H8Y8')"
"('Q13547', 'P48552')"
"('O00305', 'Q12816')"
"('P38398', 'P63279')"
"('P06748', 'P49407')"
"('O43679', 'Q9BWG4')"
"('P46459', 'P31749')"
"('P19784', 'Q15554')"
"('Q7Z5L9', 'P04637')"
"('Q8IY33', 'P98174')"
"('P27361', 'P56270')"
"('Q9HCE1', 'Q14134')"
"('O43448', 'P49366')"
"('Q2M1K9', 'Q93009')"
"('Q9BQE3', 'P27708')"
