negatives
"('P61978', 'P09651')"
"('P26006', 'Q9HBI1')"
"('P19838', 'Q01201')"
"('Q13573', 'Q9NVI1')"
"('O75159', 'Q8N6P7')"
"('P35626', 'Q8NGX3')"
"('Q02641', 'P54259')"
"('P35626', 'Q8NH76')"
"('Q15349', 'P67870')"
"('P78423', 'P25024')"
"('Q12873', 'Q8N6T7')"
"('P36897', 'Q9Y3F4')"
"('Q06455', 'P15923')"
"('Q96IZ7', 'P61981')"
"('P16220', 'P46527')"
"('Q9H1B4', 'Q86V81')"
"('P63104', 'O75594')"
"('P67870', 'Q9P287')"
"('Q16795', 'O95182')"
"('O00182', 'P05155')"
"('Q9H2G2', 'Q9HCM9')"
"('P12980', 'Q9UHG0')"
"('Q9Y3D7', 'Q9UBC3')"
"('P01889', 'Q9Y265')"
"('Q9NWA0', 'Q96G25')"
"('O43307', 'Q9HAU0')"
"('O75400', 'Q00005')"
"('P05106', 'Q9UQF2')"
"('P07437', 'Q9NYJ8')"
"('Q9HAV0', 'P48544')"
"('P04150', 'O75376')"
"('O00487', 'Q9BRP4')"
"('O95294', 'Q07889')"
"('P13637', 'O75312')"
"('O43143', 'Q9UL18')"
"('P51668', 'Q9H5J8')"
"('Q8WV28', 'Q9UKW4')"
"('O43521', 'O60216')"
"('Q9H6S1', 'Q13114')"
"('P30460', 'P30504')"
"('Q9UPY6', 'P27986')"
"('Q13952', 'P30305')"
"('Q92918', 'Q16584')"
"('Q96JB5', 'Q04206')"
"('P40763', 'P17181')"
"('Q15233', 'Q68DV7')"
"('Q9NZF1', 'Q15645')"
"('P04114', 'P49711')"
"('O60566', 'Q9UJX4')"
"('P14635', 'P49815')"
"('Q01780', 'Q5SR56')"
"('P01889', 'Q8TAF3')"
"('Q92956', 'Q15005')"
"('P01111', 'P42336')"
"('Q08211', 'P61978')"
"('Q07666', 'P09651')"
"('P04637', 'Q9Y6P5')"
"('P22888', 'O95837')"
"('P60520', 'P14867')"
"('P62891', 'Q02878')"
"('Q9NS56', 'P46937')"
"('P16220', 'Q7Z5R6')"
"('Q13765', 'Q5T3J3')"
"('Q96ID5', 'P62328')"
"('P56545', 'O94818')"
"('Q99459', 'Q14974')"
"('Q86VP1', 'Q96J02')"
"('Q13315', 'Q9BWJ5')"
"('Q03518', 'P61769')"
"('P36956', 'P63279')"
"('P03891', 'O95178')"
"('P55268', 'P08514')"
"('Q9NRR5', 'P51681')"
"('P61981', 'Q9Y383')"
"('Q9NX58', 'Q9NZI8')"
"('P20226', 'Q08050')"
"('O43921', 'P09619')"
"('Q7L804', 'Q86YS3')"
"('Q96BD6', 'Q15370')"
"('Q13127', 'Q13257')"
"('P16070', 'P13611')"
"('Q00005', 'P62241')"
"('P18887', 'Q96FI4')"
"('Q15797', 'P10275')"
"('Q8N9I9', 'Q96LR5')"
"('Q9HCK5', 'P61353')"
"('Q9H8T0', 'P41252')"
"('406989', 'P08581')"
"('Q13177', 'Q92609')"
"('Q12933', 'P62979')"
"('P0CG48', 'Q13155')"
"('P60660', 'P18206')"
"('P09038', 'P67870')"
"('P48551', 'P01562')"
"('P42263', 'O60282')"
"('Q99459', 'P57678')"
"('406952', 'P40763')"
"('Q9H0K1', 'Q00005')"
"('Q13322', 'P00533')"
"('O96020', 'Q9NYG5')"
"('P33991', 'Q9Y5B9')"
"('P42226', 'Q8WXH5')"
"('Q14781', 'P68431')"
"('P22612', 'Q7Z3S7')"
"('Q8WYA6', 'Q12972')"
"('Q8TE69', 'P02795')"
"('P68402', 'Q13239')"
"('Q13153', 'P14598')"
"('P19793', 'Q9Y2X0')"
"('P08047', 'P14635')"
"('Q14683', 'O75937')"
"('P13569', 'P53618')"
"('P12956', 'Q9NP87')"
"('P22612', 'P61952')"
"('P13747', 'Q14954')"
"('P05067', 'O00213')"
"('P15923', 'Q8TE12')"
"('O75369', 'Q6VMQ6')"
"('P19404', 'P49821')"
"('Q96A00', 'O60237')"
"('P62993', 'P05787')"
"('Q15078', 'Q92574')"
"('Q15287', 'Q8IX12')"
"('Q07817', 'Q99933')"
"('Q8WXH5', 'P10721')"
"('Q9H814', 'P68543')"
"('P13688', 'P29350')"
"('Q6ZSY5', 'P13807')"
"('P50395', 'Q9H1Y0')"
"('P16473', 'P09471')"
"('P04629', 'Q99963')"
"('Q16254', 'Q9Y297')"
"('P31946', 'Q8N122')"
"('P18146', 'Q99805')"
"('Q9NZC7', 'Q10570')"
"('P61254', 'P62910')"
"('Q13614', 'Q13424')"
"('Q93008', 'O95163')"
"('P08708', 'P62263')"
"('Q8WYQ5', '406955')"
"('Q13554', 'P41594')"
"('P55157', 'P02765')"
"('Q7Z6B7', 'P08134')"
"('O75716', 'Q8N5Z5')"
"('P14555', 'Q14194')"
"('O60602', 'Q04206')"
"('Q8N5N7', 'Q14197')"
"('Q6P1K2', 'Q7L5N1')"
"('P62841', 'P62269')"
"('P15104', 'Q8IXH7')"
"('P61077', 'Q13490')"
"('Q8IYF3', 'Q93045')"
"('O00585', 'P07339')"
"('Q14197', 'Q8NE86')"
"('P51681', 'Q15811')"
"('Q99816', 'P45378')"
"('P01579', 'Q08334')"
"('P61966', 'O43747')"
"('P51784', 'Q9H492')"
"('O95251', 'Q13137')"
"('Q9C0C9', 'Q8N5U6')"
"('Q8NA82', 'P62256')"
"('P47871', 'P84996')"
"('P17480', 'Q9BXL5')"
"('Q13145', 'O60613')"
"('Q13573', 'Q7KZF4')"
"('Q86TI0', 'Q15907')"
"('Q96CW1', 'P17181')"
"('Q13162', 'P30101')"
"('O76061', 'O95831')"
"('P13164', 'O95870')"
"('Q9NZC7', 'Q969T9')"
"('Q9UGJ1', 'Q71U36')"
"('Q13526', 'P78412')"
"('Q7Z5K2', 'Q13573')"
"('Q8WVX9', 'Q9H7B4')"
"('P01106', 'Q9UMX0')"
"('P13385', 'P35052')"
"('Q9Y272', 'P63096')"
"('P01241', 'P11586')"
"('Q6FHJ7', 'Q9NPG1')"
"('Q9BVI4', 'A0JLT2')"
"('P61077', 'O00237')"
"('O15551', 'Q8N7P3')"
"('P10827', 'Q92769')"
"('Q96BK5', 'Q86YZ3')"
"('P35348', 'P29992')"
"('Q14974', 'P62258')"
"('P12956', 'P36543')"
"('Q99558', 'Q00653')"
"('Q8N163', 'P78396')"
"('P50213', 'P51553')"
"('P0C5Y9', 'P06899')"
"('P28566', 'P04899')"
"('406991', 'P37173')"
"('Q9Y2T4', 'Q9UPR3')"
"('P06213', 'Q13257')"
"('Q9Y490', 'P63104')"
"('Q06124', 'Q07890')"
"('P12107', 'Q05397')"
"('P39023', 'O75940')"
"('P07900', 'Q9Y4K3')"
"('Q14164', 'P43307')"
"('O14576', 'Q14203')"
"('P16152', 'Q9UET6')"
"('P51149', 'P61106')"
"('O43739', 'Q969H4')"
"('P07288', 'P35222')"
"('406887', 'P05231')"
"('O60603', 'P11142')"
"('O95169', 'O95178')"
"('P62753', 'P35544')"
"('P18146', 'Q00534')"
"('Q99558', 'Q15750')"
"('Q9UHD2', 'P07900')"
"('Q8TF46', 'Q6Y7W6')"
"('Q6UY14', 'Q9UGJ1')"
"('Q9H492', 'Q8WWW0')"
"('P02452', 'Q15796')"
"('Q9H4B4', 'Q9NNX6')"
"('Q04917', 'O94921')"
"('P42574', 'P20718')"
"('P60520', 'O00410')"
"('Q99684', 'Q13547')"
"('Q13555', 'Q7Z3S7')"
"('Q14596', 'Q9H492')"
"('Q6AZZ1', 'Q5VVX9')"
"('P35579', 'P60709')"
"('Q8WVM7', 'Q13573')"
"('Q96GF1', 'P61077')"
"('Q9NZQ3', 'P61981')"
"('P00441', 'Q13501')"
"('P35590', 'P08575')"
"('Q9GZT6', 'Q9UHF0')"
"('P01106', 'Q00653')"
"('P30153', 'O60739')"
"('Q12834', 'Q9BYQ3')"
"('Q99880', 'Q08945')"
"('Q06190', 'P67775')"
"('Q16543', 'P07900')"
"('Q9HCT0', 'P07333')"
"('P19419', 'P20226')"
"('P06239', 'Q12933')"
"('Q7L5Y9', 'P17980')"
"('P05026', 'P52943')"
"('Q16288', 'P12980')"
"('Q8NHZ8', 'Q9H1A4')"
"('Q92963', 'Q9HCE7')"
"('P11021', 'P61289')"
"('P15882', 'Q04771')"
"('P14174', 'Q14164')"
"('P51878', 'P29466')"
"('Q9Y535', 'P52434')"
"('Q14686', 'Q15796')"
"('P62310', 'P51681')"
"('P01241', 'P39019')"
"('Q96CG3', 'Q6ZVK8')"
"('P07437', 'Q6WCQ1')"
"('Q9UKR5', 'P61604')"
"('Q9UHX1', 'Q9BQ52')"
"('Q86YM7', 'Q92569')"
"('B1A4H9', 'P26951')"
"('P19784', 'P68400')"
"('P34947', 'P07550')"
"('P62263', 'P62979')"
"('Q8WZ42', 'Q969Q1')"
"('Q13546', 'Q9NYJ8')"
"('P04183', 'Q5D0E6')"
"('Q9Y222', 'P18146')"
"('P21709', 'Q8N5V2')"
"('Q8IYB3', 'P84103')"
"('P08670', 'P17861')"
"('Q9BZL6', 'P19793')"
"('P21554', 'Q9HAV0')"
"('Q14315', 'Q9Y4P8')"
"('Q9NSB8', 'P41594')"
"('Q96L33', 'Q9P286')"
"('P20273', 'O60880')"
"('P40692', 'P54277')"
"('P62826', 'P10275')"
"('Q13315', 'Q14004')"
"('Q9NZ43', 'Q12981')"
"('Q8IY92', 'P62380')"
"('P68431', 'O43463')"
"('P46108', 'Q14315')"
"('Q14164', 'P39019')"
"('P06401', 'P45984')"
"('O96014', 'P56705')"
"('P62993', 'P62736')"
"('P62854', 'Q9UL18')"
"('P36897', 'P20337')"
"('P46781', 'Q99558')"
"('Q4J6C6', 'P38432')"
"('P60866', 'P22090')"
"('P02768', 'P08709')"
"('Q9UKK6', 'Q9H1B4')"
"('P50453', 'Q9NPI1')"
"('P28482', 'O43623')"
"('Q9BXL7', 'P48729')"
"('Q01105', 'P04406')"
"('P60763', 'Q04206')"
"('Q16543', 'Q9P2G9')"
"('406904', 'P23560')"
"('P03886', 'P56556')"
"('Q9NQS3', 'Q495A1')"
"('P49327', 'O15264')"
"('P36578', 'Q9C026')"
"('P19883', 'P08476')"
"('P49207', 'Q02878')"
"('Q13485', 'P49711')"
"('P30876', 'O94762')"
"('Q13573', 'Q14498')"
"('Q14657', 'P30480')"
"('Q01658', 'Q9NR33')"
"('Q9BPX7', 'Q9NS23')"
"('P20226', 'Q04864')"
"('Q9Y258', 'P51681')"
"('P25788', 'P23508')"
"('P51965', 'Q9Y508')"
"('P43358', 'O14949')"
"('P38570', 'O75530')"
"('P10242', 'P02452')"
"('P54725', 'P52735')"
"('Q9Y2L8', 'P13805')"
"('Q13113', 'Q7L5N1')"
"('Q9BVG3', 'P12757')"
"('Q99417', 'Q7L5N1')"
"('Q08345', 'O95989')"
"('P28562', 'P53779')"
"('O15111', 'P52907')"
"('P01241', 'Q16740')"
"('Q16665', 'Q92831')"
"('P61201', 'Q9UBW8')"
"('P05000', 'Q14626')"
"('P48357', 'Q96RR4')"
"('P46459', 'P28472')"
"('P07237', 'Q13177')"
"('P24941', 'P39748')"
"('P55854', 'P42694')"
"('P63000', 'Q7L576')"
"('Q9Y2W1', 'P02768')"
"('P05107', 'P15498')"
"('P78362', 'Q96SB4')"
"('Q92841', 'P03372')"
"('Q9UQP3', 'P26012')"
"('Q9Y6D9', 'Q14134')"
"('O43674', 'Q9Y6M9')"
"('P08754', 'P01112')"
"('P62913', 'P18077')"
"('P27658', 'Q53G59')"
"('Q13315', 'Q07864')"
"('P62241', 'P62979')"
"('Q99683', 'Q15759')"
"('P78396', 'O43294')"
"('Q5VTD9', 'Q86YS3')"
"('Q8NC51', 'Q8TB96')"
"('Q12772', 'Q92888')"
"('P32969', 'Q8TB05')"
"('P19174', 'P10275')"
"('Q13315', 'Q9BUR4')"
"('Q9UGP8', 'Q9Y2Q3')"
"('P60510', 'Q66LE6')"
"('P62714', 'Q14738')"
"('Q00577', 'P20702')"
"('P17612', 'P52945')"
"('Q9H1I8', 'O60341')"
"('P04637', 'O14763')"
"('Q9UKE5', 'P04179')"
"('O95182', 'Q9NX14')"
"('P04275', 'Q76LX8')"
"('Q96EV8', 'Q6QNY1')"
"('Q16254', 'P50579')"
"('Q92622', 'Q7Z6L1')"
"('O95622', 'Q8WZA2')"
"('P08047', 'P14780')"
"('Q70YC4', 'Q9NXR1')"
"('P30154', 'O00305')"
"('O15198', 'Q96AD5')"
"('P04908', 'P0C1H6')"
"('Q7Z2G1', 'Q13547')"
"('Q9HC98', 'Q9Y5L0')"
"('Q10570', 'Q6UXN9')"
"('Q9C0C9', 'P62081')"
"('P42680', 'P23458')"
"('Q8IZD9', 'Q96L33')"
"('O00463', 'O43318')"
"('Q969T4', 'Q6ZSG1')"
"('Q9Y3C6', 'Q15393')"
"('Q8N6R0', 'Q13573')"
"('P28482', 'P14921')"
"('P22612', 'P42263')"
"('P54253', 'P61421')"
"('P31152', 'Q9HBH9')"
"('P50750', 'Q4G0J3')"
"('P53803', 'Q15560')"
"('Q15750', 'P62877')"
"('Q13237', 'Q9UN42')"
"('Q969T4', 'Q8ND25')"
"('P27361', 'P53355')"
"('Q8IY92', 'Q9UKX7')"
"('P10827', 'P61201')"
"('O00273', 'Q9NRL3')"
"('P15516', 'Q8TAX7')"
"('Q96LM6', 'Q15645')"
"('Q92783', 'P29597')"
"('P30084', 'Q15399')"
"('Q92698', 'O43542')"
"('O43175', 'Q99459')"
"('Q9Y5B0', 'P24928')"
"('P16333', 'P31994')"
"('P37288', 'O95837')"
"('Q13573', 'Q12906')"
"('O94875', 'Q9H2E6')"
"('P62854', 'P46783')"
"('O95777', 'Q15029')"
"('P54259', 'Q99698')"
"('Q16594', 'Q9HBM6')"
"('Q05397', 'Q13683')"
"('P62979', 'P49281')"
"('P83436', 'O14964')"
"('P02751', 'P23229')"
"('Q8IUC6', 'Q9Y3B3')"
"('P08246', 'P08572')"
"('Q9UQL6', 'Q16777')"
"('P46934', 'Q02543')"
"('Q8WZA2', 'P53779')"
"('P62993', 'Q00839')"
"('Q8N1N5', 'P03372')"
"('Q01201', 'Q07021')"
"('A0JLT2', 'P42166')"
"('Q7Z434', 'Q13158')"
"('P32927', 'P11274')"
"('P51531', 'P62834')"
"('O14775', 'P11229')"
"('P02768', 'O60925')"
"('P38646', 'Q13077')"
"('P25205', 'O95251')"
"('Q9UNX3', 'P40429')"
"('P0CG47', 'P36542')"
"('P23467', 'Q13224')"
"('Q02878', 'P46779')"
"('O60381', 'Q9Y5K6')"
"('Q15654', 'Q14160')"
"('Q96DB2', 'Q8IXH7')"
"('P49840', 'Q12840')"
"('Q9Y4K3', 'P61081')"
"('P06213', 'P29353')"
"('P62993', 'Q9Y4K4')"
"('406996', 'P60484')"
"('O60239', 'Q9NRI5')"
"('O43294', 'P40337')"
"('P51677', 'P08754')"
"('Q5JVS0', 'Q13242')"
"('P22626', 'Q08211')"
"('P62273', 'P62857')"
"('P63211', 'Q16539')"
"('Q13950', 'P10275')"
"('Q02878', 'P62829')"
"('Q07960', 'Q9H4E5')"
"('P00533', 'Q9H267')"
"('Q7L7L0', 'P33778')"
"('P06241', 'Q9NZQ3')"
"('Q9NW38', 'Q9HB96')"
"('P07951', 'P19429')"
"('P12273', 'P01730')"
"('Q02833', 'Q9NZL6')"
"('P07437', 'Q9HCK5')"
"('P84022', 'P24941')"
"('Q13573', 'P78371')"
"('P19532', 'P56192')"
"('P56279', 'Q09472')"
"('O15530', 'Q6P1N0')"
"('P33176', 'Q99459')"
"('O95786', 'P52564')"
"('Q9HAN9', 'Q07021')"
"('P08572', 'P08648')"
"('P15391', 'Q06187')"
"('E7EU14', 'Q99683')"
"('Q14103', 'Q07955')"
"('Q9H6Z4', 'P35813')"
"('Q99459', 'Q9UHD8')"
"('P20809', 'P05412')"
"('P17677', 'P62158')"
"('Q9HAU4', 'Q13571')"
"('Q07889', 'P52198')"
"('P16298', 'Q13002')"
"('P19387', 'Q5UIP0')"
"('Q15797', 'Q9NYG2')"
"('Q15653', 'P46199')"
"('Q96CD2', 'Q96BT3')"
"('P45983', 'P05412')"
"('Q969H8', 'P56537')"
"('Q9UKV8', 'P61254')"
"('Q9NWT6', 'O15379')"
"('Q9Y2A7', 'Q92558')"
"('Q9UKW4', 'Q15149')"
"('P62837', 'Q13233')"
"('O60716', 'O60331')"
"('P62841', 'P23396')"
"('O43684', 'Q9Y4K3')"
"('Q01081', 'P98175')"
"('P60709', 'Q12933')"
"('Q96EZ8', 'Q6P4R8')"
"('Q9Y2W7', 'Q9P0X4')"
"('Q99759', 'P11142')"
"('Q9UKR5', 'P28328')"
"('P26006', 'Q05397')"
"('B1AK53', 'Q9UKN7')"
"('P25713', 'P02766')"
"('Q9BUV8', 'P40616')"
"('P61247', 'P62266')"
"('Q14192', 'P05556')"
"('P26599', 'O95400')"
"('P10301', 'P28482')"
"('Q9Y2Q3', 'O14925')"
"('O60934', 'Q96EB6')"
"('O14974', 'Q6WCQ1')"
"('P62277', 'P62851')"
"('P80162', 'P51685')"
"('P22681', 'Q13094')"
"('P18146', 'Q9HAZ1')"
"('Q9UNX3', 'P61254')"
"('Q14197', 'P12235')"
"('Q06587', 'Q14781')"
"('O75208', 'O94805')"
"('P01242', 'P52333')"
"('P16520', 'P62879')"
"('406959', 'Q9Y297')"
"('O15239', 'P17568')"
"('O60732', 'Q8N2Y8')"
"('O95484', 'P57739')"
"('P04626', 'P35568')"
"('P40337', 'P15311')"
"('P49336', 'Q9Y4A5')"
"('Q8TD31', 'Q8TEY7')"
"('P62873', 'P16499')"
"('P25942', 'P22681')"
"('Q96S38', 'Q99624')"
"('P18146', 'P02533')"
"('Q9UGJ0', 'P04035')"
"('Q00005', 'Q02641')"
"('O60239', 'O95271')"
"('P21802', 'Q15147')"
"('Q9Y4B6', 'Q16531')"
"('Q99570', 'Q9Y6M9')"
"('O60258', 'P17948')"
"('Q14738', 'P31749')"
"('P13942', 'P20073')"
"('Q99569', 'P18669')"
"('P43657', 'P50151')"
"('Q99613', 'Q14152')"
"('P62244', 'P08865')"
"('Q99558', 'P49407')"
"('Q9H0X9', 'P00519')"
"('P19438', 'O14735')"
