negatives
"frozenset({'P60510', 'Q9Y4K3', 'Receptor'})"
"frozenset({'O94898', 'Q15165', 'Receptor'})"
"frozenset({'Q99666', 'Receptor', 'P46060'})"
"frozenset({'Q13489', 'P46695', 'Receptor'})"
"frozenset({'P17612', 'Q8NGS2', 'Receptor'})"
"frozenset({'Q14055', 'P05556', 'Receptor'})"
"frozenset({'P49848', 'Q15545', 'Receptor'})"
"frozenset({'Q5JR59', 'Q96SK3', 'Receptor'})"
"frozenset({'Receptor', 'P55072', 'P0DPB3'})"
"frozenset({'Q9UKZ1', 'O14980', 'Receptor'})"
"frozenset({'Q93079', 'Q8IUH5', 'Receptor'})"
"frozenset({'Receptor', 'Q15022', 'Q9BYE4'})"
"frozenset({'Q13501', 'Q9Y371', 'Receptor'})"
"frozenset({'P55268', 'P13612', 'Receptor'})"
"frozenset({'Receptor', 'Q8IY92', 'Q9Y5V3'})"
"frozenset({'Q9NRL3', 'Q9UGI0', 'Receptor'})"
"frozenset({'Q9UJV9', 'Q08211', 'Receptor'})"
"frozenset({'Q9Y4K3', 'Q02556', 'Receptor'})"
"frozenset({'P61978', 'Q96PK6', 'Receptor'})"
"frozenset({'P07766', 'Q6PIZ9', 'Receptor'})"
"frozenset({'P49639', 'P78337', 'Receptor'})"
"frozenset({'O14980', 'P62068', 'Receptor'})"
"frozenset({'Q96ER3', 'Receptor', 'Q9Y275'})"
"frozenset({'Q96T58', 'Q9Y618', 'Receptor'})"
"frozenset({'Q96DV4', 'P26373', 'Receptor'})"
"frozenset({'Q13835', 'P23258', 'Receptor'})"
"frozenset({'Q15173', 'Q16589', 'Receptor'})"
"frozenset({'Receptor', 'Q9UFC0', 'Q13619'})"
"frozenset({'P09603', 'Receptor', 'P22681'})"
"frozenset({'Q8IYM1', 'Q9NVA2', 'Receptor'})"
"frozenset({'Q9BUU2', 'Q13885', 'Receptor'})"
"frozenset({'Q92731', 'Receptor', 'P22612'})"
"frozenset({'P31151', 'P35555', 'Receptor'})"
"frozenset({'Q5S007', 'O95816', 'Receptor'})"
"frozenset({'P19320', 'P13010', 'Receptor'})"
"frozenset({'Receptor', 'P63279', 'Q92754'})"
"frozenset({'P0DPB6', 'Q9UDY4', 'Receptor'})"
"frozenset({'Q9H6L4', 'Receptor', 'Q13422'})"
"frozenset({'Q9HCE1', 'O75380', 'Receptor'})"
"frozenset({'O60266', 'P27482', 'Receptor'})"
"frozenset({'Q9GZQ3', 'P19838', 'Receptor'})"
"frozenset({'Q13616', 'P52597', 'Receptor'})"
"frozenset({'P51687', 'O43795', 'Receptor'})"
"frozenset({'P06396', 'Receptor', 'Q14289'})"
"frozenset({'Q9NSD9', 'P01730', 'Receptor'})"
"frozenset({'Q04864', 'Q9BZS1', 'Receptor'})"
"frozenset({'O00716', 'Q9UQ80', 'Receptor'})"
"frozenset({'Receptor', 'Q13617', 'Q3SY84'})"
"frozenset({'Q9Y6X3', 'P83916', 'Receptor'})"
"frozenset({'P01375', 'Receptor', 'Q01201'})"
"frozenset({'P25490', 'Q13485', 'Receptor'})"
"frozenset({'P40763', 'O15392', 'Receptor'})"
"frozenset({'Q9UNY4', 'Q8IVW4', 'Receptor'})"
"frozenset({'Q9Y3F4', 'Q8TEQ6', 'Receptor'})"
"frozenset({'P11142', 'Receptor', 'P99999'})"
"frozenset({'Q99623', 'Receptor', 'Q96FW1'})"
"frozenset({'Q9BVJ6', 'P04637', 'Receptor'})"
"frozenset({'Receptor', 'Q16637', 'O60341'})"
"frozenset({'Q9NYA3', 'Q9HAQ2', 'Receptor'})"
"frozenset({'Q9HAV0', 'Q9HBW0', 'Receptor'})"
"frozenset({'Q5VIR6', 'Q9P1Q0', 'Receptor'})"
"frozenset({'Q9NRD5', 'Q8N6Y0', 'Receptor'})"
"frozenset({'P54619', 'Receptor', 'P25445'})"
"frozenset({'Q96S94', 'Q01130', 'Receptor'})"
"frozenset({'Receptor', 'O43765', 'P42765'})"
"frozenset({'P38398', 'O95235', 'Receptor'})"
"frozenset({'Q12805', 'A8MQ03', 'Receptor'})"
"frozenset({'Q92793', 'Receptor', 'P22612'})"
"frozenset({'P33993', 'P62805', 'Receptor'})"
"frozenset({'O15085', 'O14964', 'Receptor'})"
"frozenset({'O00258', 'Q9Y282', 'Receptor'})"
"frozenset({'Q6NVU6', 'Q9Y4H4', 'Receptor'})"
"frozenset({'P51812', 'P01112', 'Receptor'})"
"frozenset({'Receptor', 'P29692', 'P08670'})"
"frozenset({'Q9C0K0', 'Q13547', 'Receptor'})"
"frozenset({'Q8WWN8', 'P61224', 'Receptor'})"
"frozenset({'Receptor', 'Q8IXK2', 'Q9H2A9'})"
"frozenset({'Q92542', 'P11387', 'Receptor'})"
"frozenset({'Q92794', 'Q9BXL5', 'Receptor'})"
"frozenset({'P61978', 'Q13617', 'Receptor'})"
"frozenset({'P15880', 'Q12906', 'Receptor'})"
"frozenset({'Q15746', 'Receptor', 'Q13237'})"
"frozenset({'Q8N137', 'Receptor', 'Q5SQN1'})"
"frozenset({'Q9BRP8', 'Q8WWV3', 'Receptor'})"
"frozenset({'P20338', 'P20339', 'Receptor'})"
"frozenset({'Receptor', 'O75909', 'Q6PD62'})"
"frozenset({'Q9Y2H1', 'P07477', 'Receptor'})"
"frozenset({'O14646', 'Q15424', 'Receptor'})"
"frozenset({'Q96KM6', 'Q5VU43', 'Receptor'})"
"frozenset({'Q15287', 'P63104', 'Receptor'})"
"frozenset({'P49137', 'Q9Y385', 'Receptor'})"
"frozenset({'Q8IV20', 'Q9Y446', 'Receptor'})"
"frozenset({'P53618', 'P04440', 'Receptor'})"
"frozenset({'P62873', 'A6NDL8', 'Receptor'})"
"frozenset({'Q9Y243', 'O60343', 'Receptor'})"
"frozenset({'Q13618', 'P21917', 'Receptor'})"
"frozenset({'Q8WUN7', 'Receptor', 'Q8NFW5'})"
"frozenset({'P56199', 'Q13753', 'Receptor'})"
"frozenset({'P57059', 'Q9P0L0', 'Receptor'})"
"frozenset({'P06493', 'P33778', 'Receptor'})"
"frozenset({'O60262', 'P43657', 'Receptor'})"
"frozenset({'Q08AM6', 'Q8WXK3', 'Receptor'})"
"frozenset({'O43172', 'Receptor', 'Q5T8D3'})"
"frozenset({'P04629', 'O75054', 'Receptor'})"
"frozenset({'O14579', 'Q99816', 'Receptor'})"
"frozenset({'P04629', 'P55265', 'Receptor'})"
"frozenset({'Q8IXH7', 'P35606', 'Receptor'})"
"frozenset({'Q9BXM7', 'Receptor', 'P46821'})"
"frozenset({'P78362', 'Q9NPJ8', 'Receptor'})"
"frozenset({'Q8NGG6', 'Q9P2W3', 'Receptor'})"
"frozenset({'Receptor', 'O75147', 'O15213'})"
"frozenset({'Q6PI77', 'Q8WUE5', 'Receptor'})"
"frozenset({'O95400', 'O43426', 'Receptor'})"
"frozenset({'O00574', 'P63096', 'Receptor'})"
"frozenset({'Q8IWY9', 'O95257', 'Receptor'})"
"frozenset({'Q8NFJ6', 'P24593', 'Receptor'})"
"frozenset({'Q9UBN7', 'P62807', 'Receptor'})"
"frozenset({'P49588', 'P22314', 'Receptor'})"
"frozenset({'Receptor', 'Q15654', 'Q9H0W8'})"
"frozenset({'Q8TCZ2', 'Receptor', 'Q9Y2M0'})"
"frozenset({'Q9BRT9', 'Q7L590', 'Receptor'})"
"frozenset({'Receptor', 'Q8TDN6', 'P61254'})"
"frozenset({'Q9HCH0', 'Receptor', 'Q9NRM7'})"
"frozenset({'P28074', 'Q9H492', 'Receptor'})"
"frozenset({'Q16539', 'Receptor', 'P60953'})"
"frozenset({'P49591', 'P08237', 'Receptor'})"
"frozenset({'P62942', 'P21817', 'Receptor'})"
"frozenset({'P21796', 'O43181', 'Receptor'})"
"frozenset({'Receptor', 'P05067', 'P39900'})"
"frozenset({'P49736', 'Receptor', 'O95372'})"
"frozenset({'P47985', 'Receptor', 'O43638'})"
"frozenset({'Q9Y3Y2', 'Q5VWX1', 'Receptor'})"
"frozenset({'O43294', 'Receptor', 'P40337'})"
"frozenset({'O14654', 'Q96GD4', 'Receptor'})"
"frozenset({'P04629', 'Receptor', 'O43852'})"
"frozenset({'O95373', 'O95568', 'Receptor'})"
"frozenset({'P20073', 'O60383', 'Receptor'})"
"frozenset({'Q9NY93', 'Q9BQG0', 'Receptor'})"
"frozenset({'P07900', 'P61244', 'Receptor'})"
"frozenset({'Q5T3J3', 'Receptor', 'Q9NPI1'})"
"frozenset({'Receptor', 'P51911', 'P63316'})"
"frozenset({'Receptor', 'P18124', 'Q8TDR0'})"
"frozenset({'P62258', 'P26641', 'Receptor'})"
"frozenset({'Q13505', 'Receptor', 'Q9NX40'})"
"frozenset({'P00338', 'O60706', 'Receptor'})"
"frozenset({'P01106', 'P61086', 'Receptor'})"
"frozenset({'P54274', 'Q13813', 'Receptor'})"
"frozenset({'Q9NYK6', 'Q15834', 'Receptor'})"
"frozenset({'P19174', 'P29474', 'Receptor'})"
"frozenset({'P31942', 'Q92905', 'Receptor'})"
"frozenset({'Q9HCN4', 'Q9H9Y4', 'Receptor'})"
"frozenset({'P48039', 'P63104', 'Receptor'})"
"frozenset({'O14610', 'P05771', 'Receptor'})"
"frozenset({'O60502', 'Q9H0A6', 'Receptor'})"
"frozenset({'Q16666', 'O00541', 'Receptor'})"
"frozenset({'P37840', 'P22695', 'Receptor'})"
"frozenset({'Q9UHD9', 'P15814', 'Receptor'})"
"frozenset({'Q86X19', 'Receptor', 'O60503'})"
"frozenset({'P15408', 'Q8N2I9', 'Receptor'})"
"frozenset({'Q9NUQ2', 'Q15717', 'Receptor'})"
"frozenset({'Q7Z6Z7', 'P07195', 'Receptor'})"
"frozenset({'Receptor', 'P61088', 'Q86WT6'})"
"frozenset({'Q7L5Y9', 'P48431', 'Receptor'})"
"frozenset({'Q9Y315', 'P19971', 'Receptor'})"
"frozenset({'Q06413', 'Receptor', 'Q9UQL6'})"
"frozenset({'P30837', 'Q9UMX1', 'Receptor'})"
"frozenset({'Q9UPP1', 'O75367', 'Receptor'})"
"frozenset({'Q14865', 'Q15717', 'Receptor'})"
"frozenset({'Q13077', 'Receptor', 'Q08043'})"
"frozenset({'Q9NPJ6', 'Q96ST8', 'Receptor'})"
"frozenset({'P07947', 'Q8TAK6', 'Receptor'})"
"frozenset({'Q96R06', 'Q8N0Z3', 'Receptor'})"
"frozenset({'O75964', 'O15400', 'Receptor'})"
"frozenset({'O94776', 'Q13573', 'Receptor'})"
"frozenset({'P04629', 'P62906', 'Receptor'})"
"frozenset({'P03372', 'Q01851', 'Receptor'})"
"frozenset({'O43639', 'Q6TFL4', 'Receptor'})"
"frozenset({'Q8WX92', 'P10620', 'Receptor'})"
"frozenset({'Receptor', 'O43734', 'Q9NRM6'})"
"frozenset({'Receptor', 'Q9UHL0', 'Q9UBB9'})"
"frozenset({'O75821', 'Q6IQ23', 'Receptor'})"
"frozenset({'Receptor', 'P13612', 'P02751'})"
"frozenset({'Q9BUH8', 'Q9NPA5', 'Receptor'})"
"frozenset({'Q460N5', 'P61218', 'Receptor'})"
"frozenset({'Q7LBR1', 'Q9NRD5', 'Receptor'})"
"frozenset({'Q15154', 'Q96RK4', 'Receptor'})"
"frozenset({'Q8NGS1', 'P32121', 'Receptor'})"
"frozenset({'Q00613', 'Q9UQM7', 'Receptor'})"
"frozenset({'Q92731', 'Q13200', 'Receptor'})"
"frozenset({'P47712', 'Q04323', 'Receptor'})"
"frozenset({'P52292', 'Q8WWY3', 'Receptor'})"
"frozenset({'P08138', 'Q92890', 'Receptor'})"
"frozenset({'P61604', 'Q01995', 'Receptor'})"
"frozenset({'Q9NUX5', 'P41134', 'Receptor'})"
"frozenset({'Q8WTP8', 'Q9NPA5', 'Receptor'})"
"frozenset({'O14980', 'Receptor', 'Q13227'})"
"frozenset({'P35579', 'Receptor', 'P24941'})"
"frozenset({'Q05516', 'P04637', 'Receptor'})"
"frozenset({'P17568', 'Receptor', 'P03915'})"
"frozenset({'Q9HCL2', 'P10909', 'Receptor'})"
"frozenset({'Q99523', 'P51153', 'Receptor'})"
"frozenset({'Q9BYJ0', 'P55061', 'Receptor'})"
"frozenset({'Q68CJ9', 'O75676', 'Receptor'})"
"frozenset({'P15927', 'Q8IZL8', 'Receptor'})"
"frozenset({'O95013', 'Receptor', 'P22612'})"
"frozenset({'Q9GZM8', 'Q8TAU3', 'Receptor'})"
"frozenset({'P42224', 'P29460', 'Receptor'})"
"frozenset({'P10242', 'Q15759', 'Receptor'})"
"frozenset({'O14929', 'Q92905', 'Receptor'})"
"frozenset({'P53350', 'Q99741', 'Receptor'})"
"frozenset({'Q96FT9', 'Receptor', 'Q9HBG6'})"
"frozenset({'Q13618', 'Q9BPX3', 'Receptor'})"
"frozenset({'O60307', 'Q8TEJ3', 'Receptor'})"
"frozenset({'P49411', 'P60484', 'Receptor'})"
"frozenset({'P56962', 'P00533', 'Receptor'})"
"frozenset({'P27986', 'P08631', 'Receptor'})"
"frozenset({'O14980', 'Receptor', 'Q9H6U6'})"
"frozenset({'O43294', 'Receptor', 'P84022'})"
"frozenset({'P02649', 'Receptor', 'Q96JB6'})"
"frozenset({'P13569', 'Q9UI26', 'Receptor'})"
"frozenset({'O43172', 'Q13107', 'Receptor'})"
"frozenset({'O00329', 'Q9BUT9', 'Receptor'})"
"frozenset({'Q9HCE1', 'Q03135', 'Receptor'})"
"frozenset({'Q75NE6', 'P04637', 'Receptor'})"
"frozenset({'Q86UF1', 'Q5EBL8', 'Receptor'})"
"frozenset({'Q9H3Q1', 'Q9NVA2', 'Receptor'})"
"frozenset({'Q15056', 'O60506', 'Receptor'})"
"frozenset({'P16885', 'P42680', 'Receptor'})"
"frozenset({'Q99962', 'Q6ZMI0', 'Receptor'})"
"frozenset({'Q15397', 'Q8TDN6', 'Receptor'})"
"frozenset({'P10415', 'Q14318', 'Receptor'})"
"frozenset({'P46109', 'P43405', 'Receptor'})"
"frozenset({'Q9H8W4', 'Q9NX01', 'Receptor'})"
"frozenset({'Q92560', 'Q16576', 'Receptor'})"
"frozenset({'O14980', 'P33076', 'Receptor'})"
"frozenset({'Receptor', 'Q9NX55', 'Q99750'})"
"frozenset({'Receptor', 'P54709', 'P42765'})"
"frozenset({'Q9UMY4', 'Q13126', 'Receptor'})"
"frozenset({'Q969K7', 'P10276', 'Receptor'})"
"frozenset({'Receptor', 'Q96IK5', 'Q02487'})"
"frozenset({'P30084', 'P46379', 'Receptor'})"
"frozenset({'P25490', 'Q9Y230', 'Receptor'})"
"frozenset({'P25054', 'O95997', 'Receptor'})"
"frozenset({'P48059', 'P49023', 'Receptor'})"
"frozenset({'P78552', 'P01574', 'Receptor'})"
"frozenset({'Q05209', 'Receptor', 'P46939'})"
"frozenset({'O75821', 'P05067', 'Receptor'})"
"frozenset({'Q96I24', 'O15027', 'Receptor'})"
"frozenset({'Q9UHX1', 'Q9H492', 'Receptor'})"
"frozenset({'P11926', 'Receptor', 'P84022'})"
"frozenset({'Q8NG76', 'P32121', 'Receptor'})"
"frozenset({'Q8N3V7', 'Q5SNT2', 'Receptor'})"
"frozenset({'P42285', 'P61981', 'Receptor'})"
"frozenset({'Q9BQG1', 'O60506', 'Receptor'})"
"frozenset({'P04629', 'O00443', 'Receptor'})"
"frozenset({'Q99758', 'P63096', 'Receptor'})"
"frozenset({'P04629', 'Q9Y4K4', 'Receptor'})"
"frozenset({'Q13469', 'P39687', 'Receptor'})"
"frozenset({'Q9BPW8', 'Q8NEZ3', 'Receptor'})"
"frozenset({'Q9Y6M1', 'Receptor', 'P02751'})"
"frozenset({'Receptor', 'Q9Y6D9', 'Q92769'})"
"frozenset({'O95352', 'Q13596', 'Receptor'})"
"frozenset({'Q9Y5X9', 'O15360', 'Receptor'})"
"frozenset({'Q9NP64', 'O00560', 'Receptor'})"
"frozenset({'Q9BUV0', 'P61289', 'Receptor'})"
"frozenset({'F7VJQ1', 'Receptor', 'Q53QZ3'})"
"frozenset({'O95271', 'Q9UIQ6', 'Receptor'})"
"frozenset({'P09619', 'Receptor', 'P23458'})"
"frozenset({'Q9Y253', 'O94915', 'Receptor'})"
"frozenset({'Q49AN0', 'Q9BYQ0', 'Receptor'})"
"frozenset({'Receptor', 'Q9UGI9', 'Q13131'})"
"frozenset({'P35244', 'Q7Z5K2', 'Receptor'})"
"frozenset({'Q92616', 'P12081', 'Receptor'})"
"frozenset({'P40424', 'Q9H9S0', 'Receptor'})"
"frozenset({'Q8N163', 'P41091', 'Receptor'})"
"frozenset({'Q6NXR4', 'O43156', 'Receptor'})"
"frozenset({'P53420', 'P31431', 'Receptor'})"
"frozenset({'P18146', 'Receptor', 'Q02535'})"
"frozenset({'Q9UP65', 'P05771', 'Receptor'})"
"frozenset({'Receptor', 'O60934', 'Q9H816'})"
"frozenset({'Q6RSH7', 'Q99759', 'Receptor'})"
"frozenset({'P43657', 'Q68E01', 'Receptor'})"
"frozenset({'P62701', 'P19838', 'Receptor'})"
"frozenset({'Receptor', 'P30559', 'P04899'})"
"frozenset({'Q96L14', 'Q6UWI4', 'Receptor'})"
"frozenset({'P62304', 'Receptor', 'O14893'})"
"frozenset({'O95782', 'P98082', 'Receptor'})"
"frozenset({'Q9Y5E8', 'P01892', 'Receptor'})"
"frozenset({'O14980', 'O14617', 'Receptor'})"
"frozenset({'Q9H0W5', 'Receptor', 'Q86YQ8'})"
"frozenset({'P49959', 'Receptor', 'P68431'})"
"frozenset({'Q9NS91', 'Receptor', 'Q9BZR9'})"
"frozenset({'Q6ZN17', 'P62308', 'Receptor'})"
"frozenset({'P21333', 'P62993', 'Receptor'})"
"frozenset({'Q14839', 'Q9ULU4', 'Receptor'})"
"frozenset({'P50553', 'P48039', 'Receptor'})"
"frozenset({'Receptor', 'P11277', 'O95295'})"
"frozenset({'P42224', 'Q03518', 'Receptor'})"
"frozenset({'P04629', 'Q7Z2T5', 'Receptor'})"
"frozenset({'Q9NY12', 'Q9H5Q4', 'Receptor'})"
"frozenset({'Receptor', 'Q8TEE9', 'O75446'})"
"frozenset({'P12830', 'Q9UK76', 'Receptor'})"
"frozenset({'Q9BVA0', 'P20585', 'Receptor'})"
"frozenset({'Q96LK8', 'Q92569', 'Receptor'})"
"frozenset({'Q00978', 'P02778', 'Receptor'})"
"frozenset({'P11441', 'Q86XA0', 'Receptor'})"
"frozenset({'Q9UM00', 'P49450', 'Receptor'})"
"frozenset({'Q8WXI9', 'O15131', 'Receptor'})"
"frozenset({'O14519', 'Q86YP4', 'Receptor'})"
"frozenset({'Q9BYC2', 'O75439', 'Receptor'})"
"frozenset({'P63167', 'Receptor', 'Q15700'})"
"frozenset({'Q96Q89', 'Q9HC52', 'Receptor'})"
"frozenset({'Q9H0W5', 'Q9ULV0', 'Receptor'})"
"frozenset({'Q96FV9', 'P26367', 'Receptor'})"
"frozenset({'Q13616', 'Q12904', 'Receptor'})"
"frozenset({'P07948', 'P29353', 'Receptor'})"
"frozenset({'P20073', 'P13942', 'Receptor'})"
"frozenset({'Q05639', 'Receptor', 'P08865'})"
"frozenset({'Q92698', 'Q16254', 'Receptor'})"
"frozenset({'Receptor', 'P01889', 'P29692'})"
"frozenset({'P29966', 'P27361', 'Receptor'})"
"frozenset({'P03886', 'Receptor', 'P03915'})"
"frozenset({'P19320', 'P18206', 'Receptor'})"
"frozenset({'P59991', 'Q86VE0', 'Receptor'})"
"frozenset({'P11216', 'P19174', 'Receptor'})"
"frozenset({'Q8IX21', 'Q96CV9', 'Receptor'})"
"frozenset({'P15172', 'P17844', 'Receptor'})"
"frozenset({'Q96EZ8', 'P67870', 'Receptor'})"
"frozenset({'Q92731', 'P60709', 'Receptor'})"
"frozenset({'P17482', 'Receptor', 'Q6L8G8'})"
"frozenset({'P11441', 'Receptor', 'P50750'})"
"frozenset({'P50453', 'Q9UKR5', 'Receptor'})"
"frozenset({'Receptor', 'P20142', 'P49913'})"
"frozenset({'P18146', 'Q14814', 'Receptor'})"
"frozenset({'P52597', 'Receptor', 'Q8N5R6'})"
"frozenset({'Q9UKS7', 'O95644', 'Receptor'})"
"frozenset({'P17980', 'Q16890', 'Receptor'})"
"frozenset({'O14980', 'Q9NZN8', 'Receptor'})"
"frozenset({'P60900', 'Q9C0C7', 'Receptor'})"
"frozenset({'Q8IVT5', 'Receptor', 'Q9UL25'})"
"frozenset({'O43818', 'Receptor', 'O14530'})"
"frozenset({'P18848', 'P17252', 'Receptor'})"
"frozenset({'Q49AN0', 'Receptor', 'Q6L8H4'})"
"frozenset({'Q5T6F2', 'P04216', 'Receptor'})"
"frozenset({'Q5W0Q7', 'P04083', 'Receptor'})"
"frozenset({'Q6FI81', 'Receptor', 'Q9UJY1'})"
"frozenset({'Q8N5M9', 'O15127', 'Receptor'})"
"frozenset({'P82664', 'Receptor', 'P52815'})"
"frozenset({'P03372', 'P61247', 'Receptor'})"
"frozenset({'Q99853', 'Q99856', 'Receptor'})"
"frozenset({'P18848', 'Receptor', 'P49841'})"
"frozenset({'Q6IQ23', 'Q9Y2K6', 'Receptor'})"
"frozenset({'Q9HBH0', 'Receptor', 'Q9H7D0'})"
"frozenset({'P02489', 'P07320', 'Receptor'})"
"frozenset({'Q96JM2', 'Receptor', 'O95785'})"
"frozenset({'Q8IWL3', 'Q9P0J0', 'Receptor'})"
"frozenset({'Q9NS86', 'Receptor', 'P50750'})"
"frozenset({'Q6ZN44', 'O95631', 'Receptor'})"
"frozenset({'Q8N3R9', 'Q9NUP9', 'Receptor'})"
"frozenset({'Q09472', 'P05231', 'Receptor'})"
"frozenset({'Receptor', 'Q9NX14', 'Q9BU61'})"
"frozenset({'P42830', 'P41597', 'Receptor'})"
"frozenset({'Q9UN86', 'Receptor', 'Q9UNL4'})"
"frozenset({'Q9H307', 'P63104', 'Receptor'})"
"frozenset({'P48681', 'Q24JP5', 'Receptor'})"
"frozenset({'P23560', 'P21802', 'Receptor'})"
"frozenset({'P00813', 'O75928', 'Receptor'})"
"frozenset({'O14965', 'P02792', 'Receptor'})"
"frozenset({'Receptor', 'Q9Y4E8', 'Q9Y4Z0'})"
"frozenset({'P0C1Z6', 'Q9UJ41', 'Receptor'})"
"frozenset({'P17152', 'O75208', 'Receptor'})"
"frozenset({'Q8IWL3', 'Q96H55', 'Receptor'})"
"frozenset({'P09067', 'A8MQ03', 'Receptor'})"
"frozenset({'P35232', 'Q99496', 'Receptor'})"
"frozenset({'Q99972', 'P36955', 'Receptor'})"
"frozenset({'O15027', 'Receptor', 'Q8IWZ3'})"
"frozenset({'Q68CP9', 'P04637', 'Receptor'})"
"frozenset({'Receptor', 'Q9Y2X3', 'P62277'})"
"frozenset({'P02751', 'Receptor', 'P01871'})"
"frozenset({'Receptor', 'P55040', 'Q9UBB9'})"
"frozenset({'O96020', 'P05067', 'Receptor'})"
"frozenset({'Q9Y2F9', 'Q9NYZ3', 'Receptor'})"
"frozenset({'O75717', 'Q9P0K8', 'Receptor'})"
"frozenset({'Q6NUQ1', 'Q9NX04', 'Receptor'})"
"frozenset({'P02008', 'Q9Y6K9', 'Receptor'})"
"frozenset({'P42224', 'P25942', 'Receptor'})"
"frozenset({'P46736', 'O95299', 'Receptor'})"
"frozenset({'O60262', 'Q8N349', 'Receptor'})"
"frozenset({'Receptor', 'Q9UKL0', 'P15923'})"
"frozenset({'P49407', 'Q99933', 'Receptor'})"
"frozenset({'Receptor', 'P61586', 'Q14CB8'})"
"frozenset({'P49758', 'P16520', 'Receptor'})"
"frozenset({'P17693', 'Receptor', 'P10321'})"
"frozenset({'P01106', 'Q96DA6', 'Receptor'})"
"frozenset({'Q9H4X1', 'P53350', 'Receptor'})"
"frozenset({'Receptor', 'Q6ZU15', 'Q16181'})"
"frozenset({'Q7Z6Z7', 'Q04917', 'Receptor'})"
"frozenset({'Q9Y458', 'P78337', 'Receptor'})"
"frozenset({'P55795', 'Receptor', 'P40337'})"
"frozenset({'Q9Y2Z9', 'Q5TEU4', 'Receptor'})"
"frozenset({'P12004', 'P35244', 'Receptor'})"
"frozenset({'P42680', 'Receptor', 'P16471'})"
"frozenset({'Q14676', 'P32322', 'Receptor'})"
"frozenset({'P35626', 'Q8NGY9', 'Receptor'})"
"frozenset({'P43360', 'Receptor', 'Q8N4L8'})"
"frozenset({'Q9UHY7', 'Q24JP5', 'Receptor'})"
"frozenset({'Q9BU02', 'Q93009', 'Receptor'})"
"frozenset({'P35613', 'O43502', 'Receptor'})"
"frozenset({'P04629', 'Q02790', 'Receptor'})"
"frozenset({'Q96IZ0', 'Q05513', 'Receptor'})"
"frozenset({'P08473', 'O75844', 'Receptor'})"
"frozenset({'Q09472', 'P05549', 'Receptor'})"
"frozenset({'P53618', 'Q99853', 'Receptor'})"
"frozenset({'Receptor', 'Q96CS7', 'Q8WV19'})"
"frozenset({'Q9BX66', 'Receptor', 'P50570'})"
"frozenset({'P31150', 'Q969Q5', 'Receptor'})"
"frozenset({'P24928', 'O00255', 'Receptor'})"
"frozenset({'Q9NZ94', 'Receptor', 'Q15147'})"
"frozenset({'Receptor', 'P54652', 'P05412'})"
"frozenset({'P61956', 'Q9UIG0', 'Receptor'})"
"frozenset({'Receptor', 'Q8WWV3', 'Q9UJY4'})"
"frozenset({'Q59EK9', 'Q96SQ5', 'Receptor'})"
"frozenset({'Q9UBX2', 'O75643', 'Receptor'})"
"frozenset({'O15496', 'A5D8V6', 'Receptor'})"
"frozenset({'Receptor', 'P62318', 'P08621'})"
"frozenset({'O95644', 'P16220', 'Receptor'})"
"frozenset({'P62910', 'P61927', 'Receptor'})"
"frozenset({'Q9NXC5', 'Q9P2P5', 'Receptor'})"
"frozenset({'P37198', 'P35900', 'Receptor'})"
"frozenset({'Q9Y5B0', 'O94822', 'Receptor'})"
"frozenset({'Q16851', 'Receptor', 'Q5T0F9'})"
"frozenset({'Q86YN6', 'P03372', 'Receptor'})"
"frozenset({'O00444', 'P78371', 'Receptor'})"
"frozenset({'Q9P107', 'Receptor', 'P60953'})"
"frozenset({'Q9Y4B5', 'Q9HCE1', 'Receptor'})"
"frozenset({'P22061', 'O00762', 'Receptor'})"
"frozenset({'Receptor', 'P05067', 'Q9UET6'})"
"frozenset({'Q96JG6', 'Q9C0C7', 'Receptor'})"
"frozenset({'Q96RN5', 'Q96PU8', 'Receptor'})"
"frozenset({'Receptor', 'Q9BYG4', 'Q15147'})"
"frozenset({'Q96B97', 'Receptor', 'Q9NVI7'})"
"frozenset({'Q9UBQ7', 'Q9UI32', 'Receptor'})"
"frozenset({'O75618', 'Q9Y5Q9', 'Receptor'})"
"frozenset({'P36507', 'P30154', 'Receptor'})"
"frozenset({'Receptor', 'Q9UBS0', 'Q13057'})"
"frozenset({'Q5T280', 'P53350', 'Receptor'})"
"frozenset({'Q13310', 'Q8WXA9', 'Receptor'})"
"frozenset({'Q13620', 'P51784', 'Receptor'})"
"frozenset({'Q9BV68', 'Q99759', 'Receptor'})"
"frozenset({'Q02750', 'Q13233', 'Receptor'})"
"frozenset({'P60328', 'Q5T619', 'Receptor'})"
"frozenset({'Q12789', 'Q9UKN8', 'Receptor'})"
"frozenset({'Receptor', 'Q32MZ4', 'P78527'})"
"frozenset({'Q4V328', 'Receptor', 'Q969G3'})"
"frozenset({'Q93009', 'Receptor', 'Q15018'})"
"frozenset({'O95870', 'Q9NQ84', 'Receptor'})"
"frozenset({'P22626', 'Q15843', 'Receptor'})"
"frozenset({'P61201', 'Receptor', 'Q13618'})"
"frozenset({'Q7L5N1', 'Q13309', 'Receptor'})"
"frozenset({'P07332', 'Q5VU43', 'Receptor'})"
"frozenset({'P24394', 'O14543', 'Receptor'})"
"frozenset({'Q5JVS0', 'Q05655', 'Receptor'})"
"frozenset({'Receptor', 'P08247', 'Q96E29'})"
"frozenset({'Q15173', 'P62714', 'Receptor'})"
