negatives
"('P34931', 'Q99683')"
"('P12931', 'Q8TBB1')"
"('P52306', 'P62834')"
"('Q9UK32', 'Q06330')"
"('Q9UNF1', 'Q13573')"
"('P78381', 'Q99750')"
"('P25942', 'O15294')"
"('P12757', 'O43318')"
"('P56199', 'O43707')"
"('P58107', 'Q9UKG9')"
"('Q08117', 'Q04724')"
"('Q15147', 'Q05586')"
"('P61244', 'P62140')"
"('Q15648', 'P48443')"
"('Q9UPR3', 'Q14738')"
"('O60244', 'P48443')"
"('P26358', 'Q9UK32')"
"('Q13535', 'Q15291')"
"('P18146', 'Q14566')"
"('Q9UBF6', 'Q8WXK4')"
"('Q16637', 'O95741')"
"('P62945', 'Q92901')"
"('Q8WUA2', 'Q99717')"
"('Q5JVS0', 'Q12873')"
"('P00519', 'O15056')"
"('Q13315', 'Q5H9F3')"
"('P62906', 'P50914')"
"('Q9P0U4', 'P51610')"
"('P35626', 'Q8NHB8')"
"('P63279', 'P41212')"
"('O14508', 'P15509')"
"('Q13200', 'Q15628')"
"('P20073', 'Q8IVF5')"
"('P51610', 'O60814')"
"('Q13573', 'Q7L5N1')"
"('P26441', 'Q9UHF4')"
"('Q93009', 'Q7L4P6')"
"('P61927', 'P62917')"
"('Q13636', 'Q01968')"
"('Q15428', 'Q96I25')"
"('Q96FI4', 'P35244')"
"('Q9Y3C5', 'O00308')"
"('Q16821', 'Q9NZT1')"
"('P33993', 'Q8WYB5')"
"('Q92841', 'Q15637')"
"('P05114', 'P10412')"
"('Q16186', 'P01241')"
"('P33076', 'P22415')"
"('Q13885', 'Q96AH8')"
"('O15085', 'Q9H2G2')"
"('Q9UKW4', 'P00533')"
"('P08670', 'Q9UHX1')"
"('O15350', 'Q9NZC7')"
"('Q01082', 'P62993')"
"('P25100', 'Q9Y210')"
"('P35348', 'P13497')"
"('Q96B02', 'O76064')"
"('Q8IXJ6', 'P68431')"
"('Q13315', 'Q9Y4P3')"
"('P22695', 'Q9BQ83')"
"('Q9NZT1', 'O14827')"
"('P25490', 'P06400')"
"('O75530', 'Q15910')"
"('P58753', 'O75643')"
"('Q9Y3Q8', 'Q9BVI4')"
"('Q12933', 'Q92905')"
"('Q5VU43', 'Q9BUZ4')"
"('P01562', 'Q969J5')"
"('Q16891', 'Q9H1I8')"
"('Q9H081', 'P45973')"
"('P40763', '406955')"
"('P17612', 'P10071')"
"('P61968', 'O15198')"
"('P06239', 'Q13588')"
"('Q15418', 'P23528')"
"('O43508', 'Q93038')"
"('Q9Y376', 'P54646')"
"('P05412', 'P45452')"
"('Q15365', 'Q9Y4K3')"
"('Q05048', 'Q9H0E2')"
"('Q712K3', 'P52565')"
"('O00268', 'Q9Y4A5')"
"('C9J798', 'O14807')"
"('P46531', 'P25490')"
"('P40429', 'P62888')"
"('Q8WWF5', 'P62837')"
"('P04183', 'Q96N67')"
"('Q92608', 'P63000')"
"('Q9BTT4', 'P51681')"
"('Q86YV6', 'P19105')"
"('Q9Y5B9', 'Q08945')"
"('Q01094', 'Q13490')"
"('P53779', 'Q07820')"
"('Q6WCQ1', 'P63010')"
"('Q9UM73', 'Q14980')"
"('P61247', 'Q9NVP2')"
"('P41182', 'Q9UH73')"
"('Q13573', 'P23258')"
"('P30480', 'O15372')"
"('P60709', 'O95084')"
"('O95785', 'Q16637')"
"('Q9H2G2', 'Q13796')"
"('P05386', 'Q9NPI1')"
"('Q9NR22', 'O60506')"
"('O95166', 'P78334')"
"('Q9NR46', 'P08581')"
"('Q14952', 'O43914')"
"('Q92830', 'O75486')"
"('Q9UHX1', 'Q96DG6')"
"('P63215', 'P08172')"
"('Q15759', 'Q16082')"
"('P61586', 'Q9UKX2')"
"('Q6STE5', 'P04637')"
"('P08648', 'Q9Y4G6')"
"('Q13007', 'P10912')"
"('P51955', 'P35222')"
"('O43639', 'O75914')"
"('Q8IYD8', 'Q14469')"
"('P19388', 'Q9NVU0')"
"('P00533', 'P62158')"
"('Q13547', 'O95983')"
"('P31947', 'Q8N122')"
"('Q16254', 'P45973')"
"('P30519', 'Q6IE81')"
"('Q9UBJ2', 'P40855')"
"('P15391', 'O00459')"
"('Q8NEZ4', 'P00568')"
"('Q07960', 'P20936')"
"('Q8N3U4', 'O43521')"
"('Q16600', 'P53779')"
"('Q8NI08', 'P35869')"
"('Q15819', 'P12004')"
"('Q13207', 'P29590')"
"('P58012', 'P11511')"
"('554213', 'O76076')"
"('P15622', 'P41227')"
"('Q15019', 'P01889')"
"('P43487', 'P01889')"
"('P42345', 'Q9UBS0')"
"('Q13535', 'Q96A47')"
"('P25054', 'Q16531')"
"('O15269', 'Q9Y5V3')"
"('P27708', 'Q8NEV4')"
"('P35580', 'O15111')"
"('Q9NQX5', 'Q99750')"
"('P60228', 'P41567')"
"('Q86WV6', 'O94822')"
"('Q05516', 'P11802')"
"('P62875', 'P30876')"
"('P00519', 'Q15464')"
"('P35222', 'Q9UKE5')"
"('P12004', 'Q92841')"
"('Q03135', 'P16144')"
"('P63010', 'Q96CW1')"
"('Q15126', 'O75352')"
"('P21810', 'Q16586')"
"('P27540', 'A9YTQ3')"
"('Q8IY92', 'Q14166')"
"('P01579', 'Q8N6P7')"
"('Q53T94', 'P17480')"
"('O95376', 'Q9NPD8')"
"('Q6KF10', 'Q16671')"
"('Q15459', 'P62330')"
"('Q96R06', 'Q7Z460')"
"('O95831', 'P16104')"
"('P35626', 'Q9GZK3')"
"('P15927', 'P04406')"
"('Q9HA65', 'P55273')"
"('Q16543', 'Q13501')"
"('P61081', 'P10644')"
"('Q9Y478', 'Q15008')"
"('P82914', 'Q14197')"
"('Q13263', 'Q9GZX5')"
"('P43365', 'P51692')"
"('P63244', 'Q96DF8')"
"('P03971', 'Q13873')"
"('Q86UL8', 'Q9Y4G8')"
"('Q96QD9', 'P04278')"
"('P04179', 'P16871')"
"('Q8NHQ1', 'Q9Y3D7')"
"('Q9P2X0', 'O94777')"
"('Q9NWB1', 'P28676')"
"('P50914', 'Q9Y3U8')"
"('P47712', 'P63261')"
"('P01189', 'Q01726')"
"('Q99814', 'O00327')"
"('P50616', 'Q5JQF8')"
"('P42766', 'P62899')"
"('Q12778', 'P17676')"
"('P0C0S8', 'O60814')"
"('P08620', 'Q07890')"
"('Q9UBE0', 'Q9Y4K3')"
"('P28223', 'O75970')"
"('P52272', 'Q00653')"
"('Q9UQP3', 'P05106')"
"('Q13472', 'Q9BSI4')"
"('P68036', 'O60260')"
"('P51817', 'P35498')"
"('O43156', 'Q9Y4A5')"
"('P46459', 'O14764')"
"('Q12933', 'O00329')"
"('P02458', 'Q9HCN6')"
"('P50750', 'P06400')"
"('Q16594', 'Q16514')"
"('Q05516', 'O60762')"
"('P33552', 'Q02224')"
"('Q16548', 'Q16611')"
"('P28482', 'P01375')"
"('Q13330', 'O95343')"
"('Q70SY1', 'Q9UDV6')"
"('P54259', 'Q9Y219')"
"('Q9H583', 'P01106')"
"('Q13576', 'Q04206')"
"('Q9NRA1', 'P17948')"
"('P62993', 'Q99572')"
"('P13805', 'Q8ND90')"
"('P62993', 'Q8IZ73')"
"('Q9Y620', 'Q9H4K1')"
"('Q9H361', 'Q9UFF9')"
"('P10275', 'O95251')"
"('406982', 'Q12852')"
"('P05106', 'P12814')"
"('Q6ZN44', 'P43146')"
"('Q13573', 'Q9NVM9')"
"('P01225', 'Q8TDV5')"
"('P32969', 'O96033')"
"('P04908', 'Q9UQL6')"
"('Q15047', 'Q15181')"
"('Q9UNX3', 'Q07020')"
"('Q9UNM6', 'O00231')"
"('O14908', 'P51571')"
"('O14964', 'Q14315')"
"('Q92922', 'Q9NZC7')"
"('P35968', 'P40763')"
"('P67775', 'Q86YF9')"
"('Q9Y6K9', 'P63104')"
"('Q03169', 'Q99459')"
"('Q15329', 'P23945')"
"('Q13705', 'P84022')"
"('P40225', 'P15509')"
"('P02730', 'P18031')"
"('Q9UKM9', 'O60858')"
"('Q9NRR5', 'Q9HAT8')"
"('O15297', 'Q99459')"
"('Q15653', 'P19338')"
"('Q15834', 'Q6B8I1')"
"('Q08050', 'P08253')"
"('Q9HAU4', 'Q8IYB5')"
"('O95630', 'Q9H444')"
"('P19838', 'P78527')"
"('Q13813', 'Q07157')"
"('P35225', 'Q99665')"
"('Q99459', 'Q9P2I0')"
"('P08648', 'P63261')"
"('P62244', 'P62753')"
"('P38398', 'Q8WXE1')"
"('P32969', 'Q9UNX3')"
"('P60228', 'P47813')"
"('P26641', 'P48039')"
"('Q9Y4K3', 'Q15303')"
"('Q13151', 'Q13242')"
"('O95817', 'Q15038')"
"('Q07157', 'Q9Y5I7')"
"('Q15370', 'Q92830')"
"('P05997', 'P56199')"
"('Q8TDR0', 'Q99459')"
"('Q12933', 'Q16526')"
"('Q9Y250', 'Q9H1D9')"
"('P07199', 'Q9UGN5')"
"('Q13748', 'Q00653')"
"('Q13315', 'Q9Y6P5')"
"('P61923', 'O60739')"
"('Q9HAZ2', 'P84022')"
"('O75365', 'O94822')"
"('P32121', 'Q8NG78')"
"('Q09161', 'Q04637')"
"('O43708', 'P55157')"
"('Q9Y6Q9', 'Q05397')"
"('Q6FHJ7', 'O60353')"
"('P04637', 'Q9BY41')"
"('Q13137', 'Q9UBL6')"
"('Q13315', 'Q8NCP5')"
"('O00629', 'Q00978')"
"('Q9BV68', 'Q99759')"
"('P24928', 'P19388')"
"('Q9UQM7', 'Q9NZT1')"
"('P56556', 'O15239')"
"('Q16891', 'Q9NVH1')"
"('Q15653', 'Q9P1U0')"
"('Q15746', 'Q96A32')"
"('Q8IWW6', 'P62745')"
"('Q9P1W9', 'Q8NFZ0')"
"('P46108', 'O60493')"
"('Q5VVX9', 'O00635')"
"('P68402', 'O95149')"
"('Q14186', 'P04637')"
"('Q99816', 'Q9NPF5')"
"('Q9GZR7', 'P78406')"
"('Q8TDN4', 'Q00535')"
"('P42768', 'P06241')"
"('P51124', 'P15311')"
"('Q08495', 'P62314')"
"('P18146', 'P19526')"
"('P31321', 'Q13485')"
"('Q14164', 'Q04864')"
"('Q9UBF2', 'Q9Y5V3')"
"('P49459', 'Q92541')"
"('Q14232', 'Q9BYD3')"
"('Q96HD1', 'P26641')"
"('P05107', 'Q99704')"
"('Q9UDY8', 'P0CG48')"
"('P63261', 'Q2M3G4')"
"('Q15036', 'P27986')"
"('P42830', 'P01833')"
"('Q13838', 'P61981')"
"('P38936', 'P05060')"
"('P02647', 'P02747')"
"('P01106', 'Q96GC5')"
"('Q05193', 'Q03135')"
"('Q14562', 'Q13573')"
"('Q9BWU1', 'Q9BUE0')"
"('P63261', 'P23229')"
"('Q86SX6', 'P30480')"
"('Q12873', 'P03372')"
"('Q9H8Y8', 'P47985')"
"('O75928', 'P52630')"
"('Q9NQB0', 'Q02535')"
"('O60784', 'Q14919')"
"('P06400', 'P35869')"
"('P19438', 'P17405')"
"('Q15078', 'Q01105')"
"('P08962', 'P05556')"
"('Q5JWF2', 'Q9UP65')"
"('Q15303', 'Q6S5L8')"
"('Q8IYB3', 'Q99459')"
"('P49407', 'P49682')"
"('P17612', 'Q9Y2K2')"
"('Q9Y490', 'Q14157')"
"('P49459', 'Q8IWV7')"
"('Q6VY07', 'Q9NZ52')"
"('Q99590', 'P08621')"
"('Q96PX8', 'P31946')"
"('Q9BY11', 'O60861')"
"('Q5JWF2', 'P62879')"
"('Q9HAU5', 'Q8IYD1')"
"('P56537', 'Q9UBQ5')"
"('P60484', 'Q04864')"
"('Q9NP92', 'Q14197')"
"('Q8WVX9', 'Q9H7B4')"
"('Q96AP7', 'P57739')"
"('P78563', 'Q13526')"
"('Q9UJY5', 'P0CG48')"
"('Q96RT1', 'Q9Y466')"
"('Q92905', 'P55789')"
"('P57739', 'O95484')"
"('P11021', 'Q9UKG9')"
"('Q9GZR1', 'Q14164')"
"('Q66GS9', 'Q9HC77')"
"('P22105', 'P26012')"
"('Q16665', 'P35228')"
"('Q9NRF9', 'O43318')"
"('Q9H446', 'P55039')"
"('P63208', 'Q15796')"
"('Q9P0W0', 'Q99062')"
"('Q96B97', 'P09619')"
"('P55795', 'Q15366')"
"('P62854', 'P62851')"
"('O95163', 'P42772')"
"('P68400', 'Q92997')"
"('Q92597', 'P14618')"
"('406883', 'P05231')"
"('P42768', 'P18206')"
"('P13645', 'P12931')"
"('P13805', 'Q9HAU4')"
"('Q14451', 'Q05516')"
"('Q96MA1', 'Q14005')"
"('P31689', 'P30480')"
"('P55084', 'Q16637')"
"('Q00987', 'P04150')"
"('Q13185', 'Q02539')"
"('Q99750', 'Q96LL4')"
"('P63104', 'Q96B36')"
"('P01106', 'Q9UIQ6')"
"('Q9Y265', 'P20226')"
"('Q9ULH1', 'P27986')"
"('P29372', 'P13804')"
"('P46776', 'Q8WZA2')"
"('Q6NUN9', 'Q9NYL2')"
"('Q9NRI5', 'P12883')"
"('P01889', 'Q9Y5L4')"
"('P34903', 'P46459')"
"('P32927', 'Q9NSE2')"
"('Q9Y219', 'O00548')"
"('P41586', 'O60262')"
"('P09917', 'Q86W26')"
"('P60709', 'P20333')"
"('P05014', 'P17181')"
"('Q14566', 'P55201')"
"('P38432', 'Q96RS0')"
"('O15265', 'Q16594')"
"('O00222', 'P63215')"
"('Q969Q6', 'Q06432')"
"('A5PKW4', 'O14775')"
"('O60262', 'Q13698')"
"('Q05655', 'O14939')"
"('Q05209', 'P10721')"
"('P62993', 'P10809')"
"('Q96AH8', 'Q9BQE3')"
"('P51948', 'P32780')"
"('Q15291', 'Q5QNW6')"
"('P00533', 'Q9H267')"
"('P59768', 'O14827')"
"('Q9NY61', 'P52435')"
"('P62316', 'P62312')"
"('Q9NP97', 'Q9NZW5')"
"('P38936', 'Q00535')"
"('O96000', 'Q9P0J0')"
"('B1A4H9', 'Q01113')"
"('O00255', 'P35244')"
"('Q96LR5', 'P36406')"
"('Q6ZW49', 'P16104')"
"('Q92574', 'Q02535')"
"('Q96AG4', 'P30480')"
"('Q15370', 'Q96L50')"
"('Q03113', 'P21918')"
"('P50238', 'Q96AW1')"
"('Q96NT1', 'Q9Y383')"
"('P62310', 'Q13769')"
"('Q9GZQ8', 'P35611')"
"('Q16254', 'Q14457')"
"('Q8WWM7', 'P78396')"
"('P62714', 'P48643')"
"('Q96D15', 'Q9P2K6')"
"('Q00005', 'P78371')"
"('Q13485', 'Q96JC1')"
"('P35580', 'P20333')"
"('O95169', 'Q86Y39')"
"('Q0VDD7', 'Q13155')"
"('Q8WV28', 'Q96MX0')"
"('P06730', 'Q8TEQ6')"
"('Q9UKV8', 'Q9HBW1')"
"('Q9Y239', 'P08107')"
"('P20073', 'P11802')"
"('Q08209', 'Q05513')"
"('Q96CN9', 'Q8N6Y0')"
"('Q92831', 'P20823')"
"('O14512', 'P26951')"
"('P04181', 'P30480')"
"('P18206', 'P35579')"
"('P10275', 'P20142')"
"('O75521', 'P49407')"
"('P40425', 'Q96S38')"
"('Q01844', 'Q92597')"
"('Q16558', 'Q13936')"
"('O95786', 'P45985')"
"('P35232', 'O75306')"
"('Q9Y6C2', 'Q96QG7')"
"('P46934', 'P07948')"
"('Q15172', 'Q86US8')"
"('O14519', 'O75956')"
"('Q13546', 'P21580')"
"('P51681', 'P62310')"
"('P10082', 'Q12884')"
"('Q9NRI5', 'P62258')"
"('P35544', 'P62847')"
"('Q15831', 'Q8NFZ5')"
"('Q9Y2T1', 'P25054')"
"('Q9Y572', 'P53355')"
"('Q9BZW7', 'P63261')"
"('Q99558', 'P25398')"
"('Q01094', 'P55345')"
"('Q92622', 'Q7Z6L1')"
"('P07202', 'Q99062')"
"('P52789', 'Q969H0')"
"('P16188', 'Q8N423')"
"('P00519', 'Q9UN86')"
"('O43707', 'P49023')"
"('P31947', 'Q96IF1')"
"('Q13243', 'Q8IYB3')"
"('Q9GZU7', 'P35269')"
"('P23470', 'P19022')"
"('O00459', 'Q9UJM3')"
"('P10747', 'P27986')"
"('Q9Y4R8', 'Q13315')"
"('Q9UM73', 'Q08752')"
"('406921', 'P29375')"
"('Q15834', 'Q9BT49')"
"('P12956', 'Q13426')"
"('O43617', 'Q9P2G9')"
"('Q9UHD2', 'Q13748')"
"('Q16659', 'P53350')"
"('P62312', 'P62310')"
"('P14316', 'Q9H1B7')"
"('Q92804', 'P21675')"
"('P31150', 'P62820')"
"('P19438', 'P01375')"
"('P01106', 'Q9NPB8')"
"('O00487', 'Q5VTR2')"
"('Q96HA1', 'Q8NFH5')"
"('Q8IXH7', 'Q9ULA0')"
"('P13637', 'Q9NSB8')"
"('Q8IY18', 'Q96SB8')"
"('Q9UIA9', 'Q9BUV8')"
"('Q9UBU9', 'O15504')"
"('Q5TKA1', 'Q16254')"
"('P02778', 'P51684')"
"('P60709', 'P62993')"
"('Q14185', 'Q15788')"
"('Q8WUT4', 'Q99750')"
"('Q14164', 'Q01082')"
"('Q9Y446', 'Q08554')"
"('P78395', 'P49842')"
"('Q9Y243', 'Q9H7J1')"
"('406952', 'P24385')"
"('Q9NPI1', 'O14640')"
"('O00255', 'P51610')"
"('P29400', 'P26010')"
"('Q6WCQ1', 'P52735')"
"('Q9Y5L4', 'O60220')"
"('P0C1H6', 'P0C5Y9')"
"('Q8NDV3', 'O95072')"
"('Q9BWJ5', 'O75533')"
"('P19878', 'Q15080')"
"('Q96BK5', 'Q15369')"
"('Q8WVT3', 'O43617')"
"('Q13131', 'P01303')"
"('P28066', 'P25787')"
"('Q9H0R8', 'Q05513')"
"('Q96SN7', 'Q13432')"
"('P08631', 'P48736')"
"('Q9BUB5', 'P18848')"
"('Q08170', 'Q9UQ35')"
"('P25440', 'Q15906')"
"('P46783', 'O95251')"
"('Q07960', 'Q96L33')"
"('Q86UR5', 'P20336')"
"('Q9NX14', 'Q9P0J0')"
"('P13945', 'P08754')"
"('P19012', 'Q15154')"
"('Q14201', 'Q96DU9')"
"('Q9UKV0', 'Q16777')"
"('Q8NH54', 'P38405')"
"('Q13489', 'Q9BZK7')"
"('Q6KF10', 'Q13873')"
"('Q07021', 'Q7Z6M2')"
"('P22694', 'Q16720')"
"('P18089', 'P50148')"
"('P55036', 'P25788')"
"('P15336', 'P15407')"
"('O43909', 'P12931')"
"('Q12933', 'Q05397')"
"('Q9BRQ0', 'Q16594')"
"('Q04206', 'Q969Q1')"
"('Q9NS68', 'Q13077')"
"('P52272', 'Q92973')"
"('O96017', 'O15534')"
"('Q14185', 'Q8IXI1')"
"('Q16537', 'Q7Z3S7')"
"('P62701', 'P62277')"
"('Q9NP66', 'Q96BS2')"
"('Q9UDY2', 'P56747')"
"('Q08043', 'P29274')"
"('Q96DF8', 'P35609')"
"('O94972', 'Q12933')"
"('Q13748', 'O43237')"
"('O95433', 'P54253')"
"('Q07912', 'P00533')"
"('Q71F23', 'O00264')"
"('Q92620', 'Q92917')"
"('Q9NSE2', 'P40763')"
"('P41220', 'Q8TAM1')"
"('Q15185', 'P40337')"
"('Q9GZQ8', 'P18848')"
"('Q9BZI7', 'Q8IYD1')"
"('Q8WUM4', 'Q9Y3C5')"
"('O43261', 'Q9P2H0')"
"('Q86YW0', 'Q9UQM7')"
"('O60684', 'P09467')"
"('P51692', 'Q13882')"
"('P49407', 'P46734')"
"('P62910', 'P62829')"
"('P49407', 'O14646')"
"('P27482', 'P40145')"
"('P63261', 'Q9UKX3')"
"('Q14204', 'Q96IP4')"
"('P46781', 'Q9Y4K3')"
"('Q7Z3T8', 'P36896')"
"('Q71F56', 'A0JLT2')"
"('P55001', 'P35555')"
"('Q13573', 'Q14204')"
"('Q8IZL8', 'Q92731')"
"('Q00653', 'P51398')"
"('P28340', 'P49005')"
"('P20333', 'P41182')"
"('P52756', 'Q15287')"
"('P09960', 'Q14164')"
"('Q08170', 'P51991')"
"('P60002', 'Q9NR96')"
"('Q9UHX1', 'Q16851')"
"('P27348', 'P00533')"
"('P18507', 'Q15111')"
"('Q9UK53', 'Q16576')"
"('P31314', 'P19544')"
"('Q96CV9', 'P36957')"
"('P33992', 'Q92878')"
"('Q13043', 'P02686')"
"('Q15788', 'Q9Y6Q9')"
"('Q15843', 'Q92616')"
"('Q9Y3M8', 'Q9HBH0')"
"('O43707', 'P15313')"
"('Q13976', 'P13637')"
"('Q9UHD2', 'Q9H6S1')"
"('Q5RL73', 'Q9UN74')"
"('Q14164', 'Q8N163')"
"('Q14571', 'Q8NDB2')"
"('P23443', 'P35568')"
"('Q15834', 'Q8N302')"
"('Q9NY47', 'P01876')"
"('Q9BYG5', 'Q15147')"
"('P16333', 'Q13444')"
"('P08238', 'Q00653')"
"('P20339', 'P51148')"
"('P35222', 'P51636')"
"('P12931', 'Q9NZV5')"
"('P28702', 'Q9NPJ6')"
"('Q13683', 'P26006')"
"('P06401', 'P53779')"
"('P62995', 'Q15428')"
"('O15197', 'P41182')"
"('P08572', 'Q9HCN6')"
"('Q7Z589', 'P51587')"
"('Q13427', 'P62745')"
"('P62328', 'P20073')"
"('Q06455', 'O43439')"
"('Q99750', 'Q9GZM7')"
"('Q9NWA0', 'Q9Y2X0')"
"('P62993', 'Q15027')"
"('Q8WXH5', 'O60674')"
"('Q9UQ72', 'P68104')"
"('Q99935', 'Q70SY1')"
"('P46108', 'O95886')"
"('Q13137', 'Q9BUZ4')"
"('Q96DH6', 'Q5JQF8')"
"('P27695', 'P01889')"
"('Q14966', 'Q99459')"
"('Q96B97', 'Q13077')"
"('Q9NSB4', 'Q96CS7')"
"('Q12962', 'O15265')"
"('Q14191', 'P42771')"
"('P62847', 'P22090')"
"('P68400', 'O15379')"
"('Q13315', 'O15534')"
"('Q9NPA1', 'Q13936')"
"('P49591', 'Q8IXJ6')"
"('Q9Y239', 'P55211')"
"('P46736', 'Q9NXR7')"
"('Q7Z6Z7', 'Q93008')"
"('P35236', 'P53778')"
"('Q8IZC6', 'P08648')"
"('Q9BV38', 'Q9UL18')"
"('Q9Y243', 'Q96BA8')"
"('O75896', 'O95757')"
"('Q86XR7', 'P58753')"
"('Q8IZJ0', 'P32927')"
"('P42771', 'P23508')"
"('Q13555', 'O43306')"
"('P51817', 'Q09428')"
"('Q92793', 'Q14653')"
"('Q13145', 'O75581')"
"('P63104', 'O60921')"
"('Q96JB5', 'Q7RTX8')"
"('Q99447', 'O60383')"
"('Q9BW27', 'P49790')"
"('P04629', 'P08138')"
"('P13232', 'Q9HC73')"
"('Q9Y5J5', 'Q8WUM4')"
"('Q14512', 'O15520')"
"('Q9NQ87', 'O15198')"
"('P08047', 'P28370')"
"('Q15645', 'Q9GZT8')"
"('P29692', 'Q9H1I8')"
"('Q9HBE4', 'P15260')"
"('P23511', 'Q92624')"
"('O43765', 'Q9BXJ1')"
"('Q8WVX9', 'Q9BUV8')"
"('Q15256', 'P45984')"
"('Q9NVV9', 'P0CAP2')"
"('P54727', 'Q16531')"
"('P01241', 'P42702')"
"('P62314', 'P62310')"
"('407021', 'P56817')"
"('P62258', 'Q9Y2K2')"
"('Q96E14', 'Q8IYD8')"
"('P00519', 'Q13023')"
"('Q8NEK8', 'Q9BQY4')"
"('Q9NXR8', 'Q9NPF5')"
"('Q9UL26', 'Q9UKG1')"
"('Q9H7E9', 'Q71U36')"
"('O14610', 'P48549')"
"('P40763', 'O15379')"
"('Q8IYI6', 'O14964')"
"('Q86WN2', 'Q6UXL0')"
"('P10914', 'P28062')"
"('Q92956', 'Q9UL03')"
"('P05771', 'Q8TAA9')"
"('Q8WXA9', 'Q16629')"
"('P25963', 'O15553')"
"('Q9UM00', 'Q9Y2Q3')"
"('P11142', 'P14625')"
"('P38398', 'O15360')"
"('P18146', 'Q2TAL8')"
"('P11142', 'P60709')"
"('Q99527', 'P84996')"
"('P12109', 'P07942')"
"('Q9GZQ8', 'Q9BXM7')"
"('P12004', 'P49005')"
"('P62993', 'Q07912')"
"('Q14194', 'Q9NRH1')"
"('P37231', 'P51608')"
"('Q9HAU4', 'Q9H0T7')"
"('Q9Y3M8', 'P62745')"
"('Q92541', 'P49459')"
"('P10916', 'P35580')"
"('Q9HCS7', 'P24928')"
"('Q9Y572', 'P35580')"
"('P10827', 'P35637')"
"('P00533', 'O15492')"
"('P06239', 'P20963')"
"('Q96LR2', 'Q9UL45')"
"('P01889', 'P25205')"
"('Q8N766', 'P62330')"
"('Q9Y3P9', 'P05556')"
"('Q8WVM7', 'Q14683')"
"('Q9NP95', 'P08138')"
"('Q13247', 'P61978')"
"('O75448', 'Q96HR3')"
"('Q93034', 'Q14241')"
"('P43403', 'Q8WYR1')"
"('P18077', 'P62993')"
"('Q15287', 'O43395')"
"('Q9Y2D8', 'P35609')"
"('Q14527', 'Q9H832')"
"('P04899', 'Q08828')"
"('Q15172', 'Q8IZS8')"
"('P60568', 'P24394')"
"('P14151', 'P16581')"
"('Q9UBD9', 'P42701')"
"('Q9UH73', 'Q2M1K9')"
"('Q05655', 'P11234')"
"('Q8IZJ0', 'Q9HBE5')"
"('P23771', 'Q13562')"
"('Q5T6F0', 'Q16531')"
"('Q96LC9', 'P18146')"
"('Q05516', 'Q96Q04')"
"('P46776', 'P62750')"
"('O15479', 'P58876')"
"('P62158', 'P41279')"
"('Q8TE73', 'P25025')"
"('O95047', 'P38405')"
"('Q99741', 'Q13416')"
"('Q13352', 'Q9BZI7')"
"('Q12769', 'Q8NFH4')"
"('Q9NY65', 'P68371')"
"('O76071', 'P04792')"
"('Q8NFW9', 'P16220')"
"('P51965', 'O60291')"
"('P46108', 'P54253')"
"('P29400', 'P18827')"
"('P62136', 'P60484')"
"('P16144', 'P06756')"
"('Q15257', 'P31749')"
"('P01106', 'Q14699')"
"('P14317', 'Q96HL8')"
"('Q92733', 'Q13356')"
"('Q9H492', 'P24723')"
"('Q9Y4E8', 'O00273')"
"('Q9Y4K3', 'O15355')"
"('O94806', 'Q96B18')"
"('O60684', 'Q9Y232')"
"('Q16594', 'Q8NEM7')"
"('P00519', 'Q9NUR3')"
"('Q96B02', 'P42330')"
"('Q9NTK1', 'P08727')"
"('P00505', 'P02743')"
"('P62263', 'P62857')"
"('Q9GZX5', 'Q9Y3C5')"
"('Q8IU57', 'P23458')"
"('O95696', 'Q8WYH8')"
"('Q08170', 'Q8IX12')"
"('Q15572', 'Q9GZS1')"
"('Q09472', 'P03372')"
"('Q12933', 'Q9UNE7')"
"('Q15038', 'Q9UNA4')"
"('P61586', 'Q9NQU5')"
"('Q14155', 'Q13191')"
"('P61981', 'P25025')"
"('P18206', 'P11142')"
"('Q9Y3M8', 'Q86VP1')"
"('Q96BK5', 'Q9UNL2')"
"('P54136', 'Q99558')"
"('P30968', 'Q5JWF2')"
"('Q9Y3Y4', 'Q96PV6')"
"('P21333', 'O95433')"
"('Q13535', 'Q8WVM7')"
"('P62993', 'Q9C0K7')"
"('P17275', 'O60675')"
"('P41252', 'Q9Y6K9')"
"('Q15139', 'P00533')"
"('P08107', 'P32745')"
"('P05997', 'Q13683')"
"('Q8NGB6', 'P38405')"
"('P51684', 'O60674')"
"('O75694', 'Q9UKX7')"
"('Q13233', 'P53779')"
"('Q7L5N1', 'Q13113')"
"('Q9HBM6', 'Q16514')"
"('P00519', 'Q12979')"
"('P46937', 'P18146')"
"('P40429', 'P61313')"
"('P35568', 'Q07889')"
"('P55854', 'Q8N3C0')"
"('Q05519', 'Q15365')"
"('P68400', 'O60282')"
"('P63104', 'Q9H1R3')"
"('P51816', 'P16333')"
"('Q9BVJ6', 'P08670')"
"('Q9P212', 'Q13557')"
"('P51149', 'Q15904')"
"('Q71DI3', 'P02545')"
"('Q2TBE0', 'Q07021')"
"('Q9UQP3', 'Q05397')"
"('O15198', 'P60228')"
"('P31946', 'Q9Y2U5')"
"('Q99683', 'P61981')"
"('Q5T3J3', 'Q14061')"
"('P52797', 'P29322')"
"('Q96Q15', 'Q13362')"
"('Q86UP2', 'Q9HAU0')"
"('P01106', 'P48681')"
