negatives
"('Q07890', 'P52198')"
"('P07942', 'P11047')"
"('Q99459', 'P62314')"
"('P48357', 'Q07869')"
"('P52333', 'P40763')"
"('Q96D09', 'P11229')"
"('P04844', 'P08138')"
"('P29590', 'Q13185')"
"('P53680', 'P05787')"
"('Q59EK9', 'P61225')"
"('Q9Y4K3', 'O14964')"
"('P19174', 'Q92918')"
"('P42285', 'Q99459')"
"('O75439', 'P27448')"
"('P23458', 'P42224')"
"('Q9BSH4', 'Q9UET6')"
"('P12830', 'O15143')"
"('P05067', 'Q14790')"
"('P63244', 'Q96QB1')"
"('O15264', 'O75582')"
"('P01106', 'P00973')"
"('Q96F07', 'P63104')"
"('P10275', 'P52788')"
"('Q9BXY4', 'Q15075')"
"('Q15257', 'P53355')"
"('P78357', 'P06241')"
"('P60002', 'Q9NR96')"
"('407008', 'Q12857')"
"('O15264', 'P61244')"
