negatives
"('P61964', 'P01106')"
"('Q8WVK2', 'Q13751')"
"('Q16778', 'Q9NPI1')"
"('Q9H3P7', 'Q9H3U1')"
"('Q96T21', 'Q08379')"
"('O76003', 'Q8IUC0')"
"('O60506', 'O60832')"
"('Q9NQT4', 'Q13268')"
"('Q8WYH8', 'Q9NQC1')"
"('P84103', 'P08195')"
"('Q16633', 'P14859')"
"('O75626', 'Q8IU54')"
"('P61081', 'Q9Y4K3')"
"('P24941', 'Q9BS18')"
"('Q9Y575', 'P23246')"
"('O60260', 'P25788')"
"('P08779', 'P19320')"
"('Q9HAH7', 'P19784')"
"('A0AVT1', 'O75153')"
"('Q9H0H0', 'P30153')"
"('Q8N344', 'Q6NSJ2')"
"('Q96QK1', 'P05412')"
"('Q96K21', 'O00762')"
"('Q12893', 'Q6PL24')"
"('P11142', 'Q99966')"
"('P62249', 'P60520')"
"('P19525', 'P42224')"
"('P35250', 'Q13573')"
"('P28290', 'Q5H9I0')"
"('Q9H0C1', 'Q9BRQ3')"
"('O75478', 'P68431')"
"('O00257', 'Q9P2X3')"
"('P21709', 'P52797')"
"('P61981', 'O43896')"
"('Q7L3T8', 'P54646')"
"('Q09472', 'Q9UK53')"
"('Q9P202', 'Q08379')"
"('Q6VB84', 'A8MQ03')"
"('P00519', 'O15255')"
"('Q8TD31', 'Q8N6Y0')"
"('Q9Y3C0', 'Q8TD31')"
"('Q8NEY8', 'Q9HCE1')"
"('P26583', 'Q01105')"
"('Q9ULJ6', 'Q13263')"
"('O43707', 'Q9P127')"
"('P46934', 'P11137')"
"('P01112', 'P52306')"
"('O43678', 'Q15004')"
"('Q8IUH3', 'Q9Y4W6')"
"('Q9UK41', 'Q9GZT8')"
"('Q9Y5B6', 'P05412')"
"('Q16630', 'P01889')"
"('O95427', 'Q9UBU9')"
"('P06748', 'Q9BYG5')"
"('Q13287', 'Q6ZMU5')"
"('Q9BQA9', 'Q9BS40')"
"('P52888', 'Q16576')"
"('Q99567', 'Q9UN86')"
"('P78371', 'P29692')"
"('P21741', 'P19338')"
"('Q13489', 'Q9H0F6')"
"('Q92633', 'Q8IWT6')"
"('P06748', 'Q9UH65')"
"('P62993', 'Q5SXH7')"
"('O43255', 'Q9P212')"
"('Q9BQA5', 'Q9UBB5')"
"('Q9UHA4', 'Q13421')"
"('P10451', 'Q9HBW1')"
"('Q96TC7', 'O95292')"
"('P19793', 'P11831')"
"('P0CAP2', 'O43805')"
"('O00631', 'O14983')"
"('Q86UD0', 'P18848')"
"('Q96NT3', 'Q96IV0')"
"('Q5T1H1', 'P40692')"
"('P62826', 'P52292')"
"('Q86VU5', 'Q96AQ6')"
"('Q9H0E9', 'Q9Y4A5')"
"('Q5VZL5', 'P49711')"
"('Q9P253', 'Q5JRA6')"
"('Q9Y676', 'P04637')"
"('P42704', 'P04637')"
"('Q01094', 'Q9Y6Q9')"
"('P0CJ68', 'P25090')"
"('P25098', 'Q8NGE9')"
"('P12931', 'Q9GZT9')"
"('P60410', 'P58317')"
"('Q15437', 'P49736')"
"('Q8IWL3', 'Q9NP92')"
"('Q9NRD5', 'P23975')"
"('Q8IYH5', 'O43318')"
"('O60925', 'O14974')"
"('P20794', 'P62714')"
"('O00571', 'P40337')"
"('Q9BVS5', 'Q8IZU0')"
"('Q96GK7', 'P11182')"
"('P28072', 'P60900')"
"('P29375', 'Q15022')"
"('P30291', 'Q14207')"
"('P61289', 'P49720')"
"('P56385', 'P24539')"
"('O60506', 'Q8IZY2')"
"('Q9HCE1', 'Q58WW2')"
"('P25686', 'P04626')"
"('Q99879', 'O15379')"
"('Q15691', 'O75962')"
"('P46776', 'P46781')"
"('P46940', 'O75369')"
"('Q14966', 'O95967')"
"('P22607', 'O95873')"
"('O43295', 'Q9H4E5')"
"('Q9H4G1', 'P51681')"
"('Q05639', 'O95156')"
"('Q15910', 'Q9UK61')"
"('Q9Y4D1', 'P12830')"
"('Q8WUM0', 'Q14315')"
"('Q9NVX2', 'Q9NRC8')"
"('Q9H0D6', 'P24928')"
"('Q15843', 'P36578')"
"('Q9P127', 'P78362')"
"('P62993', 'Q9UQ26')"
"('Q92522', 'P49407')"
"('P14868', 'Q6ZQN5')"
"('P42285', 'O96028')"
"('Q9HBV2', 'Q01814')"
"('Q9BUN5', 'Q8WXE1')"
"('P78368', 'P22612')"
"('P54826', 'Q13635')"
"('P78362', 'Q96N03')"
"('Q9UQ35', 'P62195')"
"('P61218', 'P35269')"
"('Q08050', 'Q12946')"
"('Q9NQ11', 'O95070')"
"('Q9UPW8', 'Q9HCE1')"
"('Q15904', 'Q16659')"
"('Q9BPY3', 'P62879')"
"('P48729', 'P20309')"
"('Q16718', 'Q9BTZ2')"
"('P17252', 'Q07869')"
"('O14775', 'O94810')"
"('P52815', 'Q16540')"
"('Q9NYF8', 'Q96FV9')"
"('P27824', 'P50991')"
"('P49639', 'Q9BQ66')"
"('Q92905', 'Q06418')"
"('P62807', 'Q8IXM2')"
"('Q9UNE2', 'P51159')"
"('Q13464', 'P0DMV8')"
"('P24928', 'Q96LC9')"
"('Q92966', 'P61289')"
"('Q13671', 'P04626')"
"('Q07352', 'P31751')"
"('Q14296', 'Q8IWX8')"
"('P18754', 'P57078')"
"('Q9BTT0', 'P21283')"
"('Q9BYE3', 'P60328')"
"('O94776', 'O75147')"
"('P04637', 'O43257')"
"('Q05655', 'P40145')"
"('Q92630', 'O95071')"
"('O96013', 'P15153')"
"('Q6ZW49', 'Q9NVH2')"
"('P21333', 'P84996')"
"('Q9BYQ3', 'Q6L8G4')"
"('Q9UK53', 'O00422')"
"('Q9H251', 'Q15599')"
"('P55036', 'P62979')"
"('P68104', 'P04792')"
"('Q7LBC6', 'Q96KM6')"
"('Q0VDF9', 'Q9Y6K9')"
"('Q9P289', 'Q6IBS0')"
"('Q9Y383', 'P61313')"
"('P35908', 'Q00987')"
"('Q9H1D9', 'P60604')"
"('Q09472', 'P04155')"
"('P45880', 'P08574')"
"('O43187', 'P10398')"
"('P05067', 'Q8IYB5')"
"('O14798', 'Q96SB4')"
"('P30419', 'Q8TES7')"
"('Q92598', 'P31689')"
"('P09651', 'Q9H0D6')"
"('P16885', 'P14373')"
"('Q6VN20', 'P62826')"
"('Q01844', 'Q15797')"
"('P14618', 'P24941')"
"('P21802', 'O94923')"
"('P11177', 'P10515')"
"('Q8TC76', 'Q7L0Q8')"
"('P06241', 'P37840')"
"('P23258', 'P49368')"
"('P16234', 'Q6WKZ4')"
"('P23246', 'P32121')"
"('Q712K3', 'Q8IZP6')"
"('Q8N2W9', 'Q14765')"
"('Q8IWZ5', 'Q6PEX3')"
"('Q15691', 'Q8IVL0')"
"('O43809', 'Q9P283')"
"('Q9H582', 'Q86WV1')"
"('Q14525', 'A8MQ03')"
"('P27361', 'P06401')"
"('P62195', 'Q15643')"
"('P36952', 'Q9NP90')"
"('P62993', 'Q9BRK4')"
"('Q14209', 'Q99741')"
"('P16298', 'Q14934')"
"('Q9BT22', 'O95817')"
"('Q96IT1', 'Q13263')"
"('Q92750', 'Q16514')"
"('Q15370', 'Q9H257')"
"('Q02763', 'Q13418')"
"('Q8N9I9', 'Q8NI38')"
"('P40692', 'Q9BV35')"
"('Q8IZJ0', 'Q14626')"
"('O00584', 'P30048')"
"('P01236', 'Q8IU57')"
"('P02751', 'P62330')"
"('Q14112', 'P24821')"
"('O00541', 'Q9H7B2')"
"('Q5TEA3', 'P36405')"
"('P35227', 'P42167')"
"('Q8N612', 'Q9UI14')"
"('Q8ND90', 'Q96IZ5')"
"('P05090', 'P04278')"
"('Q07869', 'P49427')"
"('Q8IXZ2', 'Q9NWT1')"
"('Q99832', 'Q8NHV4')"
"('P41240', 'O00233')"
"('P19320', 'P26640')"
"('Q9Y2G2', 'Q14315')"
"('P13569', 'P98161')"
"('A0AVT1', 'Q8N1F7')"
"('Q13077', 'Q96BD5')"
"('Q92622', 'Q92785')"
"('Q8IWZ8', 'O43678')"
"('O14980', 'P24928')"
"('O15511', 'Q92688')"
"('Q9ULR3', 'Q9ULJ3')"
"('O75529', 'Q15717')"
"('Q8N122', 'O43156')"
"('P08238', 'P49754')"
"('Q8N752', 'P27694')"
"('Q9UJM3', 'A5A3E0')"
"('O60610', 'Q9NSK0')"
"('P34931', 'Q9H0R8')"
"('Q9H1I8', 'P04629')"
"('O75376', 'P78310')"
"('P04629', 'P11137')"
"('O60664', 'Q96P70')"
"('Q14767', 'P55157')"
"('Q92905', 'Q9NPY3')"
"('O60315', 'Q15796')"
"('Q9UJ70', 'P04899')"
"('Q9Y3I1', 'O60260')"
"('Q9NR30', 'P27635')"
"('F7VJQ1', 'Q969D9')"
"('Q9H0W5', 'P08779')"
"('Q9Y244', 'Q9H8V3')"
"('P49642', 'Q9Y3D0')"
"('P63000', 'Q99750')"
"('Q86WA8', 'Q15717')"
"('Q99613', 'P60033')"
"('P12004', 'Q16658')"
"('P26599', 'P11021')"
"('B2RTY4', 'Q15154')"
"('Q9P2E7', 'Q92558')"
"('Q15084', 'Q9GZQ8')"
"('Q96IQ9', 'Q3LI72')"
"('P61289', 'Q9NZ71')"
"('Q99871', 'Q9NVX0')"
"('Q16637', 'Q93063')"
"('O75643', 'Q9ULM3')"
"('Q9Y4W6', 'Q9BQE3')"
"('P21709', 'P20827')"
"('P21796', 'P04049')"
"('Q96MT4', 'Q6NUJ2')"
"('P0CJ70', 'P25090')"
"('Q5VVX9', 'Q9C019')"
"('P58876', 'P78545')"
"('P32754', 'P38159')"
"('P49238', 'P49407')"
"('P62079', 'P13224')"
"('Q9NWV8', 'Q9Y2D5')"
"('Q9H2B2', 'Q96EQ0')"
"('P35556', 'Q3SYB3')"
"('P28070', 'P63208')"
"('Q2KHR3', 'Q8WUU5')"
"('Q13151', 'Q86W42')"
"('Q12888', 'P06733')"
"('O00170', 'Q07869')"
"('Q5TA81', 'Q9BYQ4')"
"('Q9NPF5', 'Q9BT92')"
"('Q92905', 'Q9H6S0')"
"('P01106', 'P23528')"
"('Q9BUZ4', 'Q8N1B4')"
"('Q15287', 'Q9Y5S9')"
"('Q9NX63', 'Q9C002')"
"('Q08830', 'P58107')"
"('Q07869', 'P09430')"
"('P84243', 'Q9Y266')"
"('Q13200', 'Q9H3D4')"
"('P52306', 'P54578')"
"('P62877', 'Q9BV68')"
"('Q6K0P9', 'Q01826')"
"('Q01664', 'O76083')"
"('Q92585', 'O14980')"
"('Q08170', 'P61981')"
"('Q93070', 'P04156')"
"('Q14974', 'P46531')"
"('Q96PU5', 'P36894')"
"('Q9BXF6', 'P61106')"
"('O96019', 'Q92526')"
"('Q13619', 'P14625')"
"('P61586', 'P52306')"
"('P09104', 'Q99714')"
"('Q9H8Y1', 'Q9H9S0')"
"('Q99683', 'Q16637')"
"('P11233', 'P0DP24')"
"('P19320', 'P31151')"
"('Q9HBG6', 'Q9Y266')"
"('P31749', 'P19174')"
"('B2RC85', 'Q15751')"
"('P05067', 'P53779')"
"('Q92574', 'Q00994')"
"('Q2QGD7', 'Q13133')"
"('Q14683', 'P40692')"
"('O95997', 'P52948')"
"('Q9H0S4', 'P01106')"
"('Q9Y2H1', 'P12755')"
"('Q01892', 'P68400')"
"('O43597', 'Q96KS0')"
"('Q92973', 'P67775')"
"('O94927', 'P51148')"
"('Q12913', 'Q9BXL5')"
"('O00206', 'P34932')"
"('Q96DZ9', 'P49638')"
"('P48775', 'Q70IA8')"
"('Q68CZ1', 'Q2KHM9')"
"('P29401', 'Q14019')"
"('Q8IYB3', 'Q08170')"
"('P12004', 'Q15233')"
"('Q99523', 'Q8NCE0')"
"('O43291', 'Q53EQ6')"
"('P01567', 'P00533')"
"('P15976', 'P06400')"
"('Q9UHD2', 'P23246')"
"('Q9ULM2', 'Q9UGI0')"
"('O75832', 'O60496')"
"('P04150', 'Q9Y2J2')"
"('P09874', 'P31943')"
"('P28065', 'P28074')"
"('Q8TCB6', 'O60262')"
"('P05090', 'P02647')"
"('P16333', 'P23975')"
"('O15259', 'Q9H6U6')"
"('Q6UVK1', 'Q6VMQ6')"
"('Q9NY93', 'P62750')"
"('Q14141', 'Q92599')"
"('P25098', 'P26196')"
"('Q7L2E3', 'Q5U5Q3')"
"('O95155', 'Q96QK1')"
"('O00522', 'P61086')"
"('P20719', 'Q92997')"
"('P08579', 'Q96T76')"
"('Q14192', 'P30305')"
"('Q71DI3', 'Q9NPI1')"
"('P08648', 'Q02763')"
"('Q15650', 'Q9NPJ6')"
"('Q8N1W1', 'Q13501')"
"('O94782', 'Q9NW38')"
"('Q15796', 'Q9HAU4')"
"('Q99502', 'Q9NPC8')"
"('Q9UHD8', 'Q9Y6K9')"
"('Q12906', 'P62753')"
"('P12980', 'O95997')"
"('Q12772', 'Q9Y6R1')"
"('P55209', 'Q9H1Y0')"
"('Q04206', 'Q14690')"
"('P20671', 'O95931')"
"('Q13233', 'Q9Y6I3')"
"('P36941', 'Q9C037')"
"('P22612', 'Q15612')"
"('P60896', 'Q99613')"
"('Q9C009', 'O00411')"
"('Q8NA56', 'Q9BZK7')"
"('Q9HCG8', 'O95198')"
"('P06493', 'P23396')"
"('P46934', 'Q00613')"
"('Q93034', 'P60709')"
"('Q14119', 'Q16082')"
"('Q96IV0', 'Q96NT3')"
"('P05787', 'Q14525')"
"('Q7Z3S9', 'P43220')"
"('Q14694', 'O95863')"
"('Q96GM8', 'Q6VAB6')"
"('Q13797', 'Q9UKX5')"
"('Q9UMY1', 'O95273')"
"('Q13315', 'O60293')"
"('P63261', 'P11441')"
"('O14641', 'Q13501')"
"('Q8NFP9', 'Q7Z3Z2')"
"('Q6PKG0', 'Q14141')"
"('Q13895', 'Q08379')"
"('P04629', 'O00505')"
"('Q9Y4K3', 'O00238')"
"('Q9UBU9', 'Q13905')"
"('P98164', 'P01308')"
"('Q92499', 'Q8IYT4')"
"('O43353', 'Q9Y4C1')"
"('Q13233', 'P05412')"
"('P07900', 'P98095')"
"('P30519', 'P05067')"
"('Q86YD7', 'Q9H0I2')"
"('Q5TD97', 'Q9BWG6')"
"('O95684', 'O94986')"
"('Q86US8', 'Q00005')"
"('Q9UBU9', 'Q6A162')"
"('O14879', 'P62318')"
"('P19174', 'P31994')"
"('Q13242', 'Q9H492')"
"('Q96A08', 'Q96KK5')"
"('Q5BKU9', 'Q86YH6')"
"('O75934', 'P10646')"
"('Q96R06', 'Q9NX04')"
"('Q9UQE7', 'Q14566')"
"('P04629', 'P27986')"
"('Q9GZN7', 'P50993')"
"('Q8IVT5', 'O75908')"
"('Q96AC1', 'P04406')"
"('P60520', 'P53992')"
"('P30457', 'P51571')"
"('Q13177', 'P22061')"
"('Q8TEP8', 'Q9HCE1')"
"('P23396', 'P12755')"
"('Q13315', 'Q9NY61')"
"('Q9HD26', 'Q9BYD6')"
"('P02768', 'Q15714')"
"('Q7L775', 'Q8N137')"
"('O00192', 'Q8TBB1')"
"('Q53GQ0', 'Q96G23')"
"('Q7Z4Q2', 'O60939')"
"('Q96QF0', 'Q9P0V3')"
"('P48436', 'Q7RTU7')"
"('O95297', 'Q13643')"
"('Q96ER9', 'Q5T749')"
"('Q9BV73', 'Q5SSJ5')"
"('P62805', 'P19320')"
"('P17707', 'Q9Y240')"
"('P61289', 'Q9BXP5')"
"('P78362', 'Q9NYF8')"
"('Q92544', 'Q8WU90')"
"('Q9NYF5', 'P61981')"
"('O14556', 'P31639')"
"('Q6UW60', 'P01344')"
"('Q52LW3', 'P17081')"
"('P13500', 'P39060')"
"('Q92993', 'Q07912')"
"('P33993', 'P17844')"
"('Q9UNX3', 'Q8NFH3')"
"('O00629', 'O95402')"
"('O95391', 'Q13155')"
"('Q8WWN9', 'Q99418')"
"('O00221', 'O43172')"
"('P05026', 'O75157')"
"('Q15008', 'P35558')"
"('Q1XH10', 'Q15022')"
"('Q9UHD8', 'Q9UQ35')"
"('Q9UNE7', 'O95155')"
"('Q14197', 'Q13162')"
"('P22061', 'Q01860')"
"('Q00839', 'Q9BX10')"
"('Q15717', 'Q9NS64')"
"('O75164', 'Q96S55')"
"('Q13451', 'P34932')"
"('P12270', 'P02751')"
"('Q9UKB1', 'Q53EL6')"
"('Q96IF1', 'O95863')"
"('P68363', 'Q15796')"
"('P62241', 'Q07021')"
"('Q9H324', 'Q16637')"
"('O15438', 'P55072')"
"('O60260', 'P55036')"
"('P01106', 'Q13315')"
"('Q86WJ1', 'O43493')"
"('P35222', 'P50616')"
"('P52907', 'Q68EM7')"
"('Q9Y3B7', 'Q12906')"
"('Q01860', 'Q14573')"
"('P19484', 'O14948')"
"('P12830', 'Q15907')"
"('Q92731', 'Q02218')"
"('Q9NXB0', 'Q6ZTW0')"
"('O75934', 'Q9NUX5')"
"('P61006', 'P02786')"
"('Q9P0T4', 'O14641')"
"('P0DJI9', 'Q15562')"
"('P27361', 'Q9H467')"
"('Q9NP92', 'Q9BQ52')"
"('O00488', 'P09960')"
"('O75439', 'P05412')"
"('P08962', 'P60033')"
"('P22061', 'Q9NR45')"
"('Q96RT1', 'P08311')"
"('Q96BA8', 'Q8N2M4')"
"('Q9UHV9', 'Q8NHV4')"
"('O75800', 'P60369')"
"('P33992', 'Q9UNS1')"
"('P49366', 'Q15024')"
"('P05067', 'Q07955')"
"('P26715', 'Q13021')"
"('O00165', 'O43572')"
"('Q8N5I2', 'Q96J02')"
"('Q6UXN9', 'Q6DRA6')"
"('O75031', 'Q8TF76')"
"('Q9NZD8', 'Q8TDB6')"
"('P00533', 'Q9BW27')"
"('Q9NXR1', 'Q9HCE1')"
"('Q8TCT1', 'Q92945')"
"('Q14674', 'Q9NXC2')"
"('Q9Y297', 'Q5MJ09')"
"('P61978', 'P78362')"
"('Q9NTZ6', 'P04798')"
"('P62979', 'Q9UJM3')"
"('Q9Y2I1', 'P35568')"
"('P05067', 'Q9H9Q2')"
"('P32242', 'Q5T4B2')"
"('Q8WZA2', 'O95153')"
"('Q8IWL3', 'Q9UM00')"
"('Q9H2C0', 'Q99873')"
"('Q96HE9', 'P62841')"
"('Q9NR56', 'P13612')"
"('P45880', 'P19320')"
"('P16104', 'P26447')"
"('P51681', 'P42568')"
"('Q9BZI7', 'O75691')"
"('Q701N4', 'Q8N5G2')"
"('Q9UHB7', 'Q8IZU1')"
"('O43290', 'P62314')"
"('Q92558', 'Q9BPX5')"
"('Q01658', 'Q9ULM3')"
"('Q9UL45', 'Q96HA8')"
"('O94855', 'P16403')"
"('O00159', 'O75365')"
"('Q13085', 'P22681')"
"('Q13310', 'P32121')"
"('P0C7T5', 'O43251')"
"('Q99731', 'P32302')"
"('Q15014', 'Q96HT8')"
"('P17540', 'Q5T3J3')"
"('P08238', 'Q9H4L4')"
"('P33992', 'Q8WYH8')"
"('Q96DC9', 'Q9HBL8')"
"('P62888', 'Q8N6M9')"
"('Q9GZN7', 'Q13748')"
"('O60749', 'Q8IYD1')"
"('Q9NPI6', 'Q92900')"
"('Q7Z7F7', 'Q9UHD1')"
"('Q01780', 'Q99558')"
"('Q05655', 'Q14247')"
"('P68400', 'Q06787')"
"('Q969H0', 'Q8IXK2')"
"('P08571', 'Q96BD5')"
"('Q96S94', 'Q15287')"
"('Q9NXW2', 'P38646')"
"('Q93008', 'Q7Z6Z7')"
"('Q6PL18', 'O15020')"
"('Q8IWZ3', 'Q9NRC8')"
"('P62993', 'P13797')"
"('Q9H4L7', 'Q13263')"
"('P10586', 'P53355')"
"('P01106', 'O00154')"
"('O14920', 'P98177')"
"('P13994', 'Q96PN8')"
"('P23528', 'Q8N3V7')"
"('Q86SX6', 'Q9BTZ2')"
"('Q9Y2T3', 'Q92796')"
"('Q9Y296', 'Q9Y5R8')"
"('Q96EV8', 'Q8TDM0')"
"('Q86YD7', 'Q12933')"
"('Q9UKB1', 'P55316')"
"('P06748', 'Q8WTT2')"
"('Q9UKX3', 'P27348')"
"('P41212', 'P63208')"
"('Q9BTD8', 'P19338')"
"('Q9UBH0', 'P12757')"
"('Q96S06', 'Q16635')"
"('Q9BYD3', 'Q6VN20')"
"('P78368', 'P60409')"
"('Q96NL6', 'P29353')"
"('Q9H6N6', 'Q9NZC7')"
"('Q16181', 'Q6P3W7')"
"('Q2TB10', 'Q15717')"
"('P01106', 'Q8IY37')"
"('Q9NRR4', 'Q86X55')"
"('Q9Y478', 'P35580')"
"('Q8IX03', 'Q8N878')"
"('Q00994', 'O15304')"
"('P0C7H8', 'Q9NUL5')"
"('P14373', 'P16885')"
"('Q8ND90', 'Q8N5R6')"
"('Q8WXE1', 'Q9UNS1')"
"('P61201', 'Q5TAQ9')"
"('Q04206', 'P10415')"
"('P55210', 'O43521')"
"('O15056', 'P55157')"
"('P54277', 'P51587')"
"('Q00839', 'Q5SSJ5')"
"('P62241', 'P62917')"
"('Q9UDY8', 'Q9BXL7')"
"('Q9BU64', 'O43414')"
"('Q9UHK0', 'Q9C040')"
"('P39019', 'Q9NRC8')"
"('P31749', 'Q96J92')"
"('Q9HC29', 'Q9BZR9')"
"('P53602', 'P32456')"
"('Q9GZL7', 'Q99848')"
"('Q9H2H9', 'Q9Y4W6')"
"('Q8NC69', 'Q13618')"
"('Q99417', 'Q08945')"
"('P13645', 'P46108')"
"('O95292', 'P67809')"
"('Q02548', 'Q17RB8')"
"('P62263', 'Q9NX58')"
"('P82979', 'Q6I9Y2')"
"('P68431', 'P13612')"
"('Q14004', 'Q13451')"
"('Q9NRC8', 'A6NHR9')"
"('P12074', 'Q9C002')"
"('Q9H816', 'Q5T0N5')"
"('Q06124', 'P42702')"
"('Q96K21', 'P31947')"
"('Q63HM1', 'O94768')"
"('Q9H7E9', 'Q5JUW0')"
"('P46108', 'Q15303')"
"('O15111', 'P19838')"
"('Q14738', 'P62955')"
"('O75385', 'Q8TEV9')"
"('P23396', 'Q12906')"
"('P12074', 'P14854')"
"('P28062', 'Q8TAA3')"
"('Q13257', 'Q9P2N7')"
"('O15164', 'Q12951')"
"('P07196', 'O60260')"
"('Q9UK73', 'Q08AD1')"
"('Q8NHQ1', 'P52737')"
"('Q96RQ3', 'Q8WYQ3')"
"('O60749', 'P19087')"
"('Q5VZM2', 'P31946')"
"('Q8WU67', 'Q9H2R5')"
"('Q9Y2W1', 'P78362')"
"('P35749', 'Q9BPX5')"
"('Q9UQL6', 'P12956')"
"('O00422', 'P06702')"
"('Q9BT43', 'P25800')"
"('P52952', 'Q86Z02')"
"('P30044', 'Q14197')"
"('Q9UMR2', 'Q9Y6R7')"
"('Q8IYB3', 'Q9H9Z2')"
"('P15336', 'P78371')"
"('P15927', 'P54132')"
"('P04637', 'P15559')"
"('Q7Z3S9', 'Q92911')"
"('P00558', 'Q15118')"
"('P63279', 'Q9UBC3')"
"('O95166', 'P22087')"
"('Q00987', 'P63165')"
"('Q9Y2I6', 'Q96M89')"
"('P05412', 'O15371')"
"('Q96GX1', 'Q03519')"
"('Q15084', 'P60520')"
"('P53420', 'Q05397')"
"('Q13616', 'Q562R1')"
"('Q96PV6', 'P35226')"
"('P11142', 'Q9UBB4')"
"('Q96SQ5', 'Q9UN79')"
"('Q9Y2W1', 'P58012')"
"('Q07812', 'Q06830')"
"('P09661', 'P62314')"
"('P09234', 'P09914')"
"('P14678', 'Q9UPE1')"
"('P08238', 'Q9Y572')"
"('Q9H4A3', 'P35579')"
"('Q9NVX2', 'P31942')"
"('P25440', 'P67870')"
"('O75400', 'P52272')"
"('Q9P2P5', 'Q99496')"
"('Q8WU79', 'Q5SW79')"
"('Q8NF91', 'Q9UKV8')"
"('O60739', 'P30046')"
"('Q9P2K5', 'Q13277')"
"('Q14807', 'P20674')"
"('Q9UQL6', 'P11940')"
"('P53618', 'O94830')"
"('P52799', 'P29320')"
"('B7ZAP0', 'Q9UBU9')"
"('O95363', 'Q7Z3S9')"
"('P25705', 'Q92905')"
"('Q9H2G9', 'Q8NA54')"
"('Q03405', 'Q70JA7')"
"('Q9NZJ5', 'Q15022')"
"('P42858', 'P09543')"
"('P12270', 'Q9Y6Q9')"
"('Q86VP6', 'Q9ULW3')"
"('P15090', 'Q92882')"
"('Q9Y6I3', 'P04629')"
"('Q9Y580', 'O43719')"
"('Q13620', 'Q9NS87')"
"('Q12873', 'P27635')"
"('Q9BRA2', 'P23528')"
"('P51858', 'Q9UNQ2')"
"('P61020', 'P61224')"
"('P29692', 'P05067')"
"('Q8WXC6', 'Q13616')"
"('O43677', 'P03923')"
"('Q93009', 'Q9BYV2')"
"('Q5S007', 'Q96PT4')"
"('P46781', 'P62701')"
