negatives
"('Q93008', 'P00533')"
"('P28702', 'Q92830')"
"('Q6IC98', 'Q9H8W4')"
"('Q9BYR5', 'Q9Y5Q3')"
"('O75197', 'Q9ULV1')"
"('Q86Y56', 'Q99689')"
"('P03905', 'O43674')"
"('Q9GZQ8', 'P41743')"
"('Q96PV6', 'Q8NB12')"
"('Q9NZW5', 'Q99608')"
"('P49736', 'P0DP24')"
"('P61006', 'O14641')"
"('Q96HA8', 'Q53H80')"
"('P30260', 'P51784')"
"('O75360', 'Q99819')"
"('Q9P0L0', 'Q14254')"
"('Q92572', 'O43567')"
"('Q14145', 'O15111')"
"('Q9NR30', 'Q96SB4')"
"('Q9BQE3', 'O95758')"
"('P32121', 'Q13885')"
"('Q58EX7', 'Q96EH3')"
"('P35637', 'O95467')"
"('Q9BY42', 'O15165')"
"('P61981', 'Q96B36')"
"('O95503', 'Q71DI3')"
"('Q68E01', 'Q12952')"
"('Q96N21', 'Q6PI77')"
"('O00400', 'P05412')"
"('Q5VTD9', 'P25788')"
"('P67775', 'P62714')"
"('P51608', 'Q9NPD3')"
"('O00214', 'Q8TCT8')"
"('Q15149', 'Q9H0R8')"
"('Q9BUL8', 'Q9BS26')"
"('O14980', 'Q9H0S4')"
"('Q96L33', 'O75914')"
"('O95711', 'P05067')"
"('P16871', 'P18206')"
"('P31689', 'Q6IQ23')"
"('Q96HR3', 'Q9H668')"
"('Q9H221', 'P20700')"
"('Q96PZ0', 'Q08J23')"
"('P31431', 'Q96EQ0')"
"('P78369', 'O95832')"
"('P52294', 'Q08881')"
"('Q99081', 'Q8IYR0')"
"('P54819', 'Q9Y4W6')"
"('Q7Z417', 'Q9BYQ6')"
"('P00395', 'Q9Y2R0')"
"('O75665', 'P53350')"
"('Q16576', 'P04637')"
"('P78527', 'Q03112')"
"('Q8WW34', 'Q8NI60')"
"('P13804', 'P63172')"
"('Q9UJU2', 'Q9UHQ1')"
"('Q96KQ7', 'O75362')"
"('P49674', 'Q13085')"
"('Q6PD62', 'O75150')"
"('P63261', 'Q9UHB6')"
"('P62906', 'Q5QNW6')"
"('P61218', 'Q9Y3M8')"
"('P11802', 'O76096')"
"('P21281', 'P61964')"
"('Q9H492', 'P12004')"
"('Q9UBS5', 'O60262')"
"('Q96CV9', 'Q96NC0')"
"('P55854', 'O75928')"
"('Q15700', 'Q01814')"
"('P04629', 'Q9H583')"
"('P52739', 'Q92686')"
"('Q9NZ01', 'P45880')"
"('P18031', 'P62993')"
"('Q92608', 'A8MQ03')"
"('P28482', 'Q15173')"
"('Q9P2N5', 'Q9NPJ6')"
"('Q8WYA0', 'Q9NPJ6')"
"('Q96D53', 'Q5JRX3')"
"('Q9BYR9', 'P49910')"
"('Q8WWA0', 'O75792')"
"('Q9UBS0', 'Q15365')"
"('P02747', 'P0C0L4')"
"('Q9HCE7', 'Q13950')"
"('Q05513', 'Q6P1M3')"
"('Q70Z53', 'P29692')"
"('O15230', 'P50895')"
"('Q5HYA8', 'Q9P0I2')"
"('Q96LD8', 'Q9Y4E8')"
"('Q93034', 'Q8WXH6')"
"('Q5U5Q3', 'Q1KMD3')"
"('Q9UKR5', 'O95167')"
"('P12429', 'P09525')"
"('Q9BZM1', 'P62753')"
"('P08238', 'Q8N165')"
"('Q9UEF7', 'P50993')"
"('P29353', 'P05783')"
"('Q9P2B4', 'Q5JU00')"
"('Q9UK41', 'Q8N5I2')"
"('P0C7A2', 'A2RUC4')"
"('P46940', 'P15056')"
"('P68543', 'P62136')"
"('P62241', 'Q8NEJ9')"
"('Q9P2H0', 'Q9Y2M5')"
"('P03905', 'O75380')"
"('Q96K83', 'Q99698')"
"('Q96LY2', 'O00231')"
"('O14936', 'Q9C0A0')"
"('Q13326', 'Q16585')"
"('Q9H3M9', 'Q96RU2')"
"('P42694', 'Q86SE9')"
"('P11387', 'P13010')"
"('Q9BQE3', 'P04406')"
"('Q9NWH9', 'P35226')"
"('P56385', 'P24539')"
"('Q96CF2', 'Q8WUX9')"
"('P06748', 'P62263')"
"('Q99988', 'Q9UBE0')"
"('O14910', 'P78352')"
"('Q3SY69', 'Q9HCK8')"
"('P57078', 'Q96JG9')"
"('Q8N122', 'Q9BSB4')"
"('P53708', 'Q13683')"
"('P52701', 'Q06609')"
"('P38159', 'Q9Y5S9')"
"('P62877', 'O94889')"
"('Q6PI98', 'Q9H981')"
"('Q9HBU9', 'Q9BXP2')"
"('Q16665', 'Q96ST3')"
"('P04049', 'Q15131')"
"('Q15717', 'Q9Y2X9')"
"('Q92793', 'Q7LBC6')"
"('Q15047', 'Q5UIP0')"
"('Q9NZZ3', 'Q7LBR1')"
"('P33992', 'Q7L7L0')"
"('P31150', 'P04183')"
"('P50552', 'P02549')"
"('Q68CZ1', 'O75694')"
"('O15211', 'P60410')"
"('A4D0S4', 'Q9UKX5')"
"('P43364', 'O43521')"
"('Q8IY92', 'Q9BYD2')"
"('Q14160', 'Q9ULI0')"
"('P63208', 'P02511')"
"('P32121', 'P50914')"
"('O75955', 'P19320')"
"('Q9H5K3', 'A0PK00')"
"('P40222', 'O95995')"
"('Q96GM5', 'O00308')"
"('Q96C36', 'Q8IX90')"
"('Q2V2M9', 'O95714')"
"('P14621', 'P49716')"
"('P51116', 'Q14157')"
"('Q96A37', 'P36941')"
"('Q8NF50', 'Q9H4E5')"
"('Q96QB1', 'P17081')"
"('Q9C019', 'Q05397')"
"('Q96HC4', 'Q02750')"
"('Q08J23', 'P19838')"
"('P42345', 'Q6YHU6')"
"('P18583', 'O43175')"
"('Q9H2X6', 'P09874')"
"('P50991', 'Q16526')"
"('P63104', 'P28066')"
"('O15516', 'P0C1Z6')"
"('Q92813', 'P55072')"
"('P12814', 'P23229')"
"('P05090', 'P05412')"
"('O75643', 'Q9BXB1')"
"('Q99538', 'Q6R6M4')"
"('O75083', 'Q9C0C7')"
"('Q8N448', 'Q14919')"
"('O95373', 'Q99471')"
"('O15162', 'P03973')"
"('Q96C92', 'Q9BXS5')"
"('P18146', 'Q15025')"
"('P08238', 'P22695')"
"('P49750', 'Q96EA4')"
"('P17252', 'O95622')"
"('Q9Y4W6', 'Q96RS0')"
"('Q09161', 'Q14204')"
"('Q9UQK1', 'Q16821')"
"('P15880', 'Q96GA3')"
"('P61981', 'Q96F86')"
"('P35606', 'O14579')"
"('P33316', 'P09972')"
"('P35030', 'P01876')"
"('Q92503', 'Q9Y664')"
"('Q15717', 'P63208')"
"('Q9HAV0', 'Q13131')"
"('Q96B97', 'Q15628')"
"('P07711', 'Q07817')"
"('Q6IPM2', 'Q96R06')"
"('P17612', 'Q9NPA1')"
"('Q8IW00', 'P60328')"
"('Q96T76', 'O94905')"
"('O75462', 'P34897')"
"('Q9H5Q4', 'O00411')"
"('P17612', 'Q8NH74')"
"('Q96S99', 'O95810')"
"('Q9BXK5', 'B2RUZ4')"
"('Q9Y5M8', 'Q9Y2U8')"
"('Q6ZW49', 'Q8NCM8')"
"('P54253', 'Q9Y618')"
"('Q03164', 'P31273')"
"('P46783', 'Q9NPD3')"
"('P04629', 'Q9BT78')"
"('Q9HCE1', 'P54198')"
"('O75525', 'Q8IXW5')"
"('Q96KS0', 'Q15654')"
"('Q9NPA5', 'Q96KB5')"
"('P63173', 'P18621')"
"('P69905', 'P55209')"
"('Q15389', 'P06756')"
"('P20936', 'Q8TAM1')"
"('Q8N0S2', 'Q15973')"
"('Q96ST3', 'Q05195')"
"('P09651', 'Q96GD4')"
"('Q99496', 'O75643')"
"('Q8IWZ8', 'Q9H9S0')"
"('P20700', 'O00442')"
"('Q9BUB5', 'P23246')"
"('Q5TC82', 'P08670')"
"('Q9UL18', 'P05023')"
"('Q9H9P8', 'O75208')"
"('Q6ZW49', 'P54709')"
"('P01023', 'Q9Y2H9')"
"('Q8IXQ9', 'Q14157')"
"('Q14498', 'Q04206')"
"('A1L4K1', 'Q9H0E9')"
"('Q99848', 'P06748')"
"('P25705', 'Q14999')"
"('P41586', 'Q9UBI6')"
"('Q16659', 'Q5VYK3')"
"('Q9Y297', 'Q9UMX1')"
"('Q9BRA2', 'Q96T51')"
"('Q9UL18', 'O76021')"
"('Q96A35', 'Q9BYD1')"
"('Q969L2', 'Q96E29')"
"('Q16659', 'P58401')"
"('O95751', 'Q96CS2')"
"('P11362', 'P01116')"
"('O14980', 'Q2NKX8')"
"('Q9UBS0', 'Q86X55')"
"('Q13287', 'A2RTX5')"
"('Q71RC2', 'O14503')"
"('Q9NZT1', 'Q8IU85')"
"('Q02548', 'Q9UBE0')"
"('Q66K64', 'P27540')"
"('Q9H307', 'Q96SB4')"
"('Q9BTT0', 'Q15906')"
"('P61962', 'Q86W92')"
"('Q15788', 'P84022')"
"('Q9Y2X3', 'P62753')"
"('Q14126', 'P14923')"
"('Q969M7', 'Q969K3')"
"('O95166', 'P07910')"
"('P82930', 'Q02878')"
"('Q9NPJ6', 'Q14696')"
"('Q96HA8', 'Q9NSC5')"
"('P14780', 'P13611')"
"('P16615', 'P08195')"
"('Q06187', 'P13647')"
"('O14595', 'Q16720')"
"('P07996', 'P05106')"
"('O00567', 'Q99879')"
"('Q6UWY0', 'Q15262')"
"('O75901', 'Q86YD1')"
"('O94929', 'Q8N5R6')"
"('Q9NY30', 'Q5JQF8')"
"('O95777', 'O94776')"
"('P68104', 'P31947')"
"('O14980', 'Q15654')"
"('P20226', 'P08243')"
"('Q13263', 'P17676')"
"('P36894', 'Q13705')"
"('Q9UJU2', 'O14627')"
"('P07900', 'P61024')"
"('Q9Y2D5', 'Q9NR12')"
"('Q92698', 'Q9H2K2')"
"('P46108', 'Q9Y5H7')"
"('Q6P1N9', 'O94903')"
"('Q7Z419', 'Q07812')"
"('P07237', 'Q9NRD1')"
"('Q96QV1', 'Q9Y478')"
"('A8K0Z3', 'Q14457')"
"('O00217', 'P40692')"
"('O75461', 'Q01094')"
"('Q12972', 'O15169')"
"('O00764', 'P15311')"
"('Q06830', 'Q9UBP6')"
"('Q6P1J9', 'P23769')"
"('P49798', 'P53618')"
"('P62241', 'P63173')"
"('Q9UJX2', 'P22087')"
"('P01570', 'Q14626')"
"('P14784', 'P63244')"
"('P62068', 'Q96B01')"
"('Q6P1J9', 'P06576')"
"('P38646', 'P26368')"
"('P40933', 'Q9HBE5')"
"('Q9BYC5', 'Q9P2W9')"
"('P05412', 'Q8IY37')"
"('Q08211', 'Q32MZ4')"
"('Q09472', 'Q99743')"
"('Q6NUN9', 'P49792')"
"('P55085', 'Q9HCE1')"
"('O60264', 'Q9H4L7')"
"('O75147', 'Q9NWH9')"
"('Q86X19', 'Q8IV08')"
"('O60292', 'P78362')"
"('P61289', 'O00233')"
"('Q9UHM6', 'Q9BT67')"
"('Q9BS18', 'Q9UBU9')"
"('Q9BW60', 'O75832')"
"('Q9HAV0', 'Q9Y572')"
"('P36897', 'Q8TD19')"
"('P07951', 'A6ND91')"
"('P48380', 'Q92949')"
"('Q53EZ4', 'Q14596')"
"('Q15906', 'Q9HAF1')"
"('Q13469', 'Q96GM5')"
"('Q01831', 'Q92889')"
"('P62888', 'P05067')"
"('P25398', 'Q504Q3')"
"('P49760', 'Q9BX10')"
"('P05496', 'O14788')"
"('O75616', 'Q13469')"
"('P01106', 'Q9UKA4')"
"('P45983', 'P22736')"
"('P02647', 'P29965')"
"('Q15051', 'Q5T749')"
"('Q06547', 'Q13309')"
"('Q92734', 'Q6ZVZ8')"
"('Q14683', 'Q99459')"
"('P41968', 'P01189')"
"('P25963', 'Q71UM5')"
"('Q5T653', 'Q9NX20')"
"('Q9NWB7', 'Q92851')"
"('P12931', 'P27635')"
"('P51665', 'O60506')"
"('Q92890', 'P42336')"
"('P35443', 'P16144')"
"('Q9Y279', 'Q9NP72')"
"('O00308', 'Q9UHW5')"
"('Q13077', 'Q96IX9')"
"('Q14166', 'Q70CQ2')"
"('Q15051', 'Q7RTS7')"
"('P0C0S8', 'O15379')"
"('Q13362', 'Q9UH65')"
"('P04629', 'P14618')"
"('P0DI81', 'Q8IUR0')"
"('P43487', 'Q01844')"
"('P13929', 'P61604')"
"('P10826', 'Q15796')"
"('O75469', 'Q99873')"
"('P57078', 'Q5JRA6')"
"('O75177', 'Q15797')"
"('O43316', 'O14965')"
"('P56134', 'Q8IUH3')"
"('P43243', 'P09012')"
"('P63104', 'P15336')"
"('Q9P0L0', 'P10644')"
"('P31321', 'P10644')"
"('Q9HB75', 'O95967')"
"('P48643', 'Q504Q3')"
"('Q92764', 'Q7Z794')"
"('P21860', 'P43307')"
"('P63172', 'Q9Y6G9')"
"('P25800', 'O95995')"
"('Q9HC52', 'O60814')"
"('P68104', 'P32121')"
"('O95777', 'Q86YB7')"
"('P47872', 'O96015')"
"('A8MQ03', 'Q8N6F7')"
"('P0DP23', 'Q15831')"
"('Q96JG6', 'O95619')"
"('P22223', 'O60716')"
"('Q9NP98', 'Q9NYA3')"
"('P52799', 'P54762')"
"('P08238', 'O94921')"
"('P38919', 'P35579')"
"('O43815', 'Q5VSL9')"
"('Q14966', 'Q9UK80')"
"('Q12805', 'P34897')"
"('Q9P2B4', 'Q5VSL9')"
"('P0C7H8', 'Q96SQ5')"
"('P62753', 'Q09161')"
"('P10914', 'Q14919')"
"('Q6ICL3', 'Q06830')"
"('P11474', 'P03372')"
"('Q16774', 'Q9UBU9')"
"('Q8IZ21', 'O60216')"
"('P54709', 'P10321')"
"('P06280', 'P07384')"
"('P0DPB6', 'Q9NW08')"
"('Q99966', 'P15336')"
"('Q8IZH2', 'Q16666')"
"('Q5JTV8', 'Q9NS85')"
"('Q16643', 'P60953')"
"('P15927', 'Q15459')"
"('P30519', 'Q8WVK7')"
"('O75791', 'Q07890')"
"('Q9H334', 'P11686')"
"('Q15349', 'P05412')"
"('Q12772', 'Q01082')"
"('O60341', 'Q9UNZ5')"
"('Q9BYR7', 'Q8NEG0')"
"('P0DP23', 'P08865')"
"('Q9H930', 'P05067')"
"('Q9BQE3', 'P17302')"
"('Q9BXB1', 'Q13428')"
"('Q5JVS0', 'O60506')"
"('Q9NX04', 'P57078')"
"('Q8TBX8', 'P68400')"
"('O94973', 'Q15554')"
"('Q8WW01', 'Q9NPD3')"
"('O76070', 'P26038')"
"('P05067', 'O43602')"
"('Q9NPJ6', 'Q969H0')"
"('Q01844', 'Q8N684')"
"('P61981', 'Q13049')"
"('Q8IWX8', 'O43290')"
"('Q13257', 'Q9P2L0')"
"('Q92542', 'Q9UM47')"
"('Q9UKV8', 'Q15393')"
"('P05783', 'Q99459')"
"('Q8NA72', 'P61221')"
"('P25791', 'P30304')"
"('Q15365', 'P14174')"
"('Q00536', 'Q9Y597')"
"('Q9NYK5', 'Q13084')"
"('Q14738', 'Q8WZ79')"
"('Q9Y570', 'P07339')"
"('Q96NW4', 'P80370')"
"('Q9Y258', 'P25025')"
"('Q14999', 'P28482')"
"('O14744', 'Q9NY12')"
"('Q9Y5Q9', 'Q09472')"
"('P08238', 'Q96M94')"
"('P30050', 'P62910')"
"('P04843', 'P05412')"
"('Q8IYE0', 'Q9NPJ6')"
"('Q9UIF9', 'Q9H0H5')"
"('P42858', 'Q93008')"
"('Q8NFZ4', 'P58401')"
"('P67809', 'O15234')"
"('P05771', 'Q5T7P8')"
"('O75147', 'Q16778')"
"('P15336', 'P23284')"
"('Q6PJT7', 'Q96FV9')"
"('O75533', 'Q15020')"
"('Q8NHA4', 'O60262')"
"('P26368', 'P23528')"
"('P08684', 'Q13895')"
"('Q15836', 'Q12846')"
"('Q13064', 'Q9BSW2')"
"('P62891', 'P32969')"
"('Q01968', 'P08238')"
"('P34947', 'P49682')"
"('A8MQ03', 'Q7L5A3')"
"('Q66GS9', 'Q8IYE1')"
"('P29353', 'P02538')"
"('Q9NR55', 'P15407')"
"('P35610', 'Q8IWL3')"
"('P14923', 'Q9Y3Z3')"
"('P35268', 'P07686')"
"('Q14004', 'P07437')"
"('P43405', 'Q13547')"
"('Q9Y277', 'Q9NS69')"
"('O95947', 'O94842')"
"('O95405', 'O75694')"
"('P25705', 'P35579')"
"('Q6Y7W6', 'Q8TEH3')"
"('Q92905', 'P05067')"
"('Q9NYL2', 'P01106')"
"('Q00839', 'P46778')"
"('Q08117', 'P14136')"
"('Q15744', 'P53567')"
"('P29972', 'Q9BYQ0')"
"('Q6PCB5', 'P50914')"
"('O75478', 'Q8TD31')"
"('P49913', 'P49862')"
"('Q5JST6', 'O75604')"
"('Q9NZV5', 'P40855')"
"('Q13895', 'Q7Z6G3')"
"('P01106', 'Q9NRX1')"
"('P26038', 'P09104')"
"('P04629', 'Q99459')"
"('Q8IY81', 'O60832')"
"('Q7Z6B7', 'P63104')"
"('Q08AM6', 'Q9BQY4')"
"('P78344', 'Q9BY77')"
"('P62807', 'Q92796')"
"('Q9Y5M8', 'Q8TC12')"
"('Q9BYV2', 'P61077')"
"('Q9UK55', 'Q99436')"
"('P27144', 'Q5BKU9')"
"('O15498', 'Q9P0N5')"
"('P50549', 'Q15596')"
"('P04083', 'Q9H0R8')"
"('P20292', 'P09917')"
"('Q8N4C6', 'O75439')"
"('P58181', 'P38405')"
"('Q96AY3', 'Q96BR5')"
"('Q99962', 'P0DP23')"
"('P31150', 'P51153')"
"('O75970', 'P10721')"
"('Q9H257', 'Q99598')"
"('P05161', 'Q09666')"
"('P17947', 'P12755')"
"('Q58WW2', 'P08047')"
"('Q9NW13', 'P11387')"
"('Q5EBL8', 'Q14676')"
"('P55060', 'P49736')"
"('P08590', 'P16871')"
"('P05067', 'O75438')"
"('Q13535', 'Q9Y248')"
"('Q09028', 'P49116')"
"('Q9HAJ7', 'Q92997')"
"('Q96K37', 'Q00013')"
"('Q15843', 'Q9Y5V3')"
"('P54756', 'P46934')"
"('Q9NVP1', 'Q8NHQ9')"
"('Q9NS18', 'P40926')"
"('O00303', 'P78396')"
"('Q8IUD2', 'Q01968')"
"('O43741', 'O75385')"
"('P60709', 'Q7Z406')"
"('P50402', 'Q8TD17')"
"('Q5BJF2', 'P01903')"
"('Q9H1U9', 'P54253')"
"('Q00987', 'Q9Y2T4')"
"('O43791', 'P10275')"
"('P03372', 'O75533')"
"('Q9Y3A3', 'Q9HC77')"
"('Q92692', 'Q16659')"
"('A8MQ03', 'Q9Y4M8')"
"('Q15560', 'Q86VP1')"
"('Q9H9Q2', 'Q9UPU5')"
"('Q08999', 'Q15022')"
"('P12955', 'O94925')"
"('Q6P4F7', 'Q92614')"
"('Q99728', 'P05026')"
"('Q9NXF1', 'Q99661')"
"('P22612', 'Q8NGQ6')"
"('O75688', 'P62258')"
"('P00533', 'Q8IUR0')"
"('Q13617', 'P60709')"
"('Q9UNN8', 'O00233')"
"('P29590', 'P78317')"
"('P05129', 'P11388')"
"('P68400', 'Q969P0')"
"('P30480', 'P22061')"
"('Q96NS8', 'Q52LG2')"
"('P82673', 'Q9UGY1')"
"('P04899', 'P27361')"
"('Q86XR8', 'P51668')"
"('Q7Z5V6', 'P36873')"
"('P13224', 'Q9BUZ4')"
"('P05067', 'Q8N5M9')"
"('P54709', 'Q9HAU5')"
"('Q96D46', 'P05412')"
"('O43395', 'Q96D09')"
"('Q96PC2', 'Q8TBB1')"
"('Q8TEW0', 'Q13625')"
"('O95714', 'P50416')"
"('P61326', 'Q92900')"
"('Q5S007', 'P12270')"
"('A5YKK6', 'Q9UKZ1')"
"('P08621', 'Q07954')"
"('P01889', 'P06753')"
"('Q9P209', 'P31323')"
"('Q9H1R2', 'P12931')"
"('Q9ULV4', 'P04637')"
"('Q99853', 'Q03252')"
"('P38646', 'P46108')"
"('O43290', 'P62316')"
"('O14744', 'P49674')"
"('Q9H4A6', 'Q9Y5P6')"
"('P07900', 'Q8TD19')"
"('P32927', 'P13796')"
"('P30876', 'Q08211')"
"('P13798', 'O95757')"
"('Q16526', 'P31689')"
"('P63000', 'O14733')"
"('O43889', 'Q15629')"
"('Q00987', 'Q96J02')"
"('P17844', 'O95229')"
"('P55072', 'O75323')"
"('O15160', 'Q12774')"
"('Q9NV06', 'O43818')"
"('Q9H0R8', 'P39656')"
"('Q16659', 'Q8TAW3')"
"('Q9Y3Y2', 'Q16637')"
"('P54764', 'P06241')"
"('P12318', 'P31994')"
"('O15173', 'Q29983')"
"('Q6L8H2', 'P60410')"
"('O00487', 'O43242')"
"('Q9H160', 'Q01167')"
"('Q96JN8', 'Q8IW35')"
"('O75604', 'Q9GZV8')"
"('P82675', 'Q9ULV4')"
"('Q06587', 'P54274')"
"('P04629', 'Q5TCZ1')"
"('Q8WVV5', 'Q7KYR7')"
"('Q5TCZ1', 'Q15717')"
"('P61978', 'P32121')"
"('Q06609', 'Q9NRH3')"
"('Q06609', 'Q92878')"
"('P62841', 'Q9NWT6')"
"('O14920', 'P98177')"
"('P60228', 'O14980')"
"('Q969S8', 'P04908')"
"('P32121', 'Q8NGJ5')"
"('Q9Y277', 'P04629')"
"('Q6NZ36', 'Q8N2Z9')"
"('Q08211', 'P20963')"
"('Q9Y2X3', 'A0JLT2')"
"('Q6W2J9', 'Q8NHM5')"
"('Q01813', 'P20333')"
"('Q9UII4', 'Q15208')"
"('P13232', 'P24394')"
"('Q15717', 'Q86VN1')"
"('P28065', 'Q03519')"
"('P52735', 'O43399')"
"('Q504Q3', 'Q9P0K7')"
"('P09038', 'Q14512')"
"('Q8N983', 'O14958')"
"('Q9BVI4', 'Q9BUI4')"
"('P68104', 'P04049')"
"('P68366', 'P51149')"
"('Q5JRV8', 'Q8TF42')"
"('P05060', 'O60260')"
"('P04629', 'O95793')"
"('Q9NRX3', 'Q9NX08')"
"('Q9BRX9', 'Q5BJF6')"
"('P26441', 'P00533')"
"('Q6YN16', 'Q13547')"
"('P31751', 'P30405')"
"('P22087', 'Q9NV06')"
"('O43889', 'Q96IZ2')"
"('Q14997', 'P54725')"
"('Q15973', 'Q9BYV9')"
"('Q16627', 'P32302')"
"('P21796', 'Q8N5K1')"
"('O00567', 'P11387')"
"('Q9UI10', 'O60939')"
"('P14618', 'Q9H0R8')"
"('P04141', 'Q6UXL0')"
"('O43318', 'P00338')"
"('Q99972', 'P02792')"
