negatives
"('Q93008', 'P00533')"
"('P03372', 'Q9UQ13')"
"('Q16851', 'Q14410')"
"('O75400', 'P61086')"
"('P53779', 'P98177')"
"('Q92889', 'Q70EL2')"
"('A8MQ03', 'Q3LI77')"
"('Q8IWL3', 'P46734')"
"('P50914', 'Q8TDN6')"
"('O43164', 'Q96B02')"
"('Q9NXG6', 'Q13087')"
"('Q9BR84', 'Q9BWT7')"
"('P12830', 'Q09472')"
"('P60033', 'Q02539')"
"('Q6ZU80', 'P63167')"
"('Q9UPV0', 'Q9H8H0')"
"('P32121', 'Q6IFG1')"
"('O95644', 'Q15562')"
"('P46379', 'Q9Y490')"
"('Q9Y2F5', 'P52298')"
"('P13501', 'P32246')"
"('Q8NDF8', 'Q8TD26')"
"('Q96CW1', 'O43493')"
"('A6NDS4', 'P62993')"
"('O96019', 'P60709')"
"('Q9ULH0', 'P20036')"
"('Q7Z4H7', 'Q8TBA6')"
"('Q9UBY9', 'P21333')"
"('P51858', 'P43307')"
"('Q9BQE3', 'P31689')"
"('P61981', 'Q05655')"
"('P60709', 'Q04864')"
"('Q9GZZ9', 'Q92805')"
"('P54920', 'P47756')"
"('Q14683', 'Q14980')"
"('P27482', 'Q6K0P9')"
"('Q96DE5', 'Q9UJX5')"
"('P35244', 'Q9H3U1')"
"('P11802', 'P14618')"
"('P20823', 'P01019')"
"('Q9Y6K9', 'O14965')"
"('A5A3E0', 'P21860')"
"('P34931', 'Q8IYS2')"
"('Q9HAD4', 'Q92870')"
"('Q15072', 'Q9BRT8')"
"('P62244', 'P46087')"
"('P51617', 'P22301')"
"('Q15788', 'O15371')"
"('P33991', 'P25205')"
"('P15056', 'Q8IVT5')"
"('O43291', 'Q9Y6I9')"
"('Q9H8S9', 'Q9Y4K3')"
"('P09429', 'P13378')"
"('Q9GZQ8', 'Q5D862')"
"('P60866', 'P62851')"
"('Q9H2U1', 'P17844')"
"('P78362', 'Q99728')"
"('O15520', 'Q07889')"
"('P62993', 'P62750')"
"('P49639', 'Q9Y342')"
"('P27824', 'P01130')"
"('Q9NRX5', 'Q12906')"
"('Q7Z7A1', 'Q14697')"
"('Q99598', 'Q08378')"
"('Q9P2W9', 'Q9UNK0')"
"('Q9BXS0', 'P05067')"
"('Q00536', 'P60903')"
"('P14324', 'Q9HCE1')"
"('P49736', 'O75396')"
"('O43865', 'P48643')"
"('Q9NSC5', 'Q6ZP82')"
"('P62750', 'Q71UM5')"
"('P30519', 'O43759')"
"('Q9NZ71', 'Q06609')"
"('Q9H944', 'Q9Y4W6')"
"('Q13153', 'Q70Z35')"
"('Q15388', 'Q9NX40')"
"('Q9GZQ8', 'P62937')"
"('Q9H944', 'Q7Z406')"
"('Q9UBV8', 'Q01844')"
"('Q9Y6G9', 'Q13257')"
"('Q12933', 'Q16584')"
"('Q9NVC6', 'Q9HCN4')"
"('P63218', 'O14807')"
"('Q9H0E9', 'Q9Y265')"
"('P35548', 'Q96PN8')"
"('Q8IWL2', 'O00206')"
"('Q99645', 'P16885')"
"('P01106', 'P0C0L4')"
"('P05067', 'Q9Y478')"
"('P63104', 'P31629')"
"('P49321', 'O43918')"
"('P40939', 'Q13233')"
"('P11182', 'Q9BQ15')"
"('Q16558', 'Q13698')"
"('Q9H040', 'P42166')"
"('Q14980', 'P63167')"
"('P51970', 'P21796')"
"('P25788', 'P20618')"
"('P62987', 'Q9Y468')"
"('Q9NRD5', 'Q8IYX8')"
"('Q8NHY2', 'P17275')"
"('Q7L5N1', 'Q6TFL4')"
"('Q9BZX2', 'P00533')"
"('Q8TAT6', 'Q9HCE1')"
"('O94905', 'O15503')"
"('Q00325', 'Q9H492')"
"('Q15125', 'P61221')"
"('O95782', 'Q2M2I8')"
"('P52888', 'P27707')"
"('Q14320', 'P05067')"
"('P30837', 'P04179')"
"('Q96SB4', 'P50613')"
"('Q15545', 'Q8WTS6')"
"('Q16531', 'Q14980')"
"('Q00839', 'Q9BVS4')"
"('P54274', 'P22736')"
"('O00116', 'P49736')"
"('P19388', 'Q14999')"
"('P09913', 'P09234')"
"('P53999', 'Q9UHD1')"
"('Q8TAG9', 'P04629')"
"('Q9UMS4', 'Q9HCG8')"
"('Q9NZL9', 'P49903')"
"('Q9BT25', 'Q8N0Z3')"
"('O75563', 'P07948')"
"('P32189', 'Q7Z5B4')"
"('P12110', 'P05106')"
"('P21980', 'Q8NBJ5')"
"('P56705', 'Q5T9L3')"
"('P13804', 'P51148')"
"('Q9Y463', 'Q92628')"
"('Q92769', 'Q9BPY8')"
"('Q8IYB3', 'Q15326')"
"('Q9HCE7', 'Q9P1Z2')"
"('O43324', 'P05198')"
"('P26367', 'Q969M7')"
"('P42226', 'P05412')"
"('Q13868', 'Q8N1G4')"
"('P61313', 'P25398')"
"('Q49A26', 'P18754')"
"('P36941', 'Q9NUQ6')"
"('O95817', 'P17040')"
"('P49796', 'O15162')"
"('Q12905', 'Q6IQ23')"
"('P19387', 'O94776')"
"('P06730', 'Q9UBU9')"
"('P0DP25', 'P47872')"
"('P29597', 'P46109')"
"('Q9H492', 'O00483')"
"('Q09161', 'P42345')"
"('Q01449', 'P35580')"
"('P30685', 'P61769')"
"('Q9H3C7', 'O96013')"
"('Q13573', 'Q96KP1')"
"('O75604', 'Q9BV68')"
"('Q9BT49', 'Q08379')"
"('Q9BXB1', 'P54652')"
"('Q9BYZ2', 'P00338')"
"('Q86WT1', 'Q13099')"
"('P35244', 'Q01844')"
"('O43741', 'P15976')"
"('A7KAX9', 'Q9HCE7')"
"('Q9Y4D1', 'P08473')"
"('O60832', 'O14980')"
"('P62877', 'P68431')"
"('P20618', 'Q15714')"
"('Q9H2M9', 'Q9P0L0')"
"('Q9H6R4', 'Q9Y2X3')"
"('Q96DB2', 'P33778')"
"('Q9Y6K9', 'P22102')"
"('Q13535', 'Q01094')"
"('P23258', 'Q96RT7')"
"('Q96LC9', 'Q9Y252')"
"('Q15274', 'O43734')"
"('O60504', 'Q92841')"
"('O75364', 'P01024')"
"('Q96C36', 'Q8TAT6')"
"('Q15397', 'O00567')"
"('Q96IW7', 'O43291')"
"('Q96GX5', 'Q9H6Z9')"
"('O14980', 'Q5VT06')"
"('P17252', 'P35579')"
"('Q6PCB8', 'Q9BPW9')"
"('Q9GZZ9', 'Q9GZQ8')"
"('Q9Y530', 'P35579')"
"('Q9BTT4', 'P34931')"
"('Q6W2J9', 'O00567')"
"('P62873', 'P63244')"
"('P22626', 'Q15428')"
"('P01889', 'O95433')"
"('P78371', 'Q8TC44')"
"('Q9BT92', 'Q8N137')"
"('P98182', 'Q96KQ7')"
"('Q6PL18', 'P01106')"
"('P42566', 'P06241')"
"('Q01105', 'P22392')"
"('P35222', 'Q12967')"
"('P54577', 'Q9BXJ9')"
"('P62805', 'P49450')"
"('Q5BJF6', 'Q14677')"
"('O75147', 'Q96HA1')"
"('P68104', 'P62888')"
"('P49736', 'Q14574')"
"('P13612', 'P36578')"
"('Q92620', 'O43390')"
"('P63261', 'P26012')"
"('Q07020', 'P05412')"
"('P05067', 'Q9HCL2')"
"('Q04446', 'P11216')"
"('Q15029', 'Q92841')"
"('O15197', 'Q04864')"
"('P35626', 'P58173')"
"('P61218', 'P60484')"
"('Q9BQI0', 'Q9Y572')"
"('Q9NPF7', 'Q08334')"
"('Q8N8D1', 'P05067')"
"('Q86TM6', 'P05067')"
"('O14654', 'Q13620')"
"('Q16659', 'P41567')"
"('P61978', 'P51991')"
"('Q9BY43', 'Q5VWQ8')"
"('Q14532', 'Q14CN4')"
"('Q13415', 'Q96CS2')"
"('Q53S33', 'P53370')"
"('O15162', 'Q8WV24')"
"('P09016', 'Q8IY51')"
"('P61758', 'Q96GG9')"
"('P62993', 'Q8NFH8')"
"('Q96A35', 'Q9UBU9')"
"('Q9GZQ8', 'Q96EP5')"
"('P11441', 'P62316')"
"('P60953', 'Q8NF91')"
"('P78362', 'P61328')"
"('Q8NHY2', 'O15151')"
"('P35626', 'Q8NGT2')"
"('Q9Y676', 'Q14197')"
"('Q7L273', 'Q03989')"
"('P05412', 'Q13509')"
"('O43261', 'P26641')"
"('O75604', 'Q8N448')"
"('O00483', 'O75323')"
"('P21796', 'Q86Y82')"
"('O00746', 'Q9H857')"
"('Q8N6M8', 'Q969V5')"
"('P04745', 'Q9NTK1')"
"('Q96D03', 'Q9Y5B8')"
"('P13612', 'Q5JXB2')"
"('Q9HCE1', 'Q08495')"
"('P48039', 'O14610')"
"('Q16666', 'Q09161')"
"('Q03181', 'Q92786')"
"('P12830', 'Q8TF74')"
"('P13010', 'O43189')"
"('Q92793', 'P14651')"
"('Q9HBZ2', 'Q8HWS3')"
"('P11441', 'P11940')"
"('P62987', 'P46531')"
"('P31948', 'P62979')"
"('O75665', 'Q02790')"
"('Q9NZ45', 'Q86Y82')"
"('Q96HB5', 'P31943')"
"('O76015', 'Q96HB5')"
"('Q9GZV7', 'Q14525')"
"('Q9UBW8', 'Q5VYV7')"
"('Q9BRS2', 'Q9H944')"
"('P28161', 'P60484')"
"('O15160', 'Q8WXE1')"
"('Q9UBB4', 'Q16790')"
"('P62807', 'Q92785')"
"('Q96ST8', 'Q2KHM9')"
"('P60520', 'P34932')"
"('Q8WUM4', 'O95166')"
"('Q9UF56', 'Q86T24')"
"('Q12789', 'P55072')"
"('Q9UNE7', 'P56696')"
"('Q13233', 'Q3ZCM7')"
"('Q9C035', 'P62256')"
"('O00757', 'P06400')"
"('O75182', 'Q8TEE9')"
"('Q99459', 'Q96CW5')"
"('Q8NHW5', 'P62701')"
"('O00411', 'Q8WVM0')"
"('A6NEM1', 'Q96NC0')"
"('P0C7P4', 'Q9UHA4')"
"('P62899', 'Q13148')"
"('Q9P286', 'Q9P031')"
"('Q14118', 'P11532')"
"('P84022', 'Q12830')"
"('Q9P0L0', 'Q06432')"
"('Q8N653', 'P19388')"
"('Q8N0Z3', 'P12277')"
"('O43181', 'P03905')"
"('P98175', 'Q96N21')"
"('Q99613', 'O60925')"
"('P05107', 'P42336')"
"('Q9BT22', 'O95817')"
"('Q13748', 'O14530')"
"('Q9BYQ4', 'Q5T754')"
"('P24864', 'P98175')"
"('O14920', 'Q92918')"
"('P00533', 'O95747')"
"('Q9Y5W9', 'Q15041')"
"('Q9NZ94', 'P05108')"
"('P42224', 'P25791')"
"('Q8N349', 'P62873')"
"('P41134', 'Q99081')"
"('Q15717', 'Q9NZV5')"
"('P80303', 'P24522')"
"('Q8N0Z3', 'Q9H6D7')"
"('Q96CS3', 'Q8N8R7')"
"('P05106', 'Q9UBP9')"
"('Q6P9B9', 'Q9NVR2')"
"('Q76L83', 'Q5JUW0')"
"('Q96LB4', 'O43504')"
"('Q8NCP5', 'Q86V42')"
"('Q13573', 'P15170')"
"('Q9ULK4', 'P10914')"
"('Q9Y4B6', 'Q15843')"
"('Q99623', 'Q9P0L0')"
"('Q96A33', 'Q6NUS6')"
"('Q7Z3C6', 'Q9H6Z9')"
"('Q9Y5U2', 'Q6DD88')"
"('Q92905', 'Q9NXR7')"
"('O75161', 'O14654')"
"('P60409', 'Q9UGL9')"
"('P61224', 'P52742')"
"('Q6UWW0', 'Q6NS38')"
"('Q15672', 'Q92993')"
"('Q9UHA3', 'Q9UKD2')"
"('Q8N205', 'Q96IW7')"
"('P04629', 'P43378')"
"('Q9UQ80', 'P61088')"
"('Q8IWV8', 'P35998')"
"('P62847', 'P02751')"
"('Q9H0E2', 'Q86UA1')"
"('P35579', 'Q9UBX2')"
"('P29353', 'Q12972')"
"('Q8NA19', 'Q9NRA1')"
"('Q15424', 'Q9BXB1')"
"('P62140', 'Q9NP77')"
"('Q13724', 'Q9H4L4')"
"('O94925', 'Q9NXA8')"
"('O43609', 'P59991')"
"('P02545', 'O60318')"
"('Q96HC4', 'Q9HCM9')"
"('P68104', 'P60033')"
"('P09488', 'P62993')"
"('Q12834', 'Q969K3')"
"('P08670', 'Q9H2C0')"
"('O43463', 'Q14191')"
"('Q96EQ0', 'Q9HBH1')"
"('Q15025', 'O94986')"
"('Q9BUH6', 'Q99853')"
"('Q9UDY4', 'P38646')"
"('P36873', 'Q14151')"
"('P23528', 'Q13126')"
"('Q9NWV8', 'Q9H2K2')"
"('Q9H257', 'Q8N3Z6')"
"('Q9UPY8', 'Q9UL54')"
"('P14625', 'Q00325')"
"('Q68D86', 'Q96KQ4')"
"('Q6L9W6', 'Q9UKJ1')"
"('P49407', 'Q8NGZ6')"
"('P33176', 'O60610')"
"('Q15843', 'P23396')"
"('Q92616', 'P27348')"
"('P35268', 'P62891')"
"('P19447', 'Q96T76')"
"('P13797', 'P00533')"
"('Q70Z53', 'Q8WV44')"
"('Q9UJX2', 'Q8WWL7')"
"('Q15323', 'Q8WTX9')"
"('P51965', 'O75150')"
"('Q9UI42', 'Q14249')"
"('P62979', 'P39019')"
"('Q8TB45', 'Q8IYT8')"
"('O75157', 'A2RUR9')"
"('O43189', 'Q15717')"
"('Q9NRX1', 'O00267')"
"('Q9Y230', 'P29353')"
"('P62807', 'Q8WY36')"
"('O75031', 'Q8IYG6')"
"('Q13309', 'Q9Y297')"
"('Q9NWQ9', 'Q9H668')"
"('O14862', 'Q8IV63')"
"('P78563', 'P42704')"
"('P15408', 'P54855')"
"('Q9C0C2', 'O14980')"
"('Q96QK1', 'Q92609')"
"('Q969G3', 'O75360')"
"('Q7L190', 'P35611')"
"('Q93009', 'P12955')"
"('Q9BRQ6', 'P51970')"
"('P11678', 'P27986')"
"('Q9Y570', 'Q16401')"
"('Q7Z6G3', 'Q00994')"
"('P20648', 'P58499')"
"('P67775', 'Q06432')"
"('Q13705', 'Q86TG7')"
"('P55157', 'Q9UIF9')"
"('Q96SN8', 'Q96R06')"
"('O15400', 'Q9H0U4')"
"('Q16643', 'Q9NP74')"
"('Q09472', 'Q13105')"
"('O14980', 'Q02833')"
"('P10412', 'Q00005')"
"('Q14164', 'Q9UKK9')"
"('Q13618', 'P58107')"
"('P07900', 'Q9H492')"
"('P0C7P0', 'Q16718')"
"('Q9H497', 'Q9BTV4')"
"('Q7Z7A3', 'Q5TD97')"
"('P55345', 'Q7Z736')"
"('P27635', 'Q99755')"
"('P68032', 'Q9H0W5')"
"('P23508', 'Q14197')"
"('P42684', 'Q16543')"
"('Q96HA8', 'Q9P286')"
"('Q9NV70', 'Q13573')"
"('Q0GE19', 'O14498')"
"('Q8TDH9', 'Q13501')"
"('Q9NRD5', 'Q7L775')"
"('P32121', 'P41143')"
"('Q9NWX6', 'Q96HA8')"
"('P0DMV8', 'O75112')"
"('Q15334', 'Q8WVZ9')"
"('Q01130', 'P26599')"
"('Q9HA90', 'Q13616')"
"('Q14997', 'P28070')"
"('P60033', 'P19440')"
"('Q9UPQ9', 'Q9GZQ8')"
"('P45983', 'Q12968')"
"('P09110', 'Q8IWZ8')"
"('P05388', 'Q9Y285')"
"('P0DMV8', 'Q9BSJ2')"
"('P26641', 'O95793')"
"('P04629', 'Q9UPT8')"
"('Q9UHV7', 'Q9NWA0')"
"('Q13469', 'P17987')"
"('Q3B820', 'Q86TI0')"
"('Q9Y5S9', 'Q86U38')"
"('Q12965', 'P62306')"
"('P12757', 'O75925')"
"('Q13007', 'O96017')"
"('Q96AE4', 'P09382')"
"('Q9UHB6', 'Q14680')"
"('Q9Y297', 'O95999')"
"('O60313', 'O00115')"
"('P81877', 'Q9BXS1')"
"('Q5T4B2', 'Q9BYQ3')"
"('Q9H190', 'Q49AN0')"
"('P04626', 'P00519')"
"('P35637', 'P23526')"
"('O00203', 'Q13573')"
"('Q9H6X2', 'Q15717')"
"('P14866', 'P61158')"
"('Q9UBU6', 'Q15884')"
"('Q15560', 'Q15742')"
"('Q8WYN0', 'Q8TDM0')"
"('Q9BRR8', 'Q8N960')"
"('Q9UBB6', 'P01023')"
"('Q92820', 'Q29983')"
"('Q9BRZ2', 'P62633')"
"('P19320', 'Q92688')"
"('P54132', 'Q9BX63')"
"('Q8IYH5', 'Q9Y2G2')"
"('P08243', 'O75608')"
"('Q8TAE7', 'Q9H3M0')"
"('P49023', 'Q13480')"
"('Q9P2D0', 'Q9H9S0')"
"('O15151', 'O15350')"
"('Q13555', 'P40145')"
"('Q9UBU9', 'Q13506')"
"('P50991', 'Q93008')"
"('P47712', 'P12931')"
"('Q9Y2W1', 'Q9Y6Y0')"
"('Q86SE9', 'P31151')"
"('Q9HAU4', 'Q9NZU5')"
"('O43765', 'P07900')"
"('O00159', 'Q13838')"
"('Q8N3R9', 'P35240')"
"('P16455', 'P68104')"
"('P67775', 'Q92973')"
"('P41219', 'P60520')"
"('Q04828', 'P26045')"
"('Q9Y4K3', 'P27824')"
"('Q12873', 'Q9Y6Y0')"
"('Q9NWB7', 'A0AVF1')"
"('P39019', 'P05387')"
"('P06241', 'Q13111')"
"('P21741', 'P19338')"
"('O60318', 'Q9H5J8')"
"('Q9UBS0', 'Q93008')"
"('Q8NBX0', 'O75208')"
"('O43809', 'Q99496')"
"('P24941', 'P51649')"
"('Q96EQ0', 'Q8WW22')"
"('Q9BWH6', 'P52435')"
"('Q9NYA4', 'Q13615')"
"('Q9Y5V3', 'P86480')"
"('P13569', 'P09496')"
"('Q14195', 'P43246')"
"('P78396', 'P35222')"
"('Q96IK5', 'Q9UBK8')"
"('Q13620', 'Q99878')"
"('P53680', 'Q9NZN4')"
"('Q13315', 'P03905')"
"('Q99714', 'P25705')"
"('Q8WZA2', 'P60484')"
"('P53367', 'P84085')"
"('Q9BXY8', 'O43610')"
"('P78386', 'P19012')"
"('P09874', 'P61978')"
"('A8MQ03', 'Q8N7E2')"
"('Q9BYR5', 'O43741')"
"('Q93034', 'Q8NFQ8')"
"('Q9NRM7', 'O95202')"
"('Q9HAU5', 'Q9H074')"
"('O00567', 'Q969X6')"
"('Q13330', 'P43364')"
"('Q9Y6M1', 'Q9Y2Q3')"
"('Q01860', 'Q9P2N5')"
"('P61160', 'P31146')"
"('Q9Y3C7', 'P04792')"
"('Q9NTJ3', 'Q8N163')"
"('P68104', 'P62140')"
"('Q9NRJ4', 'P12931')"
"('P09067', 'Q9H4L5')"
"('P52292', 'Q8N423')"
"('Q07021', 'P01106')"
"('P60033', 'P29692')"
"('Q13315', 'Q13526')"
"('Q96J02', 'O15350')"
"('P25685', 'Q99759')"
"('Q15773', 'P07900')"
"('Q9P2R6', 'P08670')"
"('Q9H4M9', 'Q9NRF8')"
"('Q01780', 'Q96AT9')"
"('P54253', 'Q14847')"
"('P04637', 'Q06330')"
"('P35226', 'Q9UQR0')"
"('Q5TGZ0', 'Q9NX63')"
"('Q8IY92', 'O43865')"
"('O14641', 'Q9UJV9')"
"('Q02878', 'P82650')"
"('P06213', 'P62993')"
"('P10515', 'Q15118')"
"('P11308', 'P46934')"
"('Q9UBD9', 'P38484')"
"('P0DPB3', 'Q58WW2')"
"('Q99523', 'Q9UJY5')"
"('Q8TAA9', 'Q8WVZ9')"
"('P56962', 'Q9UEU0')"
"('O95863', 'P33151')"
"('Q93034', 'P62913')"
"('O96000', 'P17568')"
"('Q9BXC9', 'Q96RK4')"
"('O75909', 'Q7Z6G3')"
"('P61758', 'Q8NBT0')"
"('P27635', 'Q9Y221')"
"('Q8N6C5', 'Q13705')"
"('P27816', 'Q8NC51')"
"('P78362', 'Q07666')"
"('Q9Y5M8', 'P04629')"
"('Q92552', 'P26373')"
"('O43463', 'Q9Y2L8')"
"('Q96PU5', 'Q16644')"
"('P16220', 'Q9H9S3')"
"('P46940', 'Q12965')"
"('O43741', 'Q99683')"
"('O15131', 'P52758')"
"('O00487', 'P51665')"
"('P62269', 'Q96EY1')"
"('Q93077', 'Q9UBN7')"
"('Q92731', 'P05412')"
"('Q99759', 'Q9UNE7')"
"('Q96PU5', 'P56539')"
"('O94889', 'P22061')"
"('P48552', 'P56545')"
"('O14776', 'Q8N2W9')"
"('Q8WWY8', 'Q13627')"
"('Q9UJX2', 'Q9BSW2')"
"('Q9Y383', 'Q96JC9')"
"('Q9HBW0', 'Q9HAV0')"
"('Q9HCE1', 'Q9NRF9')"
"('P54219', 'O95167')"
"('P49427', 'P22314')"
"('P58317', 'Q8WV44')"
"('O95470', 'Q9Y6C9')"
"('P04406', 'Q9BSH4')"
"('Q12800', 'Q9UPQ0')"
"('Q9P2I0', 'Q15366')"
"('P05783', 'P48668')"
"('P63211', 'P16520')"
"('Q9Y265', 'Q9UHD2')"
"('Q15544', 'P05067')"
"('Q9Y5K8', 'Q13488')"
"('O75146', 'Q6P1N9')"
"('Q14296', 'Q8WWY3')"
"('A8MQ03', 'Q96EG3')"
"('Q58EX7', 'O95678')"
"('Q9UQC2', 'O00459')"
"('Q9P0R6', 'P40855')"
"('B7ZAP0', 'Q13387')"
"('P17066', 'Q13616')"
"('P52597', 'Q13620')"
"('P23458', 'P51692')"
"('P14316', 'P08238')"
"('Q53EL6', 'P62807')"
"('Q9UJS0', 'Q9BQ83')"
"('Q13283', 'P04637')"
"('Q9UBX2', 'P52926')"
"('P13686', 'O14737')"
"('O60506', 'Q96I51')"
"('O95813', 'Q9H1J5')"
"('Q9Y664', 'Q07866')"
"('Q9HAW0', 'A6H8Y1')"
"('Q01844', 'Q03426')"
"('Q96CG3', 'O00560')"
"('Q9NPI6', 'P26196')"
"('Q9Y620', 'O95400')"
"('Q14164', 'Q9HBG4')"
"('P08243', 'P47897')"
"('P51572', 'Q9Y5S9')"
"('P09496', 'Q99615')"
"('P67809', 'O75534')"
"('Q9BZR8', 'Q8WVR3')"
"('Q8WW18', 'Q96Q77')"
"('P68104', 'P13994')"
"('Q15007', 'P27348')"
"('Q8IX12', 'Q9C0C2')"
"('Q9UBN7', 'Q9ULW3')"
"('Q96NT1', 'P54257')"
"('P0CG08', 'Q9H244')"
"('P43246', 'P09429')"
"('Q99497', 'Q9UBD9')"
"('Q92843', 'Q92934')"
"('Q07817', 'Q9P2Y4')"
"('Q99496', 'Q96IX5')"
"('Q14318', 'O14818')"
"('Q9UKB1', 'Q9P0L0')"
"('O43918', 'Q92616')"
"('A6NI73', 'O75015')"
"('Q6DKK2', 'Q8N5R6')"
"('Q63ZY3', 'Q8TBB0')"
"('P31689', 'Q5S007')"
"('P05113', 'P16871')"
"('Q9Y240', 'Q9UHD9')"
"('Q00839', 'P04629')"
"('Q9NP98', 'Q96B26')"
"('P37198', 'Q96I24')"
"('P03372', 'P27348')"
"('P35573', 'O00754')"
"('P57082', 'Q8NFH3')"
"('Q6UVJ0', 'P25054')"
"('Q9H0U4', 'P05067')"
"('Q07002', 'Q16829')"
"('O14862', 'P49790')"
"('P40198', 'P06702')"
"('P42771', 'Q9UQ88')"
"('Q14934', 'P11831')"
"('Q13422', 'O75182')"
"('P36406', 'Q9BRU9')"
"('Q8TCG2', 'P52799')"
"('O75438', 'O15239')"
"('P32969', 'Q9NXU5')"
"('Q08378', 'Q12933')"
"('Q6S8J3', 'P35226')"
"('Q8IX21', 'Q14142')"
"('Q92820', 'Q6IQ23')"
"('P12111', 'Q9UKX5')"
"('P51148', 'Q8TBF4')"
"('Q9H0W9', 'P26885')"
"('P51572', 'P30443')"
"('Q9BUN8', 'Q9BQ70')"
"('Q6UVK1', 'O14933')"
"('Q63HR2', 'O43189')"
"('Q92896', 'Q9NU53')"
"('Q9Y262', 'P49736')"
"('Q9BYR5', 'Q7Z3C6')"
"('P01100', 'P03956')"
"('P04792', 'P60900')"
"('P78396', 'P49411')"
"('Q9UI12', 'P01106')"
"('P35606', 'P68371')"
"('Q15648', 'P04629')"
"('P52756', 'Q86V81')"
"('P46776', 'P46778')"
"('P14625', 'Q6PCD5')"
"('P10275', 'P09086')"
"('P41236', 'P62487')"
"('P35609', 'Q9H0E2')"
"('Q9UNE7', 'O95817')"
"('Q9UBF2', 'P50406')"
"('Q7Z5J4', 'Q9P2P5')"
"('Q6ZRI6', 'Q6ZWI9')"
"('Q8N6M0', 'P35579')"
"('Q9H974', 'P02768')"
"('Q13111', 'Q13501')"
"('P60484', 'P04908')"
"('P04222', 'P24752')"
"('Q13191', 'P42338')"
"('P19338', 'Q14152')"
"('Q9BYR9', 'P17482')"
"('Q96EY7', 'P03372')"
"('Q9H840', 'P35611')"
"('P56537', 'Q86SQ4')"
"('Q9BT81', 'Q01844')"
"('Q9H257', 'Q96F86')"
"('O94776', 'Q8TF05')"
"('Q96GX1', 'P0CG08')"
"('Q06945', 'P02656')"
"('Q15717', 'Q13616')"
"('P52948', 'P42768')"
"('Q6NXN4', 'Q15848')"
"('O95863', 'Q00987')"
"('Q14202', 'P45973')"
"('P55210', 'Q9GZT8')"
"('P61978', 'Q9H4L7')"
"('Q92597', 'P12956')"
"('Q9UHB7', 'Q9P2P5')"
"('P29279', 'P60709')"
"('Q13573', 'Q9UN86')"
"('P01040', 'Q6PIV2')"
"('O00231', 'O43242')"
"('O95415', 'Q9UBF6')"
"('Q70EK8', 'Q12933')"
"('P41159', 'P02741')"
"('O95210', 'Q9GZQ8')"
"('Q9UQK1', 'Q15435')"
"('Q13185', 'Q9Y689')"
"('P52209', 'Q15051')"
"('Q9H0K1', 'Q00005')"
"('P50570', 'P22392')"
"('P17029', 'P05067')"
"('Q9UHD9', 'Q8WV99')"
"('P35244', 'P62081')"
"('Q9HD67', 'P0DP23')"
"('P49407', 'Q8NH54')"
"('P62993', 'P98082')"
"('Q96QT6', 'Q13547')"
"('Q6ZU80', 'Q8TD16')"
"('Q6PJT7', 'Q5JU00')"
"('P49238', 'P08754')"
"('P40939', 'Q969H0')"
"('P08133', 'P60709')"
"('P48307', 'Q04206')"
"('Q7Z460', 'Q8N0Z3')"
"('Q07444', 'Q13241')"
"('P05113', 'P40238')"
"('Q7L2E3', 'O15226')"
"('Q14157', 'Q9UBU9')"
"('P35368', 'Q03113')"
"('P20020', 'P68400')"
"('Q9P275', 'Q8NE00')"
"('P17844', 'P62699')"
"('P29353', 'P03372')"
"('P62140', 'P61962')"
"('P10720', 'P46092')"
"('P07437', 'Q9Y6G9')"
"('Q12874', 'Q96NB3')"
"('Q9UKX7', 'Q04637')"
"('Q9H0W5', 'Q15084')"
"('Q04864', 'Q9UIQ6')"
"('Q9UKG1', 'P00533')"
"('Q99459', 'Q9NY15')"
"('Q6NZY4', 'Q8WU90')"
"('P47914', 'P18124')"
"('P10276', 'Q9BZK7')"
"('P41252', 'Q9NSD9')"
"('P05771', 'Q13131')"
"('Q9P104', 'O60238')"
"('O95231', 'P86480')"
"('P78423', 'P40763')"
"('Q2TAY7', 'P24386')"
"('Q8N6F1', 'Q96AP7')"
"('Q9Y618', 'Q9BT40')"
"('O43314', 'Q8NAP8')"
"('Q86VE0', 'Q6A162')"
"('P56945', 'P60709')"
"('O00217', 'P62820')"
"('Q92797', 'Q6P1J9')"
"('Q8N8A6', 'P33993')"
"('P33991', 'Q14683')"
"('P0C7T5', 'Q8TAQ2')"
"('P51665', 'Q9ULD6')"
"('Q15029', 'O96017')"
"('P10746', 'Q9NZB8')"
"('Q69YQ0', 'Q6NXT4')"
"('P05091', 'Q9UKR5')"
"('Q12796', 'Q92753')"
"('P18621', 'P61247')"
"('Q15836', 'P63027')"
"('Q9BZL1', 'Q5T7W0')"
"('Q9H6Z9', 'Q92547')"
"('P04632', 'Q04917')"
"('O43542', 'O60220')"
"('Q13596', 'Q9NQC3')"
"('P61247', 'P46777')"
"('Q16543', 'Q15365')"
"('Q9H492', 'P15880')"
"('P16403', 'P31947')"
"('P50542', 'Q8N4Q0')"
"('Q5T8I9', 'Q12933')"
"('P38606', 'Q8IWV7')"
"('Q9UKW4', 'Q2TAY7')"
"('P28799', 'O15265')"
"('P20248', 'Q13111')"
"('O43255', 'Q9GZT9')"
"('O43711', 'Q9BYR8')"
"('Q8IX01', 'O75147')"
"('O15169', 'Q15172')"
"('Q9Y4A5', 'P62805')"
"('P04629', 'Q14195')"
