negatives
"('Q13618', 'Q13263')"
"('Q9Y606', 'Q9UBQ0')"
"('Q15645', 'Q96LM6')"
"('P62913', 'O60684')"
"('Q9HCK8', 'P30260')"
"('P68400', 'Q13435')"
"('P30837', 'Q15334')"
"('O00154', 'P20963')"
"('Q13618', 'Q9UBU9')"
"('Q9UBN7', 'Q99880')"
"('Q93008', 'O00308')"
"('O14561', 'P56556')"
"('Q9NWF9', 'Q02556')"
"('Q16625', 'O75385')"
"('Q14761', 'P67936')"
"('Q9Y2X0', 'Q15744')"
"('P61956', 'P49589')"
"('Q15654', 'Q14764')"
"('Q12873', 'P48431')"
"('Q9UIQ6', 'P30048')"
"('Q13137', 'O14639')"
"('P62140', 'Q9NQW6')"
"('P22736', 'O15069')"
"('O00308', 'Q5JRV8')"
"('O95402', 'A0JLT2')"
"('Q8TAT6', 'P41250')"
"('P06753', 'Q14676')"
"('O43852', 'P07237')"
"('P68400', 'P48643')"
"('Q9P2P5', 'Q96EE3')"
"('P60842', 'A0JLT2')"
"('Q13523', 'P49759')"
"('Q71U36', 'Q13501')"
"('Q15459', 'Q13618')"
"('Q9UI15', 'P29401')"
"('P50151', 'O60840')"
"('P05412', 'Q9NS69')"
"('Q8N6V9', 'Q96KQ4')"
"('Q96AE7', 'Q9NRD1')"
"('O43175', 'Q7L2J0')"
"('O75177', 'P18847')"
"('P62195', 'P05412')"
"('Q9H492', 'Q5BKZ1')"
"('O43303', 'Q8NHV4')"
"('Q5TZK3', 'Q92979')"
"('Q8IZU1', 'Q709F0')"
"('Q14974', 'Q01201')"
"('Q92484', 'P02647')"
"('P05067', 'Q9H773')"
"('P31153', 'Q71U36')"
"('P31153', 'O00422')"
"('P20962', 'Q9Y5Y2')"
"('Q16630', 'Q14676')"
"('Q8NG08', 'P54277')"
"('P17152', 'P10809')"
"('P0DML3', 'Q99062')"
"('Q13635', 'Q86SF2')"
"('Q01650', 'P35228')"
"('O00567', 'Q02878')"
"('Q14999', 'P17858')"
"('P62805', 'Q14566')"
"('P46977', 'P22415')"
"('Q0VDD7', 'Q01844')"
"('O94856', 'P16333')"
"('Q16537', 'Q8IZS8')"
"('P23142', 'Q13361')"
"('Q9UBU9', 'Q99653')"
"('P10809', 'Q13619')"
"('Q96Q05', 'P48553')"
"('Q9UKX2', 'Q9BSB4')"
"('P26641', 'P36578')"
"('Q99816', 'Q15323')"
"('Q7L273', 'Q9H257')"
"('O94868', 'Q8N5S3')"
"('O00716', 'P46977')"
"('Q99613', 'Q9H2C0')"
"('Q96EB6', 'Q13465')"
"('O60262', 'Q13936')"
"('O14817', 'Q5T7P2')"
"('P11831', 'P51532')"
"('P68104', 'P37840')"
"('Q9P0J7', 'Q8N1F7')"
"('Q9BRP8', 'P46934')"
"('Q6UXL0', 'Q9Y394')"
"('Q06323', 'P62195')"
"('P60891', 'Q06203')"
"('P14868', 'P28066')"
"('Q9H3H1', 'Q92625')"
"('Q14790', 'Q7Z434')"
"('P13073', 'P23258')"
"('O14757', 'P18858')"
"('Q9GZR7', 'Q8IXZ2')"
"('P46777', 'Q9NQ39')"
"('O96008', 'Q99623')"
"('Q401N2', 'Q8IWT6')"
"('P47712', 'P35354')"
"('Q13133', 'Q13451')"
"('Q9BQ31', 'P07900')"
"('Q15560', 'Q8NCY6')"
"('P69905', 'P0DMV9')"
"('Q9NRC8', 'Q70CQ2')"
"('O15294', 'Q15750')"
"('Q7RTP6', 'Q99728')"
"('P06493', 'P30153')"
"('Q9NQW7', 'Q99426')"
"('P86479', 'Q15038')"
"('Q15058', 'Q9Y2I6')"
"('P24522', 'O14965')"
"('P68104', 'O95433')"
"('P62273', 'P62701')"
"('Q9Y3A0', 'Q9Y2S7')"
"('P48546', 'P63092')"
"('P06753', 'Q96LR2')"
"('Q8TBM8', 'P11142')"
"('O75717', 'Q9BPZ2')"
"('Q02643', 'P01286')"
"('Q9NY64', 'Q9BZP6')"
"('O75400', 'Q9BYD6')"
"('P63092', 'Q99459')"
"('Q9Y283', 'P0DP24')"
"('Q8N4C6', 'O14958')"
"('Q99704', 'P10747')"
"('P04637', 'Q15365')"
"('P05412', 'P60866')"
"('P48146', 'Q6A162')"
"('P01024', 'P02751')"
"('O95758', 'Q12800')"
"('P61604', 'P32456')"
"('O75461', 'P04745')"
"('P0DP24', 'Q13616')"
"('P38936', 'Q13526')"
"('Q9HCK8', 'Q9H6Z9')"
"('Q9P0N5', 'Q92504')"
"('P00533', 'Q38SD2')"
"('Q92747', 'O43852')"
"('O14508', 'O15524')"
"('Q9BWT7', 'Q8WV92')"
"('P04637', 'Q13315')"
"('Q9ULV4', 'P27694')"
"('Q9UHB6', 'Q14573')"
"('O43148', 'Q9BTL3')"
"('Q04864', 'Q13748')"
"('Q9UBU8', 'P25686')"
"('Q15910', 'Q7L775')"
"('P36873', 'O60359')"
"('Q5T753', 'Q9BYR2')"
"('Q99853', 'P60410')"
"('P59991', 'Q8NE01')"
"('Q49A26', 'Q08211')"
"('P46778', 'P42766')"
"('P08238', 'P21333')"
"('P05412', 'Q96JB3')"
"('P62753', 'P62249')"
"('O76021', 'Q14684')"
"('P55055', 'P25490')"
"('Q99972', 'P63261')"
"('P09471', 'Q9HC97')"
"('Q00325', 'Q5U5Q3')"
"('Q9Y316', 'Q15654')"
"('P06733', 'Q9HAU5')"
"('P13500', 'P49736')"
"('P04637', 'P26373')"
"('Q92794', 'Q5T7N2')"
"('Q9Y3M9', 'Q86Z20')"
"('Q14999', 'P22102')"
"('Q15742', 'P61758')"
"('Q96M29', 'Q96SF7')"
"('O60506', 'Q9H040')"
"('Q5HYA8', 'P28288')"
"('Q9UDW1', 'P21860')"
"('P78347', 'Q14781')"
"('Q93074', 'Q9Y2X0')"
"('P18085', 'P13804')"
"('P26358', 'Q13263')"
"('Q13263', 'P49427')"
"('P43699', 'P00519')"
"('Q99750', 'O43257')"
"('P62913', 'P82664')"
"('O75153', 'O95299')"
"('Q9H1I8', 'Q8IWL3')"
"('Q8WWV3', 'Q9UJY4')"
"('P15336', 'P04075')"
"('Q9UN37', 'Q9BQ15')"
"('P02671', 'Q9UPN9')"
"('Q14118', 'P05556')"
"('Q00403', 'P22087')"
"('P00533', 'Q9NR46')"
"('P27694', 'P35249')"
"('P0DP23', 'P08579')"
"('Q9BYG4', 'Q00722')"
"('O15371', 'P25398')"
"('O75558', 'Q9BQ89')"
"('P19838', 'P60891')"
"('O95166', 'Q13868')"
"('P33993', 'Q68D86')"
"('Q8WWB5', 'P12980')"
"('P40763', 'Q8WW38')"
"('P42574', 'P45983')"
"('Q13362', 'P10415')"
"('Q2KHR3', 'Q6W2J9')"
"('P22736', 'P60331')"
"('Q15287', 'Q9H7D7')"
"('Q9H3Q1', 'Q92599')"
"('P62952', 'Q86WV1')"
"('Q06323', 'P18206')"
"('Q9H2G9', 'Q86X19')"
"('P15336', 'Q9NR55')"
"('Q15323', 'Q6NYC8')"
"('P15927', 'O60921')"
"('Q16543', 'Q9H5Y7')"
"('Q9UIV1', 'O14965')"
"('Q9P0W2', 'P05067')"
"('P36873', 'P49790')"
"('P21281', 'Q6IAA8')"
"('P82933', 'O95478')"
"('P23142', 'O00555')"
"('Q3KNV8', 'Q9NQP4')"
"('Q14774', 'O75530')"
"('P09001', 'Q86TS9')"
"('Q15517', 'Q8IY92')"
"('Q9BYR8', 'Q15345')"
"('Q13263', 'Q14164')"
"('Q9BSJ2', 'Q96RT7')"
"('O75626', 'Q9UKT9')"
"('Q86Z20', 'P55040')"
"('Q7RTV0', 'P19338')"
"('Q96JC9', 'Q9NQ29')"
"('Q13427', 'Q13595')"
"('Q8TDR0', 'Q86VQ0')"
"('Q9NWQ4', 'Q14689')"
"('Q96GX1', 'O00767')"
"('P12931', 'Q08499')"
"('P53621', 'Q96FW1')"
"('Q5U5Q3', 'P25398')"
"('O95433', 'P54253')"
"('O75340', 'Q13561')"
"('P08581', 'P42681')"
"('Q9NRD1', 'O75533')"
"('P04629', 'Q6VY07')"
"('P48444', 'Q13573')"
"('Q00325', 'O95718')"
"('Q01130', 'P60981')"
"('A6NI73', 'P31994')"
"('P42167', 'O75530')"
"('Q9H7J1', 'P13807')"
"('P04629', 'Q5JTZ9')"
"('O60841', 'Q13131')"
"('P55072', 'O15265')"
"('P12236', 'Q9Y279')"
"('P50542', 'P38398')"
"('Q13127', 'Q8TAQ2')"
"('P24941', 'P61081')"
"('Q92889', 'Q9NX58')"
"('Q9Y4L5', 'P31946')"
"('P0DP23', 'Q9HCN6')"
"('Q12849', 'Q92665')"
"('Q96AP0', 'Q92900')"
"('P57772', 'Q9H9Y6')"
"('Q969G3', 'P19532')"
"('P55809', 'O94888')"
"('Q9Y3F4', 'P11310')"
"('Q8WUB8', 'O94805')"
"('Q5TAQ9', 'P61201')"
"('P26022', 'P48039')"
"('Q9NYY1', 'Q5VWK5')"
"('Q15366', 'P51991')"
"('Q9BSM1', 'Q2KHR3')"
"('Q9Y6K9', 'P52333')"
"('P10415', 'Q12982')"
"('P42574', 'Q99496')"
"('P19878', 'P08253')"
"('Q9UBS0', 'P23588')"
"('Q9Y463', 'P42771')"
"('Q5S007', 'P42568')"
"('O60763', 'Q13114')"
"('P05023', 'Q6NUN9')"
"('P17844', 'Q9H492')"
"('O60404', 'P62873')"
"('Q96MT8', 'O94972')"
"('P05013', 'P16471')"
"('O75925', 'Q9Y4K3')"
"('P01023', 'Q9Y285')"
"('P51784', 'P36897')"
"('O00571', 'O14980')"
"('Q02880', 'P29590')"
"('Q6Y288', 'Q15717')"
"('Q04206', 'P01571')"
"('Q2KHM9', 'O15078')"
"('Q9NXC2', 'P60410')"
"('O15131', 'P13716')"
"('P14324', 'Q32P51')"
"('O60331', 'Q86VI4')"
"('P02452', 'P23229')"
"('P11047', 'P25391')"
"('O43463', 'P51608')"
"('O94864', 'Q96BN2')"
"('P35613', 'Q86TM6')"
"('P08708', 'Q00839')"
"('P52732', 'Q14203')"
"('Q14161', 'O95619')"
"('Q99598', 'Q01081')"
"('Q13813', 'P35544')"
"('P50222', 'Q9BYR5')"
"('P61160', 'P27797')"
"('O60260', 'P49281')"
"('P20036', 'P01892')"
"('P51659', 'Q16740')"
"('Q8NC67', 'Q6UX41')"
"('Q9BYR3', 'Q5TA81')"
"('Q9NVH6', 'Q9NWA0')"
"('Q9BUF5', 'O43865')"
"('P07900', 'Q9Y616')"
"('Q93062', 'O95231')"
"('Q6PKC3', 'Q9UBX7')"
"('O43731', 'Q8WVE6')"
"('P05412', 'O60341')"
"('P49286', 'P59768')"
"('P84103', 'P49759')"
"('Q15287', 'Q8IWX8')"
"('P40425', 'Q96GN5')"
"('Q8NGN2', 'P62873')"
"('Q13490', 'P20333')"
"('P19883', 'P03950')"
"('O60684', 'Q9Y6K9')"
"('Q6VN20', 'P46934')"
"('Q96A08', 'Q8WVZ9')"
"('Q96EP5', 'Q96J02')"
"('Q14164', 'P14314')"
"('P27658', 'O43559')"
"('Q13127', 'P53350')"
"('P09131', 'Q9BX66')"
"('P09430', 'P37231')"
"('P49720', 'Q14164')"
"('P48736', 'P11049')"
"('P12035', 'Q6ZUJ4')"
"('P50990', 'P24941')"
"('P02751', 'P23142')"
"('P10276', 'O43463')"
"('Q92930', 'P62834')"
"('P17612', 'P20020')"
"('P01569', 'Q9UHI8')"
"('P16989', 'Q14684')"
"('P40337', 'P68371')"
"('Q9Y262', 'P05362')"
"('Q8N122', 'O00141')"
"('P32121', 'Q96B67')"
"('P09651', 'P61204')"
"('Q96NC0', 'P14921')"
"('P78371', 'Q9BXA6')"
"('P05161', 'P17947')"
"('Q96FX7', 'Q86VN1')"
"('P62805', 'P63279')"
"('P08754', 'P80303')"
"('Q03405', 'P49641')"
"('Q14160', 'P19320')"
"('Q9H3P7', 'P78382')"
"('Q6IEY1', 'P38405')"
"('Q9H4B7', 'Q92905')"
"('P54257', 'P34932')"
"('Q8NER1', 'O95295')"
"('P15336', 'P99999')"
"('P54578', 'Q9Y371')"
"('Q9ULK5', 'O94806')"
"('Q15717', 'Q8N5X7')"
"('Q03013', 'Q8IXH7')"
"('Q99584', 'Q86XR8')"
"('O15198', 'Q01082')"
"('P61221', 'Q16891')"
"('Q86T82', 'P14635')"
"('O94855', 'Q9BV44')"
"('P23497', 'Q6KC79')"
"('Q86WV1', 'P62993')"
"('Q6DKI7', 'Q15005')"
"('Q06330', 'Q9UK32')"
"('Q9Y3D0', 'Q7Z7A3')"
"('A6NHQ2', 'Q92731')"
"('Q9P015', 'P20823')"
"('O75477', 'Q9UKV5')"
"('Q9H1D9', 'P62875')"
"('P10767', 'P22607')"
"('O43852', 'P00533')"
"('P59780', 'Q7Z6Z7')"
"('P17600', 'Q9HC10')"
"('P41223', 'P62081')"
"('Q9BVA1', 'P04629')"
"('P08238', 'P11142')"
"('Q08379', 'P04259')"
"('O00264', 'O15503')"
"('Q86V42', 'Q96SB4')"
"('Q8NBB4', 'Q9Y2L8')"
"('P07355', 'P62993')"
"('P55072', 'O75815')"
"('P10644', 'Q9Y2D5')"
"('Q6VMQ6', 'P29590')"
"('Q92734', 'Q6IA69')"
"('O14764', 'Q9UMX0')"
"('P52732', 'Q13416')"
"('P69849', 'P49917')"
"('P56381', 'P30042')"
"('O95198', 'P49760')"
"('Q5SQN1', 'Q8N137')"
"('P05067', 'Q9UNE7')"
"('Q08050', 'Q9Y2R4')"
"('Q8IXZ2', 'Q9HAN9')"
"('P12757', 'Q12873')"
"('Q9H2G4', 'Q5T6S3')"
"('O00116', 'P49736')"
"('P54709', 'Q8N8J7')"
"('Q00325', 'Q53GQ0')"
"('Q92636', 'P50552')"
"('Q13368', 'Q15393')"
"('Q12931', 'Q8N693')"
"('P23527', 'P32121')"
"('O77932', 'Q96C12')"
"('Q13148', 'Q13347')"
"('Q9GZQ8', 'P35268')"
"('Q96PK6', 'P35226')"
"('O43502', 'O75771')"
"('P05412', 'P53992')"
"('Q5T753', 'P60410')"
"('Q6P1N9', 'O14756')"
"('Q96CW5', 'Q9Y5B8')"
"('Q6P988', 'Q93097')"
"('Q14146', 'P20700')"
"('Q8NI36', 'Q9BYG3')"
"('P08571', 'Q68CP9')"
"('Q71DI3', 'Q9NQS7')"
"('Q99598', 'Q99633')"
"('Q13098', 'Q13616')"
"('Q8WYA0', 'Q96LB3')"
"('P23258', 'P62277')"
"('Q06190', 'P62955')"
"('Q9NRC8', 'Q8WUM0')"
"('P09382', 'A8MVW5')"
"('P60328', 'P09619')"
"('Q9NP77', 'Q9UKF6')"
"('P46094', 'P52333')"
"('Q07817', 'Q12981')"
"('P52655', 'Q8IYA7')"
"('P02462', 'Q9HCN6')"
"('Q9H1J7', 'O60353')"
"('Q9P0W2', 'O95359')"
"('P27695', 'P78396')"
"('P28370', 'P61244')"
"('Q6UY14', 'Q9UBL6')"
"('Q9UQN3', 'Q9NYB0')"
"('Q14103', 'Q08211')"
"('P35251', 'Q04206')"
"('Q01094', 'P03372')"
"('Q96RN5', 'Q9NVC6')"
"('Q96ST3', 'Q96AE4')"
"('O95760', 'P24158')"
"('Q96PK6', 'O75533')"
"('Q96T76', 'A1L0T0')"
"('Q13042', 'P38398')"
"('P52732', 'O94973')"
"('P01106', 'P78559')"
"('Q92624', 'Q5I0X4')"
"('P41218', 'Q14257')"
"('Q9NQR4', 'P50897')"
"('Q05639', 'Q16543')"
"('Q9P104', 'Q7L591')"
"('Q96AP0', 'Q7Z2X7')"
"('Q9NUX5', 'Q9Y3X0')"
"('O96019', 'P41279')"
"('Q96K37', 'Q96IP4')"
"('O43815', 'Q8TBB1')"
"('Q9Y4A5', 'Q92831')"
"('Q8NAP3', 'Q13428')"
"('Q00987', 'P61978')"
"('P35998', 'Q9Y5K5')"
"('Q9BYQ4', 'Q9BYR7')"
"('P45984', 'Q9BQQ3')"
"('Q9BRX9', 'P41182')"
"('Q7L523', 'O95639')"
"('Q9NRR5', 'Q9UMX0')"
"('P25705', 'P60484')"
"('P17096', 'Q6UX04')"
"('Q8IY21', 'Q9BQS8')"
"('Q8ND90', 'Q9NRE2')"
"('P35637', 'Q969F2')"
"('Q8NE01', 'O75365')"
"('P22694', 'Q99996')"
"('P46108', 'P20774')"
"('P31689', 'P35558')"
"('Q02878', 'O60216')"
"('P11836', 'P25942')"
"('Q15018', 'P62993')"
"('O43615', 'P55072')"
"('Q8IYI6', 'P05783')"
"('O95071', 'P55072')"
"('Q01201', 'P11021')"
"('P04629', 'Q9Y6J9')"
"('Q9Y2G2', 'Q5VUA4')"
"('P53611', 'P62070')"
"('Q9BQE3', 'Q9UBN7')"
"('O76003', 'Q15323')"
"('Q99459', 'Q7Z7F0')"
"('P49642', 'Q8WWY8')"
"('Q9Y6E7', 'P41250')"
"('P05141', 'P62244')"
"('O43609', 'Q9BYQ4')"
"('P68104', 'Q9NX70')"
"('O95231', 'P07498')"
"('Q13451', 'P06737')"
"('O76064', 'Q12888')"
"('P26368', 'P04843')"
"('P51572', 'P15927')"
"('P46940', 'Q00610')"
"('Q13616', 'P38936')"
"('Q9H4A6', 'Q99471')"
"('O75530', 'Q8NBS9')"
"('P53350', 'Q6UXH1')"
"('P46063', 'Q99848')"
"('O75665', 'Q96C92')"
"('O00425', 'P07814')"
"('P01889', 'P12004')"
"('Q00987', 'Q6P2E9')"
"('P10275', 'Q13976')"
"('Q8TAU3', 'Q9HAQ2')"
"('P00519', 'O60271')"
"('Q2TAK8', 'Q93034')"
"('Q00839', 'Q8ND56')"
"('Q00013', 'Q9NYL2')"
"('P21281', 'P61421')"
"('O75251', 'P56556')"
"('Q13617', 'Q7Z569')"
"('Q6NZI2', 'Q3SY00')"
"('P46778', 'P06748')"
"('P09884', 'P14635')"
"('Q13616', 'Q16204')"
"('P47985', 'Q92887')"
"('Q9BW85', 'Q9NWT6')"
"('P68104', 'P11142')"
"('P61221', 'O76071')"
"('Q8IUH5', 'Q969H4')"
"('Q15370', 'Q9H0E3')"
"('P27824', 'Q06136')"
"('Q9Y496', 'P13569')"
"('Q96HL8', 'O15156')"
"('O43934', 'O43889')"
"('P28482', 'Q9UHA4')"
"('O43586', 'Q63ZY3')"
"('P61106', 'P05067')"
"('P30480', 'Q9UKK9')"
"('Q9UBB4', 'P11142')"
"('Q9NWX5', 'Q96JM7')"
"('P48730', 'P56817')"
"('Q9NRM7', 'Q9P266')"
"('O14640', 'Q9H2H0')"
"('Q13191', 'Q16695')"
"('O43542', 'Q8N302')"
"('P22694', 'O95006')"
"('O95163', 'P55036')"
"('P11686', 'P26715')"
"('Q9P283', 'Q16637')"
"('Q9BRX5', 'P55060')"
"('Q6UXZ3', 'P04155')"
"('O95721', 'Q9GZM8')"
"('Q9UMS4', 'P25787')"
"('P49207', 'P23396')"
"('O60814', 'P33992')"
"('Q9NUQ3', 'Q96HH9')"
"('P20618', 'Q9UL46')"
"('Q92620', 'P22626')"
"('Q8IVT5', 'Q9Y3Z3')"
"('Q92636', 'P17987')"
"('P09884', 'Q9BRT9')"
"('Q9Y2W1', 'Q06455')"
"('P14770', 'P07948')"
"('Q9NZD8', 'Q96GS4')"
"('Q9P0J0', 'O96000')"
"('Q96HE9', 'Q7L2E3')"
"('P62140', 'P41218')"
"('Q86XS8', 'Q9H832')"
"('P51648', 'P08473')"
"('P84022', 'Q14974')"
"('Q9UET6', 'P49720')"
"('Q9Y3C5', 'Q96PU5')"
"('P25788', 'Q5RKV6')"
"('Q9NVI7', 'Q86XR8')"
"('Q9NQ11', 'Q9NPA0')"
"('P11388', 'Q08945')"
"('O95409', 'Q9H9S0')"
"('P57729', 'P05067')"
"('Q86Y56', 'Q9UBU9')"
"('P46108', 'Q9NP31')"
"('Q8NGB8', 'Q9P2W3')"
"('P10275', 'P62826')"
"('Q14831', 'Q9UBI6')"
"('Q8IY31', 'Q96LB3')"
"('P35442', 'P08514')"
"('Q96B97', 'P62993')"
"('P08700', 'P23458')"
"('Q15758', 'Q9NX18')"
"('Q9Y217', 'P13631')"
"('Q9Y3D3', 'Q9Y5J5')"
"('Q9BSI4', 'Q15785')"
"('Q96EB6', 'P62807')"
"('Q15834', 'Q8TAU3')"
"('O43889', 'Q96BA8')"
"('P49736', 'O43707')"
"('O15078', 'Q86YT6')"
"('P49841', 'Q9NYF8')"
"('P31946', 'Q12802')"
"('Q15691', 'Q66GS9')"
"('Q15326', 'O75461')"
"('Q6NSJ2', 'Q9NS73')"
"('Q13613', 'Q96GD4')"
"('P04792', 'Q9P243')"
"('P22695', 'O75489')"
"('Q96FW1', 'P63313')"
"('P58005', 'P54619')"
"('Q05513', 'P55211')"
"('P09651', 'O00571')"
"('Q96GX9', 'O14727')"
"('Q8NH03', 'P62873')"
"('Q15717', 'Q15233')"
"('Q01094', 'P42771')"
"('Q8TAQ2', 'O75381')"
"('Q9GZS3', 'O14980')"
"('Q75T13', 'Q9UN42')"
"('P18827', 'P23526')"
"('Q00610', 'Q9HCE7')"
"('P54687', 'Q8NG27')"
"('P49207', 'P18077')"
"('Q567U6', 'P05412')"
"('Q99743', 'P51449')"
"('Q08379', 'Q9NVE4')"
"('Q9BW61', 'Q8N5D0')"
"('B2RXF5', 'Q13064')"
"('P17181', 'O60674')"
"('P51451', 'Q96N16')"
"('Q9UBL3', 'Q6DN03')"
"('P78380', 'P17987')"
"('P49407', 'Q6IF99')"
"('P07942', 'P06756')"
"('P46934', 'Q16621')"
"('P45983', 'Q8N1F8')"
"('Q969H8', 'P15336')"
"('Q71U36', 'Q9HCK5')"
"('Q9H0I2', 'Q6PI77')"
"('P05067', 'Q99618')"
"('P28340', 'P42331')"
"('P53621', 'P00533')"
"('Q16270', 'Q9Y3E7')"
"('Q63ZY6', 'P20963')"
"('P33993', 'Q14999')"
"('P35249', 'P52272')"
"('Q9NQX4', 'Q27J81')"
"('Q13618', 'Q15149')"
"('Q9NRA1', 'P08069')"
"('O60675', 'P04637')"
"('Q8TBC3', 'Q13526')"
"('Q13627', 'Q05193')"
"('Q9Y3A5', 'Q7Z2Z2')"
"('Q9P2D1', 'Q68CP9')"
"('P47897', 'P24941')"
"('Q9BRT8', 'P51957')"
"('P09874', 'P31943')"
"('Q9H0Y0', 'Q9H1Y0')"
"('P83881', 'Q9H4B6')"
"('P13639', 'P62701')"
"('O15544', 'Q7Z4N8')"
"('Q969G3', 'P06401')"
"('Q9HCD6', 'Q5VZ89')"
"('Q9UBV2', 'O75460')"
"('P17252', 'P62879')"
"('P67936', 'A7E2Y1')"
"('P04083', 'Q9NZC7')"
"('Q01968', 'Q10567')"
"('P63279', 'P46940')"
"('P25054', 'O14490')"
"('Q96LR2', 'Q8NEF3')"
"('Q9NZM3', 'O75044')"
"('P27361', 'Q13444')"
"('Q9BZC1', 'P05067')"
"('P08238', 'Q92615')"
"('Q13064', 'Q96MT4')"
"('Q8N3L3', 'O76011')"
"('Q9BUQ8', 'P15927')"
"('P21860', 'Q06124')"
"('P12814', 'P47755')"
"('Q13510', 'O95714')"
"('P31947', 'P30305')"
"('P08908', 'P28222')"
"('P19338', 'O00287')"
"('O15344', 'P07437')"
"('P62851', 'P39019')"
"('P07900', 'Q5T447')"
"('Q99594', 'P46937')"
"('Q8TCJ2', 'Q04941')"
"('Q96HH9', 'P16442')"
"('Q12830', 'Q69YN4')"
"('P82970', 'O43818')"
"('Q9GZM8', 'Q9ULM2')"
"('Q01484', 'Q8N960')"
"('P02751', 'Q9H0S4')"
"('P29459', 'P10912')"
"('Q8IXI1', 'Q8IWL3')"
"('P60228', 'Q9HC44')"
"('P61353', 'Q53F19')"
"('Q86VU5', 'O14893')"
"('Q15717', 'P58511')"
"('O96017', 'Q9BYZ6')"
"('Q9NYB9', 'Q5T5P2')"
"('O15056', 'P55157')"
"('Q96JP5', 'P49450')"
"('Q9NUJ3', 'Q9BVA1')"
"('Q7LFX5', 'P15822')"
"('P84022', 'Q04206')"
"('Q9UL45', 'O75558')"
"('P12544', 'P13010')"
"('O15160', 'Q9GZS1')"
"('Q9UDY2', 'Q3KNW1')"
"('P53041', 'Q03113')"
"('P35080', 'Q9Y4K3')"
"('P48444', 'Q99459')"
"('Q96AP4', 'Q9UBY8')"
"('Q8WWY3', 'Q13107')"
"('Q4ZIN3', 'O94905')"
"('P04792', 'Q9H0K1')"
"('P26196', 'P05412')"
"('O75251', 'Q16718')"
"('P07355', 'P47712')"
"('Q8IWL3', 'P08236')"
"('Q9NRL3', 'Q9BVG4')"
"('Q9UGP4', 'O95561')"
"('P46108', 'O60496')"
"('P61289', 'Q13200')"
"('Q96GN5', 'P43246')"
"('O14544', 'Q13480')"
"('Q9UER7', 'Q13114')"
"('Q9UHD9', 'P0C7M6')"
"('P01106', 'Q16540')"
"('Q9P2F8', 'Q9Y2I6')"
"('Q9C005', 'Q9Y5Z7')"
"('P31946', 'Q6NZY4')"
"('P04629', 'P50570')"
"('Q9BW85', 'Q9C019')"
"('Q9NRD1', 'Q8WUM0')"
"('Q29RF7', 'O75365')"
"('Q9BRS2', 'Q8N128')"
"('Q9H9Z2', 'Q7KZF4')"
"('Q13148', 'P46778')"
"('Q5T751', 'P32242')"
"('Q13107', 'Q92556')"
"('O43324', 'Q9BTE0')"
"('Q05519', 'Q9Y2W1')"
"('Q8ND90', 'Q7Z7H8')"
"('O75563', 'P48023')"
"('O75569', 'Q8WTT2')"
"('O15516', 'P62140')"
"('O43242', 'P25788')"
"('Q96CA5', 'Q63ZY3')"
"('Q8WW22', 'P62195')"
"('Q8TAQ2', 'P31749')"
"('Q16891', 'Q99816')"
"('Q8N6L1', 'P46977')"
"('P17252', 'P55055')"
"('Q7Z2E3', 'Q9BSW7')"
"('Q5T5B0', 'O76081')"
"('Q15170', 'Q6UVJ0')"
"('P55795', 'Q99698')"
"('O14796', 'Q8TAK6')"
"('Q9P258', 'P51858')"
"('P52597', 'Q96LI6')"
"('Q05086', 'Q96JN8')"
"('P46379', 'P63027')"
"('Q07817', 'Q9H6X2')"
"('Q8IXM2', 'Q6UXN9')"
"('P10275', 'Q9P2W1')"
"('Q04759', 'Q9BWT7')"
"('P35226', 'P68431')"
"('P62081', 'P42766')"
"('O95433', 'Q13838')"
"('P62263', 'P84098')"
"('Q5VWQ8', 'Q969H0')"
"('P78368', 'Q99835')"
"('P16284', 'P61073')"
"('P15884', 'P63279')"
"('P02511', 'Q9HB75')"
"('P17931', 'P62736')"
"('O43918', 'P23527')"
"('Q4J6C6', 'P42765')"
"('O95503', 'Q3KNV8')"
"('Q9BX59', 'A8MQ03')"
"('P78543', 'Q9UKT8')"
"('Q15149', 'O96028')"
"('Q96FW1', 'Q96A49')"
"('Q5VY43', 'P43403')"
"('Q9HAW8', 'Q92817')"
"('O94913', 'Q13573')"
"('P29590', 'Q6ZNA4')"
"('O95273', 'Q8N393')"
"('P05023', 'Q86X19')"
"('P61224', 'Q9Y2T2')"
"('P16104', 'P38646')"
"('P24539', 'Q96HJ9')"
"('P13385', 'Q9NWU2')"
"('P05000', 'Q13651')"
"('P10145', 'P98066')"
"('O00488', 'Q96D03')"
"('P22301', 'Q08334')"
"('Q9HCH0', 'O75449')"
"('Q99459', 'Q9NY15')"
"('Q8IVT5', 'Q9Y3M8')"
"('P49639', 'Q96MU5')"
"('Q6A162', 'P29972')"
"('Q9UNX3', 'P62424')"
"('Q13813', 'Q01844')"
"('Q9NYG5', 'Q8WWL7')"
"('Q99627', 'P78406')"
"('Q9P2G3', 'P07900')"
"('Q9P0L0', 'P04844')"
"('P04114', 'Q8IZM9')"
"('Q9BRJ2', 'Q07021')"
"('Q71F23', 'Q9HAU5')"
"('P27105', 'O94905')"
"('P29376', 'P18031')"
"('Q9Y698', 'Q14571')"
"('P16333', 'Q9UHD2')"
"('P61254', 'P62633')"
"('P62136', 'Q6NXS1')"
"('P47755', 'Q14643')"
"('Q13619', 'Q8WV16')"
