negatives
"('O95429', 'Q6PL18')"
"('O00631', 'P16615')"
"('P19022', 'Q9BWV1')"
"('Q9H9D4', 'Q9UDV6')"
"('P51532', 'P04629')"
"('P24928', 'Q9Y6Y0')"
"('P12830', 'P00338')"
"('Q96HA8', 'Q96IK5')"
"('Q9H497', 'Q96E52')"
"('Q9UKV8', 'Q13547')"
"('P55209', 'P0C862')"
"('P25963', 'Q16539')"
"('P17612', 'Q8NGF9')"
"('Q9UQL6', 'Q9Y478')"
"('P22694', 'Q8NG78')"
"('P02751', 'Q9NYJ8')"
"('P45983', 'Q04206')"
"('O15514', 'P62875')"
"('P02751', 'P00751')"
"('O75533', 'P62330')"
"('Q9UHD9', 'Q9H596')"
"('O95817', 'Q14146')"
"('P25490', 'O75530')"
"('P12830', 'Q9NW97')"
"('Q92905', 'P63173')"
"('Q16637', 'P09382')"
"('P09382', 'P16871')"
"('Q8TAP6', 'Q9Y3D3')"
"('Q9Y5V3', 'O75593')"
"('Q13617', 'Q13310')"
"('Q96PU5', 'Q99576')"
"('Q15853', 'Q12974')"
"('Q9NVL8', 'Q9Y2D8')"
"('O75386', 'Q9P2L0')"
"('Q9Y5Z7', 'P68431')"
"('Q7Z589', 'Q15326')"
"('Q8NH41', 'P38405')"
"('Q99496', 'P23921')"
"('O95229', 'Q9NYL2')"
"('Q15811', 'P29323')"
"('Q5SQS8', 'P50222')"
"('Q8NHG8', 'O15084')"
"('Q9Y3U8', 'P62888')"
"('Q9P2P5', 'O75676')"
"('Q99750', 'Q7Z794')"
"('P35813', 'Q9H6Z4')"
"('Q9Y5K5', 'P62805')"
"('P25205', 'A2A3N6')"
"('P42224', 'O43175')"
"('O75360', 'Q9NWC5')"
"('O43251', 'P03372')"
"('Q12929', 'Q92738')"
"('Q9Y4X5', 'P04792')"
"('P56524', 'Q01850')"
"('Q9Y5M8', 'Q86Y07')"
"('P17693', 'O15533')"
"('Q12834', 'Q14532')"
"('P49901', 'P05187')"
"('P15529', 'P12931')"
"('Q96EQ0', 'P09681')"
"('Q8IVT5', 'Q53EZ4')"
"('Q9H2A7', 'P49682')"
"('Q96SB3', 'P35368')"
"('P48163', 'P52799')"
"('P67809', 'O75400')"
"('Q99714', 'P26599')"
"('Q96BD5', 'O60711')"
"('P0DMU8', 'O43889')"
"('Q9BUN8', 'P53396')"
"('Q8WYH8', 'O75528')"
"('O95696', 'Q96KM6')"
"('Q8IYB3', 'Q15233')"
"('P54709', 'P27105')"
"('Q9BYD1', 'Q8IXM3')"
"('P20023', 'P15391')"
"('Q9Y247', 'Q08AM6')"
"('P17252', 'O14775')"
"('P01889', 'O15067')"
"('P11441', 'P07195')"
"('Q9NR33', 'O75478')"
"('P61006', 'Q92930')"
"('O00560', 'P55273')"
"('P04792', 'P13569')"
"('P52209', 'P52888')"
"('Q96EQ0', 'Q03692')"
"('O75771', 'Q8TDG4')"
"('Q8NGR3', 'P62873')"
"('Q6FI13', 'Q5VTR2')"
"('Q5U651', 'O95817')"
"('Q9H0H0', 'Q75QN2')"
"('O15265', 'Q14CW9')"
"('Q9NRD1', 'Q15904')"
"('P20226', 'Q9H467')"
"('Q9BZR9', 'P21580')"
"('Q96SB3', 'Q13263')"
"('P27348', 'O95793')"
"('Q14978', 'P67870')"
"('Q6L8H1', 'A8MQ03')"
"('P35637', 'Q15287')"
"('Q9NYA3', 'P54646')"
"('P04156', 'P55347')"
"('Q5UE93', 'P31751')"
"('P01137', 'Q4ZG55')"
"('Q9Y691', 'Q12791')"
"('Q14764', 'O43586')"
"('P17861', 'Q16665')"
"('P05452', 'P20073')"
"('Q96BN8', 'Q9BYM8')"
"('P35240', 'Q14008')"
"('P62829', 'P62910')"
"('Q92569', 'P60953')"
"('Q15759', 'O75582')"
"('P50570', 'Q7Z3C6')"
"('Q00839', 'P29966')"
"('O43920', 'O96000')"
"('P35579', 'P04114')"
"('Q29RF7', 'P58753')"
"('P05107', 'Q14289')"
"('Q8IZL8', 'P50591')"
"('Q99731', 'P32302')"
"('P04629', 'Q96T60')"
"('P23229', 'Q14315')"
"('P61964', 'Q99880')"
"('Q9C002', 'Q8NI60')"
"('Q9BR76', 'Q9UN81')"
"('Q96B23', 'P63165')"
"('P43628', 'Q06124')"
"('Q6PKG0', 'Q9H8V3')"
"('Q8N3V7', 'Q96PE2')"
"('Q13595', 'Q13310')"
"('P63261', 'O75578')"
"('P02760', 'P07858')"
"('O96020', 'Q9UJX5')"
"('P62714', 'P52790')"
"('Q13619', 'P30153')"
"('P17844', 'Q6PJ61')"
"('Q02809', 'P55795')"
"('Q15038', 'Q15025')"
"('P49736', 'Q15005')"
"('O75676', 'Q9P2P5')"
"('Q7Z460', 'Q71U36')"
"('O00422', 'Q16629')"
"('Q04864', 'P34932')"
"('Q9H7P9', 'Q08043')"
"('Q96BD5', 'Q15717')"
"('Q9Y597', 'O75044')"
"('Q12873', 'Q9NS87')"
"('Q08752', 'P07437')"
"('Q92834', 'P68371')"
"('Q9BYV6', 'Q15393')"
"('P62834', 'P48039')"
"('Q9Y606', 'Q5BKU9')"
"('P13010', 'Q13464')"
"('P63096', 'O43665')"
"('P05386', 'P39023')"
"('Q8N1L9', 'O75618')"
"('Q9NSI6', 'Q9UKG1')"
"('Q9GZT8', 'Q8TDM5')"
"('Q9BZI7', 'O14980')"
"('Q9Y6X9', 'P56524')"
"('O60216', 'Q9Y237')"
"('Q9UHV7', 'Q969H0')"
"('Q96EY4', 'Q9GZQ8')"
"('Q13526', 'P37198')"
"('Q9Y4E8', 'P33991')"
"('Q92585', 'O60341')"
"('Q96BY7', 'Q16670')"
"('P12931', 'Q06418')"
"('Q9UBF1', 'Q15326')"
"('Q13618', 'Q99848')"
"('O60814', 'Q9C005')"
"('Q9HCM3', 'Q9P267')"
"('Q2NL82', 'Q13895')"
"('Q9H4Z2', 'Q8N163')"
"('Q9UBL3', 'Q13432')"
"('Q13315', 'P46531')"
"('Q9HAW4', 'O95714')"
"('Q14802', 'Q8NC51')"
"('Q9NUQ3', 'Q9Y2D8')"
"('Q96L34', 'Q8N122')"
"('Q9UNE7', 'O75426')"
"('P08133', 'Q93034')"
"('Q96ST8', 'O14639')"
"('P26599', 'Q86SJ2')"
"('Q05513', 'O00206')"
"('P05231', 'Q6N021')"
"('P62308', 'P62318')"
"('P14635', 'Q02539')"
"('Q9BUN8', 'O75915')"
"('O75151', 'Q16695')"
"('Q06187', 'Q9NR96')"
"('Q13315', 'Q8TDI0')"
"('Q6PJI9', 'Q8WTW4')"
"('Q9H6Y7', 'Q9UNA3')"
"('Q15438', 'P36406')"
"('P22612', 'P61586')"
"('Q16543', 'Q13084')"
"('Q01201', 'Q15233')"
"('Q15165', 'Q9Y274')"
"('P14649', 'P0DP23')"
"('Q9BV73', 'Q6Y7W6')"
"('O15111', 'P61353')"
"('Q13409', 'Q9Y6G9')"
"('P62241', 'P30050')"
"('Q08211', 'Q5T7N2')"
"('P43243', 'P51991')"
"('P50990', 'P45983')"
"('Q13432', 'O75582')"
"('P50148', 'O15496')"
"('Q9UG63', 'Q9H0W5')"
"('Q96FW1', 'P51668')"
"('Q09028', 'P60033')"
"('Q05209', 'P10721')"
"('Q13813', 'O43390')"
"('Q9BTE1', 'P42025')"
"('Q86VR2', 'Q08722')"
"('P15311', 'Q6ZVD8')"
"('Q9BXY8', 'O15496')"
"('Q9UNS2', 'P01889')"
"('P04150', 'Q969G3')"
"('O75530', 'P35908')"
"('Q9Y613', 'Q8WXH0')"
"('P56524', 'P63104')"
"('P58340', 'Q8NG31')"
"('P07910', 'P63279')"
"('Q16537', 'O43399')"
"('Q9UK22', 'Q96QV1')"
"('P12814', 'P35232')"
"('Q9H307', 'Q9UQ35')"
"('Q9H0F5', 'P51668')"
"('Q16665', 'Q6GQQ9')"
"('P62995', 'Q9NY27')"
"('Q01844', 'O75438')"
"('P61289', 'Q9UQ90')"
"('P35240', 'O75131')"
"('Q5T754', 'Q5TA77')"
"('Q96HF1', 'Q14332')"
"('P05787', 'Q16539')"
"('P60410', 'Q06418')"
"('P13645', 'O75364')"
"('O75385', 'Q96KP1')"
"('Q9BUL8', 'P18206')"
"('Q53LP3', 'P61962')"
"('P30101', 'Q13177')"
"('P30876', 'P62487')"
"('P12931', 'Q6UN15')"
"('Q16539', 'Q07352')"
"('P61289', 'P62333')"
"('Q7L5Y6', 'P08238')"
"('Q9HCG1', 'P48059')"
"('Q92624', 'Q5I0X4')"
"('Q9Y2U8', 'O43291')"
"('P25791', 'Q15038')"
"('Q9Y333', 'Q8TBB1')"
"('Q13596', 'P41250')"
"('Q13813', 'P60520')"
"('P53420', 'O00339')"
"('Q9H1R3', 'P08590')"
"('Q9BTC8', 'Q86YP4')"
"('A6NEM1', 'Q9BQ89')"
"('P33991', 'Q9Y5N6')"
"('Q14833', 'O95467')"
"('Q09028', 'Q6ZN18')"
"('Q92831', 'Q9UBS0')"
"('Q92985', 'P01566')"
"('Q13098', 'Q13568')"
"('P53365', 'P08779')"
"('Q13619', 'Q16543')"
"('P04908', 'P09651')"
"('Q92905', 'O14654')"
"('Q92615', 'Q16666')"
"('Q9BQA1', 'Q15366')"
"('Q14697', 'P48634')"
"('P20749', 'O15379')"
"('Q99496', 'Q9NTW7')"
"('P17181', 'P49427')"
"('O14775', 'P50150')"
"('P57740', 'O14980')"
"('A1A4S6', 'P84095')"
"('Q96RU2', 'Q9Y2K6')"
"('O00463', 'O43353')"
"('Q15717', 'P55197')"
"('Q9UKB1', 'P18848')"
"('P62854', 'P53007')"
"('Q7L5N1', 'P20073')"
"('Q9Y6K9', 'Q96EY1')"
"('P52945', 'Q8NHW3')"
"('Q13596', 'Q9Y333')"
"('P59768', 'P04899')"
"('P11387', 'P84243')"
"('P61006', 'O95299')"
"('Q96HB5', 'O14964')"
"('Q8N122', 'Q16531')"
"('P46087', 'O00567')"
"('P00533', 'Q13363')"
"('P12882', 'P11171')"
"('Q9NQW7', 'P04629')"
"('P61160', 'Q969H0')"
"('Q9Y657', 'Q08945')"
"('Q9BPW4', 'Q8TBB1')"
"('Q6P1W5', 'Q96MA1')"
"('P42677', 'P08865')"
"('P22681', 'P02538')"
"('P16298', 'Q9H992')"
"('P35221', 'Q9H0H5')"
"('Q06609', 'O15457')"
"('O95433', 'P23588')"
"('O00459', 'Q92835')"
"('P40692', 'Q96PP4')"
"('Q969G3', 'Q9HCU9')"
"('P10276', 'P21127')"
"('P33897', 'P35613')"
"('Q96N95', 'Q6R2W3')"
"('P17040', 'Q6UWP8')"
"('O00308', 'Q16630')"
"('Q9BYS1', 'Q5TCM9')"
"('Q07021', 'Q96C28')"
"('O95271', 'O75298')"
"('P08238', 'Q9UBZ9')"
"('P62993', 'Q99952')"
"('P04844', 'P01106')"
"('Q15654', 'Q86VV4')"
"('P68104', 'P33316')"
"('P51808', 'Q9Y6G9')"
"('P54725', 'Q15008')"
"('P51610', 'Q13263')"
"('P08238', 'Q15303')"
"('Q7Z698', 'P59991')"
"('Q99496', 'P35326')"
"('Q6UN15', 'Q9P2I0')"
"('Q16539', 'Q3SXY8')"
"('P25963', 'Q96EY1')"
"('Q8NAP8', 'Q9UK45')"
"('Q9NZ81', 'O95379')"
"('Q5T200', 'Q9ULK4')"
"('Q15287', 'P61289')"
"('Q9NVR5', 'P20340')"
"('P35226', 'Q5T200')"
"('O15551', 'O95484')"
"('Q9Y4P1', 'P31946')"
"('O43396', 'P60896')"
"('Q96CV9', 'P54845')"
"('Q9UGM3', 'Q659A1')"
"('Q96LR2', 'O95721')"
"('P28221', 'Q9UBI6')"
"('P15880', 'P61513')"
"('Q8NBJ4', 'Q5T215')"
"('Q9H3U1', 'Q8TCJ0')"
"('Q15233', 'O00213')"
"('P60900', 'P20810')"
"('Q9UII4', 'Q14457')"
"('Q9NZD8', 'Q9P0T4')"
"('O60936', 'O95302')"
"('P78527', 'Q9UGP5')"
"('P25788', 'P01889')"
"('Q15435', 'Q96AY3')"
"('P43251', 'Q96T91')"
"('P53041', 'O95433')"
"('P31321', 'P13682')"
"('P62266', 'P61353')"
"('Q02878', 'P07814')"
"('Q9BSY4', 'Q0VD86')"
"('P35580', 'P19105')"
"('Q14807', 'Q8IUQ4')"
"('P35453', 'O15353')"
"('O95786', 'P62987')"
"('P19338', 'Q92597')"
"('Q9NY93', 'Q9NY61')"
"('P43405', 'Q96P20')"
"('Q8N808', 'Q14194')"
"('A6NC98', 'Q99816')"
"('Q05952', 'P17252')"
"('Q68D86', 'Q96HB5')"
"('Q6UWL6', 'Q8IVL6')"
"('P24928', 'Q9HCE1')"
"('Q2NL82', 'Q9H0A0')"
"('Q9UL46', 'O00560')"
"('Q6P1X5', 'Q15287')"
"('Q03933', 'Q99933')"
"('Q5BKU9', 'Q9Y305')"
"('O00422', 'P19784')"
"('P01834', 'Q9UMR2')"
"('P04637', 'Q9UK80')"
"('Q13421', 'Q9BU20')"
"('Q9Y3I1', 'Q99436')"
"('Q30KQ5', 'Q9UHD9')"
"('Q14697', 'P13010')"
"('P78527', 'P24941')"
"('P49910', 'P60411')"
"('P85298', 'P63000')"
"('Q6UXH1', 'P24522')"
"('P60568', 'O95644')"
"('Q49AN0', 'Q701N4')"
"('Q9Y230', 'O76081')"
"('O00425', 'P05412')"
"('Q66GS9', 'P35226')"
"('Q13618', 'Q12905')"
"('Q9UM11', 'Q9P2P5')"
"('Q9NZD8', 'Q9BWG4')"
"('P08670', 'O95045')"
"('P49715', 'P19526')"
"('P07437', 'P38398')"
"('P04629', 'P48147')"
"('O75771', 'Q9Y2B5')"
"('P10768', 'P06744')"
"('Q9UNN5', 'P35222')"
"('P60520', 'P61978')"
"('Q8WXA3', 'Q15393')"
"('P47897', 'Q8NFW5')"
"('Q8N2R8', 'P78362')"
"('Q8NC60', 'Q6PF06')"
"('Q9UN30', 'P35226')"
"('Q92530', 'Q8N7W2')"
"('Q9BTP7', 'P27694')"
"('Q14019', 'Q14164')"
"('O95870', 'Q8TCT9')"
"('Q969H4', 'Q12967')"
"('P53396', 'P31948')"
"('P34998', 'P0DP25')"
"('Q15750', 'P06748')"
"('P17947', 'P43235')"
"('Q15323', 'Q01546')"
"('Q6IE81', 'P33993')"
"('Q86VU5', 'Q9C0E2')"
"('P18621', 'Q12986')"
"('Q86U86', 'P62805')"
"('P00352', 'P17676')"
"('Q8TEH3', 'O43166')"
"('O00602', 'O75165')"
"('Q9H5N1', 'Q4G0J3')"
"('Q8ND56', 'O60506')"
"('O14920', 'Q8WXC3')"
"('Q15768', 'Q15369')"
"('A8MVW5', 'Q9UI95')"
"('O95298', 'Q16795')"
"('P31942', 'P04629')"
"('Q12933', 'P49639')"
"('P10144', 'O00273')"
"('P06748', 'Q9H7D7')"
"('Q9BVA1', 'P62701')"
"('Q15287', 'Q9BUQ8')"
"('Q8IU54', 'P08887')"
"('Q96D03', 'Q13064')"
"('Q9Y4L1', 'P62330')"
"('Q08379', 'Q7L4I2')"
"('P17612', 'Q8NGI4')"
"('P48431', 'Q02086')"
"('Q9NRG7', 'P36873')"
"('Q8TAM1', 'O14980')"
"('P62304', 'Q969L4')"
"('P39023', 'P62249')"
"('P48643', 'P50991')"
"('Q9HB71', 'Q8IWB1')"
"('P62308', 'Q969L4')"
"('O14662', 'P50222')"
"('Q86VP6', 'Q96KR1')"
"('P60520', 'Q14145')"
"('O95166', 'Q12849')"
"('Q8IWL3', 'Q9Y5Y2')"
"('P61978', 'Q96PU8')"
"('P62750', 'P40337')"
"('Q3KP44', 'Q9NWT6')"
"('P08476', 'P37023')"
"('Q24JQ0', 'Q6A162')"
"('Q96ST8', 'Q68CZ6')"
"('Q92731', 'P47755')"
"('O00308', 'Q13283')"
"('Q92830', 'Q9UBK2')"
"('P24522', 'Q13569')"
"('P23193', 'P17844')"
"('P19338', 'Q96CS4')"
"('P24941', 'Q5JTV8')"
"('Q969S8', 'P30101')"
"('Q2NL82', 'Q8N5N7')"
"('Q9Y2R9', 'O60260')"
"('Q9Y266', 'Q9UFC0')"
"('P49674', 'Q8TD43')"
"('Q8TEB7', 'Q96FW1')"
"('Q9Y618', 'O95365')"
"('Q86YQ8', 'Q9Y2Q5')"
"('P46108', 'O76081')"
"('P24386', 'P35658')"
"('P43243', 'Q13077')"
"('P60468', 'Q9UKV5')"
"('P49069', 'Q2TAL6')"
"('Q16625', 'P36897')"
"('Q9NX70', 'Q9BUE0')"
"('P49756', 'P61513')"
"('P60033', 'Q9BQB6')"
"('Q15796', 'Q9NWK9')"
"('Q8WX93', 'P49917')"
"('Q70CQ2', 'Q13404')"
"('Q14CS0', 'Q8TC84')"
"('O43852', 'O43399')"
"('Q00987', 'Q12800')"
"('Q6UXM1', 'P43657')"
"('Q8IWZ5', 'Q5TA76')"
"('P08621', 'P26368')"
"('P10809', 'P55072')"
"('P62979', 'P04637')"
"('P52799', 'Q96T17')"
"('Q9H668', 'Q96G25')"
"('Q12788', 'Q15397')"
"('P55795', 'Q16629')"
"('P07359', 'P00748')"
"('P55795', 'Q96DH6')"
"('Q8N5U0', 'Q9Y5X3')"
"('Q9UDY8', 'Q92905')"
"('Q13315', 'Q04206')"
"('Q96S59', 'P54277')"
"('Q9H788', 'O76096')"
"('P63261', 'Q9NR12')"
"('Q9Y4E8', 'O00238')"
"('P62987', 'Q70CQ3')"
"('O00254', 'P46108')"
"('Q9UBX2', 'P62701')"
"('Q9NRX3', 'Q8IWV7')"
"('Q8WV44', 'P05067')"
"('P41252', 'P48643')"
"('P55060', 'O75897')"
"('Q9Y5N6', 'Q9UJX2')"
"('Q15262', 'O60291')"
"('Q9H3U1', 'O75665')"
"('P08779', 'P02647')"
"('Q01968', 'Q9Y2D8')"
"('Q9Y4C8', 'Q9BYG3')"
"('O60381', 'Q9UKB1')"
"('P61353', 'P50914')"
"('Q15349', 'Q15418')"
"('Q92620', 'Q16629')"
"('Q99832', 'Q9BYE7')"
"('Q9BRX9', 'Q5TA31')"
"('Q9NWS0', 'Q9NPB6')"
"('Q9H0W5', 'Q9BV73')"
"('Q9H6Z4', 'P10155')"
"('Q9NPF7', 'P35638')"
"('Q9H0I3', 'P36941')"
"('P14618', 'P35573')"
"('Q9UGL1', 'Q99958')"
"('Q8IWS0', 'P22087')"
"('P10147', 'P25024')"
"('Q7Z2Y8', 'Q92905')"
"('O95793', 'Q01860')"
"('Q8IYI6', 'P04629')"
"('Q9P015', 'Q86U38')"
"('Q9UNS2', 'Q92905')"
"('P63104', 'Q92598')"
"('Q9BV68', 'Q86VP1')"
"('Q9H9S0', 'Q15022')"
"('Q15435', 'P52597')"
"('Q9H9S0', 'Q9HCC0')"
"('Q8WUD1', 'Q9H8Y1')"
"('P78337', 'Q96EP0')"
"('Q7L190', 'O76021')"
"('Q92956', 'P48507')"
"('Q9P0W0', 'Q9UHF4')"
"('Q8N3V7', 'Q9BRK4')"
"('P17181', 'Q9Y297')"
"('O43364', 'Q96PM5')"
"('Q7L2E3', 'O75147')"
"('Q7Z6A9', 'P40259')"
"('P10275', 'Q05066')"
"('Q9H6Z9', 'O95644')"
"('P45973', 'Q9P0M6')"
"('O43508', 'P07948')"
"('Q6Q0C0', 'Q9H400')"
"('Q06330', 'P49841')"
"('Q9UBQ5', 'Q96HC4')"
"('O43242', 'Q49AN0')"
"('Q5T754', 'O43609')"
"('P56192', 'P19320')"
"('Q99538', 'O43390')"
"('Q8IZI9', 'P01589')"
"('P04150', 'Q9Y2W1')"
"('P50914', 'Q969Q0')"
"('P12830', 'P78310')"
"('P35251', 'Q9UJX2')"
"('Q9H9D4', 'Q9Y2D8')"
"('Q9NVC6', 'O43542')"
"('Q9UBW8', 'Q13098')"
"('O00214', 'Q8IWT6')"
"('P01242', 'Q5VWK5')"
"('O95817', 'Q6IBS0')"
"('P61626', 'P05412')"
"('Q9Y297', 'O76031')"
"('P78527', 'Q15029')"
"('O14756', 'O60493')"
"('Q14204', 'P35226')"
"('Q86TG7', 'Q01860')"
"('Q13642', 'P40763')"
"('Q15843', 'P10809')"
"('Q1KMD3', 'P58012')"
"('O75306', 'Q02218')"
"('P34947', 'Q9NXH8')"
"('P62979', 'Q08J23')"
"('Q8N5S1', 'Q9NWQ8')"
"('Q9NT22', 'Q13501')"
"('P19320', 'P46777')"
"('P35573', 'P60520')"
"('P43355', 'Q15047')"
"('Q12894', 'Q9Y6K5')"
"('O96017', 'P38398')"
"('P45983', 'Q96T37')"
"('P27105', 'Q9Y277')"
"('O43678', 'P13612')"
"('P34931', 'Q13233')"
"('Q9H2X0', 'P60331')"
"('Q92905', 'Q13216')"
"('Q9NW08', 'O14802')"
"('Q01085', 'Q7L5N1')"
"('P27635', 'Q8WWY3')"
"('Q15907', 'P51178')"
"('Q08830', 'Q9NXF7')"
"('O75069', 'Q01850')"
"('Q96GX1', 'Q53GQ0')"
"('Q13464', 'P35580')"
"('P11387', 'Q14498')"
"('Q9GZT8', 'Q96S44')"
"('Q13769', 'Q9H4D5')"
"('Q9UL25', 'P52597')"
"('O95684', 'P29279')"
"('P53618', 'Q53GQ0')"
"('P33176', 'O75815')"
"('Q9BRV8', 'Q99614')"
"('Q9UNA1', 'Q14241')"
"('P02794', 'Q92574')"
"('O60260', 'Q01959')"
"('P08754', 'P02751')"
"('O15061', 'Q8WUE5')"
"('Q3B820', 'Q59EK9')"
"('Q14683', 'O95072')"
"('Q99496', 'Q14444')"
"('Q9NQE9', 'Q8NCQ5')"
"('P51970', 'O43676')"
"('P18621', 'P60866')"
"('P05141', 'Q08752')"
"('Q15369', 'Q9NV79')"
"('Q9UPP5', 'Q92560')"
"('Q9Y5Y2', 'Q13148')"
"('P51957', 'Q13748')"
"('Q14669', 'P35244')"
"('Q9UHV2', 'P98170')"
"('P46087', 'Q8NHW5')"
"('Q96SI9', 'Q99496')"
"('Q9UBU9', 'Q6NSJ5')"
"('Q96GX1', 'Q8N6L1')"
"('Q9H2F5', 'Q9HAF1')"
"('P16989', 'Q8IYB3')"
"('Q05655', 'P36507')"
"('O95995', 'Q9NZD8')"
"('O75534', 'P27986')"
"('O00159', 'Q9Y5L4')"
"('Q04323', 'Q13885')"
"('Q03701', 'O00567')"
"('O15525', 'P05181')"
"('Q96A26', 'Q9NWU5')"
"('Q16854', 'Q16720')"
"('P17931', 'O00182')"
"('P41159', 'P38484')"
"('Q15061', 'O76071')"
"('Q15477', 'Q10713')"
"('P07864', 'P37837')"
"('P46379', 'Q2YD98')"
"('P08237', 'Q13618')"
"('P03886', 'P38398')"
"('Q8IVT2', 'P25800')"
"('Q9UP95', 'Q8N9M5')"
"('Q16531', 'Q96F24')"
"('Q92614', 'P06396')"
"('Q93034', 'P62314')"
"('O15504', 'Q9UBU9')"
"('Q9H6D7', 'Q96ST8')"
"('Q9Y5L4', 'Q86VP6')"
"('O00400', 'Q6NUS6')"
"('Q9BXM7', 'Q12931')"
"('O43396', 'Q13200')"
"('Q13568', 'Q7Z434')"
"('Q13616', 'Q08J23')"
"('P00156', 'P08574')"
"('Q14974', 'Q15717')"
"('Q9UBC2', 'Q9BPX3')"
"('Q9BRK4', 'Q9BSD3')"
"('Q9Y5M8', 'P08240')"
"('P04183', 'Q96PQ7')"
"('P84243', 'P22087')"
"('Q92526', 'Q9Y2I8')"
"('Q8N344', 'Q99496')"
"('Q8WUM4', 'O00560')"
"('Q96A37', 'P52948')"
"('O60260', 'O60812')"
"('Q9H201', 'Q9Y3C5')"
"('Q9H3R5', 'Q12907')"
"('P46776', 'P13612')"
"('O14561', 'Q7L273')"
"('Q00610', 'P36542')"
"('P16520', 'P35498')"
"('Q96P70', 'Q9UL18')"
"('P54253', 'P0DMV8')"
"('Q5QNW6', 'P60033')"
"('Q8IVS2', 'P34896')"
"('Q9UGI0', 'Q96HB5')"
"('P27635', 'P49768')"
"('Q13137', 'Q96S44')"
"('Q9HBM6', 'Q8NEM7')"
"('Q8WXH5', 'Q99062')"
"('Q9UGY1', 'Q7Z2W4')"
"('P58107', 'Q9UKG9')"
"('P61968', 'Q2TAL8')"
"('O75386', 'O60645')"
"('P08047', 'Q00653')"
"('P46108', 'Q14511')"
"('Q9P244', 'Q69YU3')"
"('Q13522', 'Q7L523')"
"('P11488', 'A6NIH7')"
"('Q13501', 'Q13148')"
"('Q96H55', 'Q9HC78')"
"('Q9UID3', 'Q86X19')"
"('P25205', 'P40938')"
"('Q6UVK1', 'P61077')"
"('Q14451', 'P06576')"
"('Q06330', 'P09493')"
"('P46379', 'P13385')"
"('Q9Y6D6', 'Q7Z4S6')"
"('Q15406', 'Q9UJW3')"
"('Q8NG77', 'O60262')"
"('Q16643', 'P35716')"
"('P0DP23', 'Q13356')"
"('P52948', 'O75530')"
"('P25445', 'Q9H4M9')"
"('Q969F0', 'Q9Y2K6')"
"('Q92569', 'A1L4K1')"
"('Q09161', 'Q9BZI7')"
"('P08238', 'P23258')"
"('Q92614', 'P09497')"
"('P50914', 'O00567')"
"('Q9H993', 'P62330')"
"('P09234', 'Q9BQ04')"
"('O75182', 'Q8WUU5')"
"('Q00653', 'P41252')"
"('P31948', 'P35241')"
"('P52209', 'P35241')"
"('P22612', 'P48549')"
"('Q14999', 'P67809')"
"('P60409', 'Q86T65')"
"('O75340', 'P14174')"
"('Q9BRX5', 'O95400')"
"('P17844', 'Q9UNE7')"
"('P48431', 'Q9UNF1')"
"('P16870', 'Q5UIP0')"
"('Q13530', 'P33947')"
"('Q8IUQ4', 'P32969')"
"('O75716', 'Q6P1L6')"
"('Q9P2I0', 'Q15287')"
"('Q9Y2I6', 'Q92600')"
"('P12268', 'P19838')"
"('Q8ND76', 'P61981')"
"('O15344', 'P20618')"
"('Q9UHV2', 'Q96T58')"
"('Q13467', 'Q86X19')"
"('Q7Z7A1', 'O43837')"
"('P35568', 'P31947')"
"('P08047', 'Q9Y618')"
"('Q9BQ39', 'O00567')"
"('Q9Y6R0', 'P54253')"
"('P61513', 'Q13347')"
"('P61218', 'O95150')"
"('Q9UPN4', 'Q15691')"
"('P34931', 'Q99615')"
"('Q9Y4G8', 'O14807')"
"('Q9NWS0', 'Q9HCN4')"
"('Q9HC77', 'Q8NEY8')"
"('P49450', 'Q13185')"
"('Q96AT9', 'Q02750')"
"('O14776', 'P18146')"
"('P55061', 'P48547')"
"('P10415', 'P02511')"
"('Q9BZF1', 'O43291')"
"('Q96PU4', 'P06239')"
"('Q9NRD1', 'Q96C19')"
"('O75478', 'O95402')"
"('Q8N6F1', 'Q9Y5I7')"
"('Q12972', 'P17612')"
"('Q13501', 'P41743')"
"('Q9Y296', 'Q96KC9')"
"('Q13432', 'P40937')"
"('O43559', 'Q9HBL0')"
"('P26885', 'Q8N726')"
"('Q02880', 'P67870')"
"('Q13615', 'Q9NRX1')"
"('Q3V6T2', 'P04083')"
"('Q15291', 'Q9H4L4')"
"('O95758', 'Q96BZ8')"
"('Q13177', 'P63104')"
"('Q2TAY7', 'O75147')"
"('P05155', 'P08246')"
"('P19838', 'Q8IZI9')"
"('O43159', 'Q9NWT6')"
"('Q9H0R8', 'P10809')"
"('P51812', 'P16949')"
"('P11802', 'P16402')"
"('Q9H8Y8', 'P48163')"
"('P04637', 'O60884')"
"('P22626', 'Q93034')"
"('A0JLT2', 'Q9UBN7')"
"('P05412', 'Q15061')"
"('P02649', 'O00182')"
"('Q9UPV0', 'Q92997')"
"('P07550', 'O14967')"
"('Q8WUW1', 'Q7Z794')"
"('Q13177', 'Q96K21')"
"('O96013', 'Q9P2P5')"
"('Q03519', 'Q04206')"
"('P39748', 'P09429')"
"('Q92997', 'Q7Z7J5')"
"('Q7Z3K6', 'Q92769')"
"('Q92764', 'Q7RTS7')"
"('Q93034', 'Q96AP0')"
"('Q9Y6K9', 'Q9HAV4')"
"('Q92918', 'Q38SD2')"
"('Q68CP9', 'O96019')"
"('P07355', 'O14746')"
