negatives
"('P38484', 'P50591')"
"('P38398', 'P20248')"
"('Q9UBF2', 'O14579')"
"('Q8IU54', 'Q08334')"
"('Q07157', 'P56750')"
"('P51170', 'P46934')"
"('P04049', 'P36873')"
"('P12956', 'P15884')"
"('P14209', 'Q9NRR5')"
"('Q08050', 'Q92793')"
"('P29353', 'O15357')"
"('Q13435', 'Q15428')"
"('Q9BY41', 'Q99880')"
"('P49005', 'Q9Y2S7')"
"('Q13557', 'Q8IZS8')"
"('Q13263', 'Q96PG8')"
"('Q16531', 'Q16594')"
"('Q9NYJ8', 'P49116')"
"('O96020', 'P46527')"
"('P38159', 'Q13242')"
"('Q9NYY1', 'P15260')"
"('O14775', 'P53602')"
"('P35637', 'O75937')"
"('Q9BTW9', 'Q13885')"
"('Q6N063', 'P26641')"
"('O00303', 'P21127')"
"('P62081', 'P23396')"
"('P22301', 'P15260')"
"('P49639', 'Q9BQ66')"
"('P03372', '172')"
"('Q15788', 'Q8TEW0')"
"('Q16891', 'Q5T3J3')"
"('P19388', 'P24928')"
"('Q9UKI9', 'Q9Y5Z7')"
"('P32121', 'Q6IFN5')"
"('P62308', 'Q8WXD5')"
"('Q8N1F7', 'O75694')"
"('P00488', 'P05160')"
"('O15091', 'Q14197')"
"('P46934', 'P19634')"
"('Q12792', 'Q13573')"
"('Q9BQI3', 'O15264')"
"('Q99750', 'Q96LJ7')"
"('Q15393', 'Q15843')"
"('P62913', 'P30050')"
"('P15924', 'Q14457')"
"('Q13573', 'Q01082')"
"('Q02156', 'Q8TAA9')"
"('Q14135', 'Q06413')"
"('O75122', 'Q99996')"
"('P63104', 'Q15208')"
"('P21781', 'P29317')"
"('P78560', 'Q9H7U1')"
"('Q8IYW5', 'P16104')"
"('Q5T5U3', 'O60861')"
"('P48357', 'P40763')"
"('P56645', 'O15534')"
"('P16885', 'Q14192')"
"('P04629', 'Q9UQQ2')"
"('P06756', 'P12814')"
"('P13051', 'P12004')"
"('P17947', '494336')"
"('Q14566', 'O95251')"
"('P19532', 'P26640')"
"('Q13315', 'Q8N490')"
"('Q13077', 'Q15326')"
"('Q05513', 'Q9BYG4')"
"('P60842', 'P63104')"
"('O75962', 'O14964')"
"('O95251', 'P62805')"
"('Q99873', 'Q15596')"
"('P62714', 'Q9UF02')"
"('Q9BQG0', 'P01106')"
"('P46100', 'P23497')"
"('P52209', 'P62330')"
"('Q8NBJ4', 'Q9H8U3')"
"('O14949', 'P0CAP2')"
"('P27930', 'P19838')"
"('O15530', 'P12956')"
"('P32121', 'Q8NGJ1')"
"('Q13535', 'Q9NRN7')"
"('P52756', 'Q00839')"
"('Q9Y572', 'Q9BQI0')"
"('Q9NWA0', 'P49368')"
"('Q14164', 'P55010')"
"('P52434', 'Q15653')"
"('P31751', 'O60825')"
"('P15056', 'P45983')"
"('Q16602', 'O95467')"
"('P01024', 'P07954')"
"('Q92841', 'Q9NRR4')"
"('Q5VTY9', 'P10275')"
"('O75832', 'Q06323')"
"('P10809', 'Q14197')"
"('Q9UNX3', 'P18621')"
"('O75925', 'P42226')"
"('O96014', 'Q9H1J7')"
"('Q15714', 'Q9NWB1')"
"('P98175', 'Q12926')"
"('Q14802', 'O95989')"
"('P01116', 'O00459')"
"('P52272', 'P35637')"
"('Q8IY92', 'P53350')"
"('P25054', 'P21675')"
"('P37173', 'O43294')"
"('Q92905', 'Q13098')"
"('Q9BUB7', 'Q8IXK0')"
"('P06493', 'P00533')"
"('O60716', 'P63000')"
"('P30050', 'P61313')"
"('P01889', 'P23526')"
"('Q13315', 'O94880')"
"('Q00653', 'P40763')"
"('P05015', 'P42701')"
"('P31751', 'Q15047')"
"('Q01094', 'P09382')"
"('Q9Y478', 'Q9Y230')"
"('Q9H0E2', 'O00206')"
"('P84022', 'P57729')"
"('P51665', 'Q14164')"
"('Q9NS56', 'P10276')"
"('Q04771', 'P27361')"
"('P09012', 'Q9BQ61')"
"('P42224', 'P49790')"
"('Q06124', 'Q99683')"
"('P50150', 'P53778')"
"('P14625', 'P08107')"
"('Q96P70', 'Q13573')"
"('P09619', 'P53618')"
"('P61328', 'P10721')"
"('P0CG48', 'Q9UL18')"
"('P19438', 'Q13077')"
"('P19438', 'P17066')"
"('Q00978', 'P40763')"
"('P17813', 'P37173')"
"('P61981', 'P04049')"
"('P61981', 'O43491')"
"('P05106', 'Q9NQ66')"
"('P26045', 'Q9BZL6')"
"('Q14469', 'Q9NPD8')"
"('P53778', 'P99999')"
"('Q7Z7M0', 'Q5VTD9')"
"('P63279', 'P07910')"
"('P06213', 'P98077')"
"('Q9UBM7', 'Q99608')"
"('P35626', 'A6NL26')"
"('P52272', 'Q12986')"
"('Q13085', 'Q00005')"
"('P49023', 'P26012')"
"('O00585', 'P41597')"
"('P62258', 'P10398')"
"('Q96BR1', 'Q96J02')"
"('O00303', 'P41567')"
"('Q14194', 'O15381')"
"('Q9P2R6', 'P54259')"
"('Q08462', 'P22612')"
"('P46108', 'O43493')"
"('P49703', 'Q8IWV7')"
"('P12318', 'P46109')"
"('Q14289', 'P06239')"
"('Q9BPY3', 'Q9P283')"
"('P30504', 'P12268')"
"('P27540', 'Q15185')"
"('Q8IUC6', 'Q8N2W9')"
"('P54252', 'P54727')"
"('Q14164', 'Q9HBG4')"
"('P62380', 'P19419')"
"('Q07021', 'Q9NW64')"
"('Q9UJX2', 'P25205')"
"('O60266', 'O95398')"
"('Q14558', 'O95400')"
"('P42336', 'P35790')"
"('P21554', 'P50150')"
"('Q13243', 'Q07955')"
"('P12956', 'O00505')"
"('P05000', 'P16471')"
"('Q92830', 'P10914')"
"('P35222', 'Q15843')"
"('Q13509', 'Q969X0')"
"('Q9UGP4', 'Q99469')"
"('P05107', 'Q7Z6G8')"
"('P02787', 'Q30201')"
"('Q13535', 'Q86VP6')"
"('P22314', 'Q99717')"
"('Q15047', 'P68431')"
"('P50570', 'P16471')"
"('Q13315', 'Q99708')"
"('O75347', 'Q9Y4K3')"
"('P62841', 'P42677')"
"('P42684', 'P60763')"
"('P29474', 'Q8IVI9')"
"('Q13485', 'Q12778')"
"('Q9Y4G2', 'O95257')"
"('P63261', 'Q92729')"
"('P29371', 'O95837')"
"('P68133', 'Q8TDR0')"
"('Q9P1W9', 'Q15306')"
"('P43115', 'P04899')"
"('Q15008', 'P04792')"
"('P42224', 'Q03518')"
"('O75581', 'O15169')"
"('P62140', 'Q13554')"
"('P02775', 'Q8WVM8')"
"('O60936', 'P0C1Z6')"
"('Q9UNX3', 'P84098')"
"('Q13546', 'P62829')"
"('P61981', 'Q14155')"
"('P60763', 'P52564')"
"('O43172', 'P61978')"
"('P46781', 'Q99558')"
"('Q13751', 'P56199')"
"('P63220', 'P11171')"
"('P19174', 'Q9Y2D5')"
"('Q9Y490', 'Q01844')"
"('P35367', 'O95837')"
"('P01106', 'Q9NWW5')"
"('P63104', 'Q07002')"
"('Q8NGI3', 'P38405')"
"('Q07817', 'P00519')"
"('P39023', 'P18077')"
"('Q9UKE5', 'P30085')"
"('Q96DB2', 'P20671')"
"('P41595', 'P50148')"
"('P19532', 'P07814')"
"('P23229', 'Q05397')"
"('P18545', 'P35913')"
"('Q14896', 'P13533')"
"('P46109', 'Q9Y4K4')"
"('P11142', 'Q12933')"
"('Q16520', 'Q16649')"
"('Q13444', 'Q8TEJ3')"
"('Q8IXH7', 'Q13485')"
"('Q9UNS2', 'Q13616')"
"('Q71SY5', 'P06239')"
"('Q9BWU1', 'O43513')"
"('Q14683', 'Q29RF7')"
"('O94925', 'P62330')"
"('Q14696', 'P28066')"
"('407046', 'Q9H9Z2')"
"('P00533', 'P35568')"
"('P41159', 'Q01344')"
"('P16520', 'Q13698')"
"('O00217', 'O15239')"
"('P35626', 'Q8NGX5')"
"('P62258', 'Q13489')"
"('Q03135', 'P18564')"
"('Q8WTU0', 'O14641')"
"('P04629', 'Q9Y6I3')"
"('Q16520', 'P15336')"
"('Q06455', 'P49715')"
"('Q13158', 'P55210')"
"('Q9BQ70', 'P46783')"
"('Q13315', 'Q96P11')"
"('P61218', 'P19388')"
"('P04629', 'P01116')"
"('P13501', 'P46094')"
"('P62191', 'P35998')"
"('Q9BQI7', 'P21675')"
"('Q16658', 'P01241')"
"('P02747', 'P0C0L5')"
"('P15498', 'P61586')"
"('P61077', 'Q9ULK6')"
"('P12109', 'P18564')"
"('Q9BY78', 'Q9Y2X8')"
"('P05107', 'P35241')"
"('Q9NX14', 'O95299')"
"('P16333', 'P51116')"
"('Q14005', 'O15379')"
"('Q9Y4H2', 'O60674')"
"('P51817', 'Q16816')"
"('P32969', 'P63173')"
"('P08238', 'P60709')"
"('Q12972', 'Q8N8V2')"
"('P78536', 'P26045')"
"('O15085', 'Q07890')"
"('P16298', 'Q9NZT1')"
"('O95391', 'O95816')"
"('P01563', 'Q14627')"
"('Q96KN7', 'P19532')"
"('P54259', 'Q14766')"
"('P12004', 'P04406')"
"('O95897', 'A2RRP1')"
"('P03886', 'O43674')"
"('Q16778', 'Q15843')"
"('Q9Y6Q9', 'Q13526')"
"('O95059', 'P14618')"
"('Q15349', 'P01116')"
"('P15056', 'P45984')"
"('P19320', 'O00626')"
"('Q99784', 'Q9NRI5')"
"('Q9H8M9', 'P61956')"
"('Q92598', 'P63104')"
"('Q15843', 'Q9UKT5')"
"('P43405', 'P20273')"
"('Q9H0R8', 'P18505')"
"('Q92882', 'Q9H204')"
"('P06748', 'Q9BXL5')"
"('P46109', 'Q8WYR1')"
"('Q92837', 'P49716')"
"('Q99496', 'P61077')"
"('P22607', 'P42338')"
"('Q13547', 'Q9Y618')"
"('P09326', 'P06729')"
"('Q71U36', 'Q14204')"
"('P16144', 'P46109')"
"('P41586', 'P63215')"
"('O14544', 'P15260')"
"('Q9GZT5', 'O60353')"
"('Q9BT49', 'Q99750')"
"('Q9UJY5', 'Q99523')"
"('Q8NF50', 'Q8IXI1')"
"('Q13094', 'P16333')"
"('Q99558', 'Q01780')"
"('O60934', 'Q14676')"
"('P62140', 'Q99941')"
"('Q9UBW8', 'P61201')"
"('Q9BXP2', 'O95639')"
"('P62979', 'Q9BXM7')"
"('Q9BT40', 'P20073')"
"('P23508', 'O60888')"
"('Q12986', 'Q8IWZ8')"
"('Q03001', 'P14550')"
"('P54646', 'Q9NQR9')"
"('Q15797', 'Q8IU81')"
"('Q13619', 'Q15291')"
"('Q07890', 'Q13797')"
"('Q9Y572', 'Q14790')"
"('P10914', 'P29350')"
"('P02649', 'O00182')"
"('Q9UHC6', 'Q9Y2J2')"
"('Q9UJX5', 'Q8WWL7')"
"('O14512', 'P32927')"
"('O75815', 'Q01105')"
"('Q14653', 'P01568')"
"('P40763', '406991')"
"('P07686', 'P67870')"
"('P51817', 'Q7Z3S7')"
"('Q96GX8', 'Q08209')"
"('P68400', 'P29590')"
"('Q93079', 'Q6FI13')"
"('P67809', 'Q00839')"
"('O15198', 'Q99615')"
"('Q6P1J9', 'P35222')"
"('Q14164', 'P62993')"
"('P17676', 'P10914')"
"('P21281', 'Q9NVJ2')"
"('Q96DF8', 'P35609')"
"('P31995', 'P62993')"
"('Q9Y375', 'O75489')"
"('P16333', 'P46092')"
"('Q9H814', 'P68543')"
"('P01106', 'Q9UJ70')"
"('Q13227', 'Q96EA4')"
"('O75494', 'Q13595')"
"('O43395', 'O75554')"
"('P27986', 'Q13905')"
"('Q15691', 'Q7Z460')"
"('P04156', 'P14136')"
"('Q96A33', 'Q9HC24')"
"('P84243', 'Q96BD5')"
"('P30154', 'P23443')"
"('Q14498', 'Q9BTT4')"
"('Q16613', 'P63104')"
"('Q96B36', 'Q8N122')"
"('Q8TEQ6', 'P57678')"
"('P61247', 'P62979')"
"('P62753', 'P62857')"
"('Q09161', 'O95453')"
"('Q16890', 'Q96J77')"
"('P11047', 'Q14118')"
"('Q9HAV0', 'Q99677')"
"('Q7L7L0', 'Q99880')"
"('Q04941', 'O95163')"
"('P21580', 'Q9Y3C5')"
"('P02741', 'Q03701')"
"('Q08043', 'Q13813')"
"('P41182', 'P20333')"
"('Q13200', 'P54727')"
"('P01889', 'O00193')"
"('O15131', 'P62306')"
"('P00403', 'P01133')"
"('P24928', 'Q8TDG2')"
"('P32004', 'Q96S59')"
"('P61224', 'P52735')"
"('Q7L5D6', 'P26641')"
"('Q9UP83', 'P83436')"
"('Q13444', 'O15259')"
"('Q99497', 'P63279')"
"('Q13509', 'P51149')"
"('O95639', 'Q6UXN9')"
"('Q13541', 'O60573')"
"('Q9NPC6', 'Q08209')"
"('Q15617', 'P38405')"
"('P26927', 'Q9GZZ9')"
"('P04626', 'O95704')"
"('P05107', 'P42338')"
"('Q9Y6N6', 'Q9UKX5')"
"('P12755', 'P68363')"
"('P84243', 'Q13111')"
"('Q9NWT6', 'Q09472')"
"('P07942', 'Q13625')"
"('Q8N5Z5', 'Q6NW29')"
"('Q09028', 'O00422')"
"('Q9NYJ8', 'P54652')"
"('P35443', 'P31431')"
"('P35638', 'Q07889')"
"('P68431', 'Q96ES7')"
"('Q13042', 'P12757')"
"('P23508', 'P55786')"
"('Q2TAY7', 'Q9H0H5')"
"('Q9ULZ3', 'P29466')"
"('Q92599', 'Q9UMN6')"
"('Q9Y265', 'Q96L91')"
"('Q13409', 'Q13885')"
"('Q08043', 'P62736')"
"('P03901', 'Q9NX14')"
"('O60936', 'Q9UKS6')"
"('Q9Y2X8', 'Q14258')"
"('Q9H6D7', 'Q7Z4H7')"
"('Q96NT0', 'P53350')"
"('O75159', 'Q14765')"
"('Q96PU4', 'Q9Y2X8')"
"('P05198', 'P41091')"
"('Q86WV6', 'P51617')"
"('Q9UN86', 'P25963')"
"('Q8IZ69', 'P10914')"
"('P01106', 'Q08722')"
"('Q96EB6', 'P01100')"
"('O43353', 'O60603')"
"('Q00005', 'P67809')"
"('Q99558', 'P32969')"
"('P46781', 'P46782')"
"('P22694', 'O14775')"
"('A0JLT2', 'Q9Y3C7')"
"('P67775', 'Q9BRV8')"
"('O95402', 'A0JLT2')"
"('Q14164', 'O15067')"
"('Q02556', 'P17947')"
"('P01571', 'P26951')"
"('O60895', 'P84996')"
"('O43290', 'Q8IWX8')"
"('Q15047', 'Q15102')"
"('P23246', 'O95400')"
"('Q01196', 'Q9UPN9')"
"('P17612', 'P54709')"
"('O60663', 'P51116')"
"('P25391', 'Q14118')"
"('Q9NZQ7', 'Q15116')"
"('Q92934', 'Q07812')"
"('P01023', 'P05112')"
"('Q9UKY1', 'P54274')"
"('Q9Y478', 'Q16659')"
"('Q96B97', 'Q9ULH1')"
"('P55075', 'P08138')"
"('Q9UPS6', 'Q5QNW6')"
"('Q12857', 'P05141')"
"('P62249', 'P62993')"
"('P19875', 'P32302')"
"('P23229', 'O75369')"
"('P07333', 'P49716')"
"('Q9UER7', 'P27037')"
"('Q8NGR6', 'P38405')"
"('P51610', 'P28749')"
"('2310', 'Q08999')"
"('P28908', 'Q13077')"
"('Q8WXF1', 'Q9Y3D8')"
"('Q92858', 'Q15319')"
"('P14866', 'P22626')"
"('Q15038', 'Q8TDP1')"
"('Q92974', 'Q9P2M7')"
"('Q9UPV0', 'P23025')"
"('Q9UMX0', 'P0CG04')"
"('P29322', 'Q6NUN9')"
"('Q92731', 'P51398')"
"('P61024', 'Q86TM6')"
"('Q9NV56', 'Q15014')"
"('P20700', 'P01889')"
"('P03372', 'Q16352')"
"('P51116', 'Q9Y4E5')"
"('Q9BTP7', 'Q8IYD8')"
"('P18084', 'P23229')"
"('Q86YR5', 'P63096')"
"('P21860', 'P22681')"
"('Q00005', 'P04259')"
"('O95166', 'Q9Y4P1')"
"('P57088', 'Q9Y5J5')"
"('P24864', 'Q9UJX5')"
"('Q9Y6N6', 'P16144')"
"('Q16763', 'Q99459')"
"('P46777', 'P39023')"
"('P26368', 'Q13151')"
"('P61313', 'P61353')"
"('Q8N2W9', 'O15105')"
"('P16520', 'Q00722')"
"('P13500', 'P80075')"
"('P01375', 'Q14644')"
"('Q00653', 'P62847')"
"('Q03431', 'O95467')"
"('O75815', 'P30153')"
"('O76071', 'Q9Y5Q8')"
"('P00533', 'P58107')"
"('Q8IZJ0', 'Q969J5')"
"('P32121', 'Q8NGC1')"
"('P62736', 'P04278')"
"('P51970', 'O95178')"
"('P49675', 'Q99689')"
"('P31947', 'Q13049')"
"('Q14164', 'P31943')"
"('P08670', 'Q15046')"
"('P08572', 'P26012')"
"('O00743', 'O43318')"
"('693235', 'P49918')"
"('P53778', 'P31749')"
"('Q9H2G2', 'Q9UK85')"
"('Q96HD1', 'P26641')"
"('Q9HBY0', 'P53778')"
"('Q7Z7J5', 'Q9C0A6')"
"('P61224', 'Q13009')"
"('Q86UD3', 'P51965')"
"('O43683', 'Q9Y6B7')"
"('P01570', 'Q14626')"
"('Q9NQB0', 'O14627')"
"('P21246', 'Q9H8M9')"
"('P05109', 'P62714')"
"('Q13554', 'O60840')"
"('P83731', 'P36578')"
"('Q15185', 'Q9UET6')"
"('P02652', 'P02768')"
"('P85298', 'Q99961')"
"('P62979', 'Q13233')"
"('P50991', 'P60510')"
"('Q13315', 'Q9H426')"
"('P16333', 'Q8WX92')"
"('O14925', 'Q9HAW0')"
"('Q13485', 'Q13642')"
"('P62249', 'P08708')"
"('P41235', 'Q9NVC6')"
"('P25445', 'P48023')"
"('O60563', 'P06400')"
"('P49023', 'P23229')"
"('O95863', 'Q04206')"
"('Q86YW9', 'Q9NPJ6')"
"('Q12906', 'Q92945')"
"('Q8WYP5', 'Q12769')"
"('P00519', 'P18031')"
"('Q13535', 'Q29RF7')"
"('O75197', 'P49841')"
"('Q71U36', 'Q13233')"
"('P53779', 'O14654')"
"('P05556', 'Q92569')"
"('O75369', 'P60709')"
"('Q92913', 'P00533')"
"('Q9UM73', 'P52945')"
"('P04626', 'Q13671')"
"('P29400', 'P06756')"
"('Q9HBJ7', 'P07858')"
"('P01106', 'O00258')"
"('Q8NGK5', 'P38405')"
"('P00519', 'Q03135')"
"('P41252', 'P07814')"
"('Q15233', 'Q13573')"
"('Q9Y3M8', 'O60333')"
"('Q9P298', '145781')"
"('Q15080', 'Q9HBY0')"
"('Q8N2W9', 'Q92985')"
"('P51178', 'P21980')"
"('Q8IU54', 'P19838')"
"('P62266', 'P46782')"
"('Q9Y2Q3', 'Q96P16')"
"('Q9UL03', 'Q99459')"
"('Q01094', 'Q9UNS1')"
"('P07900', 'Q00005')"
"('Q52LJ0', 'Q9Y478')"
"('Q9NQ87', 'Q13571')"
"('Q9H0R3', 'O95870')"
"('A2RTX5', 'Q9Y4K3')"
"('P58549', 'P05026')"
"('Q9H8W4', 'Q9UI14')"
"('P46379', 'P13727')"
"('Q9P2G9', 'O95050')"
"('P10276', 'Q6GMV2')"
"('P53779', 'Q12789')"
"('Q9UKG9', 'P11142')"
"('P20073', 'P08138')"
"('Q9H210', 'P38405')"
"('P18846', 'P78426')"
"('Q9Y3F4', 'Q9UKE5')"
"('P27986', 'Q08881')"
"('P06493', 'P06400')"
"('P40198', 'P05109')"
"('O75800', 'Q14164')"
"('A6NIX2', 'Q9H4B6')"
"('P23511', 'O15527')"
"('P27448', 'P31946')"
"('Q92574', 'P26038')"
"('P16104', 'O15460')"
"('P30305', 'P06493')"
"('P19235', 'Q9NSE2')"
"('P30504', 'P49591')"
"('P61952', 'Q13936')"
"('Q13233', 'P08107')"
"('Q08050', 'P06400')"
"('P01903', 'P48382')"
"('P29350', 'P30874')"
"('P52209', 'Q04446')"
"('Q96CW1', 'Q9UHP6')"
"('P15884', 'P56545')"
"('Q14315', 'Q9UBF9')"
"('406937', 'Q13951')"
"('Q12988', 'Q9UJY1')"
"('P51153', 'Q01968')"
"('Q8N5Z5', 'O75716')"
"('Q7Z2G1', 'Q71UI9')"
