negatives
"('Q9NYB9', 'Q15154')"
"('O43281', 'P06241')"
"('Q16630', 'Q9H0M0')"
"('Q02156', 'Q8N556')"
"('Q96AZ1', 'Q9NR31')"
"('P53992', 'P62306')"
"('P23508', 'P56192')"
"('Q16206', 'P35226')"
"('P18074', 'P06493')"
"('P49755', 'O14579')"
"('Q13188', 'P19652')"
"('P56381', 'Q9Y2Z9')"
"('Q9H147', 'Q9NYY3')"
"('Q9P2Y5', 'Q13576')"
"('Q86TB9', 'Q08379')"
"('Q9H0I2', 'Q16610')"
"('P52735', 'Q9NV56')"
"('Q9HCE1', 'Q8N5H3')"
"('Q9H0R8', 'Q00005')"
"('P13010', 'Q16531')"
"('O96017', 'P33992')"
"('P42568', 'Q8TEK3')"
"('Q8NI38', 'Q8IYA8')"
"('Q13162', 'Q9H0R8')"
"('O15062', 'O95365')"
"('Q12884', 'Q9ULV4')"
"('P49902', 'Q9NZL4')"
"('P53384', 'Q9NQW7')"
"('Q9UK45', 'P25929')"
"('O95399', 'Q96FW1')"
"('A8MQ03', 'Q9Y4M8')"
"('Q9Y5L4', 'Q12830')"
"('Q96N16', 'Q9BWG6')"
"('Q9UKV8', 'Q9Y230')"
"('P50453', 'P60033')"
"('P04150', 'O60841')"
"('Q8ND04', 'P80370')"
"('Q96C92', 'Q86VQ0')"
"('O43482', 'Q9NPJ6')"
"('Q99933', 'P78508')"
"('Q6UX72', 'Q99750')"
"('Q9Y467', 'Q13619')"
"('Q9NZ81', 'P30626')"
"('Q4KMQ1', 'Q9NR12')"
"('Q00613', 'P52657')"
"('Q9BST9', 'P60006')"
"('Q9NZ01', 'P57078')"
"('Q86TE4', 'P03372')"
"('Q99496', 'O15371')"
"('Q8IWL3', 'P46020')"
"('Q92997', 'Q02040')"
"('Q15643', 'Q04917')"
"('Q7Z6Z7', 'Q01105')"
"('P09769', 'P08238')"
"('Q96EP0', 'P07098')"
"('Q71DI3', 'Q9P2R6')"
"('P50221', 'P40222')"
"('Q02978', 'Q6NUN9')"
"('Q9BYN7', 'O15481')"
"('Q9HCS7', 'Q9BZJ0')"
"('P43356', 'Q9BXY8')"
"('Q15554', 'P35580')"
"('Q8N806', 'P11216')"
"('P21246', 'Q9UMX0')"
"('P18827', 'P04628')"
"('Q9NZM1', 'P63104')"
"('Q01362', 'P06241')"
"('P10720', 'P02768')"
"('O00472', 'P50750')"
"('O95758', 'O75934')"
"('Q3ZCQ8', 'P49642')"
"('P78552', 'P31785')"
"('P14415', 'O15537')"
"('Q96LP2', 'Q9Y250')"
"('O75533', 'P26368')"
"('Q9UGI0', 'O75604')"
"('Q16777', 'Q15208')"
"('P46783', 'Q9HCE1')"
"('P04406', 'P68104')"
"('P11387', 'Q00987')"
"('O95490', 'Q86X19')"
"('P19105', 'P35580')"
"('P62324', 'Q9UKB1')"
"('P62910', 'P11586')"
"('P60370', 'Q8TAI1')"
"('Q9NYZ3', 'Q96H55')"
"('P27695', 'Q8N4N3')"
"('P32121', 'Q8NH74')"
"('Q5S007', 'Q9H936')"
"('Q5MIZ7', 'Q53H82')"
"('O00567', 'Q14999')"
"('P46109', 'P04114')"
"('Q9Y620', 'Q9H0I2')"
"('O95817', 'Q2TAK8')"
"('Q8TAG9', 'Q13564')"
"('O75496', 'P20248')"
"('P22694', 'Q8NGV7')"
"('P20226', 'P18848')"
"('P38936', 'P11142')"
"('P49840', 'Q9UBN7')"
"('Q92636', 'Q8NF50')"
"('Q96JP2', 'Q96BR9')"
"('P62195', 'P50213')"
"('Q9UPQ7', 'Q8NE31')"
"('P48431', 'O14980')"
"('O43790', 'O76015')"
"('Q12906', 'Q16778')"
"('Q8WYB5', 'Q5FBB7')"
"('Q9Y618', 'O75446')"
"('Q6P4R8', 'P25490')"
"('Q93009', 'P54578')"
"('P06493', 'Q14247')"
"('Q969F0', 'O14669')"
"('Q92793', 'P17509')"
"('Q86WV6', 'Q99942')"
"('O95166', 'P13647')"
"('Q9UN19', 'P0DMV9')"
"('O00472', 'Q6PD62')"
"('P35869', 'O75444')"
"('Q9H2H9', 'P00403')"
"('Q9NWV4', 'P38936')"
"('O96028', 'P52732')"
"('P46934', 'Q99759')"
"('O60934', 'Q6K0P9')"
"('P04843', 'O15127')"
"('Q13555', 'O60359')"
"('P63104', 'P25205')"
"('O14925', 'P49736')"
"('P22681', 'O15105')"
"('Q8TEC5', 'Q7Z417')"
"('Q9UKC9', 'Q13617')"
"('O60812', 'Q13618')"
"('O43286', 'Q9NU53')"
"('Q6ZMU5', 'Q99081')"
"('Q96LM6', 'Q6ZRY4')"
"('Q9P2Y5', 'P10415')"
"('Q12906', 'P18583')"
"('Q9Y3A5', 'Q9NP81')"
"('O14980', 'P51957')"
"('Q9Y3A4', 'P61764')"
"('Q12888', 'Q9NYU2')"
"('P25116', 'P16520')"
"('Q8NAP3', 'Q8NHQ1')"
"('O95817', 'Q8N162')"
"('P29459', 'P42702')"
"('P35462', 'Q86UV5')"
"('P05067', 'Q96L92')"
"('P31943', 'Q92879')"
"('P22459', 'Q09470')"
"('Q00526', 'P24941')"
"('Q15303', 'Q16611')"
"('P61758', 'Q9NXH9')"
"('Q8NBJ4', 'Q3MHD2')"
"('Q8TF50', 'O75379')"
"('Q96SB4', 'Q96Q83')"
"('Q5JSH3', 'Q15907')"
"('Q9UBU9', 'P0DP25')"
"('O75478', 'Q15287')"
"('Q9Y2I1', 'P0DPB3')"
"('Q96E35', 'Q14687')"
"('P18124', 'P13639')"
"('Q13617', 'Q5M9Q1')"
"('O75390', 'P04792')"
"('P34897', 'P61604')"
"('P46776', 'P36578')"
"('Q13535', 'P35613')"
"('Q9BW19', 'P68431')"
"('Q96QH2', 'Q9BSM1')"
"('P49767', 'P10721')"
"('P17612', 'Q8NHC7')"
"('P04198', 'Q13049')"
"('Q5VTQ0', 'O95292')"
"('Q6ZVK8', 'P15104')"
"('P02751', 'P36542')"
"('O43166', 'Q9P2M7')"
"('P27694', 'Q9HAV7')"
"('Q9H444', 'Q5VW32')"
"('Q92794', 'P54259')"
"('Q5TC82', 'O60869')"
"('Q6NSJ2', 'Q00987')"
"('P40925', 'P00338')"
"('Q13625', 'Q04206')"
"('Q96NW4', 'P51809')"
"('P36507', 'P31946')"
"('P52815', 'Q12931')"
"('P49750', 'Q70EL2')"
"('Q13503', 'Q9NVC6')"
"('P55854', 'P46060')"
"('P60174', 'P06744')"
"('Q86V42', 'Q8NF50')"
"('Q9UQ90', 'Q96CS3')"
"('P53350', 'P62826')"
"('P49736', 'Q13310')"
"('Q13546', 'Q5VWQ8')"
"('Q8TAP6', 'Q9NQ66')"
"('Q8TD86', 'Q8IV77')"
"('Q92997', 'Q5TEC3')"
"('Q9H2G2', 'Q99259')"
"('Q96FS4', 'P62834')"
"('Q9NTX5', 'Q9Y4P8')"
"('O43684', 'Q92905')"
"('O95817', 'Q9UIV1')"
"('P16473', 'P08069')"
"('Q01101', 'P01106')"
"('P04637', 'O15205')"
"('A5D8V6', 'Q58EX7')"
"('P50750', 'Q9UHK0')"
"('Q15796', 'P11387')"
"('Q00839', 'Q02878')"
"('Q15291', 'O00255')"
"('Q9P253', 'Q9H270')"
"('P62316', 'Q14999')"
"('P55209', 'Q8NHY3')"
"('Q68CJ9', 'Q8NBI2')"
"('P49257', 'Q9H3N1')"
"('P55259', 'P43220')"
"('Q8IYW5', 'P16104')"
"('Q02241', 'O43379')"
"('P02751', 'P60468')"
"('Q9NR22', 'O60506')"
"('Q9NRR5', 'Q5JPE7')"
"('O76011', 'Q2M3A8')"
"('Q9UHK0', 'O00499')"
"('Q06124', 'Q9NRG0')"
"('Q5VWX1', 'Q9BXS6')"
"('Q5T7P3', 'Q6L8G8')"
"('P98175', 'Q92624')"
"('Q9UBU9', 'P49590')"
"('Q9HB71', 'P01241')"
"('Q08379', 'Q96S90')"
"('P46063', 'P35244')"
"('O95166', 'O14764')"
"('Q9Y2J2', 'P49841')"
"('Q5VWX1', 'P98175')"
"('Q8NGB9', 'O60262')"
"('Q8N128', 'Q6PD74')"
"('Q8WV44', 'Q3KQV3')"
"('Q13617', 'Q07021')"
"('Q92481', 'Q93077')"
"('P05412', 'P17096')"
"('Q76L83', 'Q9Y4K3')"
"('Q06124', 'P30530')"
"('O14980', 'P47929')"
"('Q9UGI8', 'Q9UHB6')"
"('P98095', 'Q9H2F3')"
"('Q13315', 'O00255')"
"('Q9Y534', 'P30153')"
"('Q96IR7', 'Q9BXS6')"
"('P06239', 'Q08881')"
"('P83881', 'Q9NX58')"
"('P0DP24', 'Q9HC77')"
"('P38606', 'Q96I99')"
"('P04629', 'Q9UPY3')"
"('Q10713', 'O43325')"
"('Q9UKN8', 'Q01860')"
"('P61254', 'P63173')"
"('O76011', 'Q96FQ7')"
"('O95544', 'Q9BST9')"
"('Q8N108', 'Q96KQ7')"
"('Q96HP4', 'Q9GZT4')"
"('P05814', 'Q9UBW8')"
"('Q9Y5V3', 'Q66GS9')"
"('P32242', 'Q92922')"
"('P23025', 'Q9NRD5')"
"('Q14994', 'Q9NVC6')"
"('Q9UQ72', 'P68104')"
"('Q8IUB9', 'Q3LI76')"
"('O60282', 'Q15654')"
"('P58340', 'Q9UMZ2')"
"('Q9UBS8', 'P15923')"
"('Q9Y3B9', 'Q13618')"
"('Q13243', 'P60520')"
"('Q15717', 'Q13620')"
"('Q9UQL6', 'Q13761')"
"('P09972', 'Q6P587')"
"('P12830', 'Q16832')"
"('Q9UFD9', 'Q17RB8')"
"('P05067', 'P49406')"
"('Q969R5', 'O15379')"
"('Q9UFD9', 'Q96A09')"
"('Q9HCM4', 'Q96RR1')"
"('P02545', 'P02751')"
"('P02545', 'Q13823')"
"('Q8N257', 'Q9UKV0')"
"('P21291', 'P35226')"
"('Q8IZU1', 'Q99457')"
"('P62745', 'O60831')"
"('Q6UB98', 'P07947')"
"('P14598', 'P60763')"
"('Q96SB4', 'Q6PB30')"
"('Q13310', 'P15927')"
"('Q9NVV9', 'Q9BRJ6')"
"('Q9Y2K6', 'Q8IYA8')"
"('Q8IWL3', 'P46199')"
"('O95793', 'P08670')"
"('O75486', 'Q12962')"
"('P04626', 'P26641')"
"('Q9UQ90', 'Q13263')"
"('P48431', 'Q5C9Z4')"
"('Q13228', 'P33316')"
"('P05067', 'Q96G30')"
"('Q9Y6K1', 'P48552')"
"('P51784', 'Q93096')"
"('Q9BPX7', 'P54257')"
"('Q9NRG0', 'P28715')"
"('P25398', 'P11441')"
"('Q9BU70', 'Q15831')"
"('Q93062', 'Q86UW9')"
"('Q9Y6W8', 'P27986')"
"('P11387', 'Q14684')"
"('Q93034', 'P42766')"
"('P85037', 'P08670')"
"('P34932', 'P60520')"
"('Q8NFW5', 'P07910')"
"('Q9UN19', 'Q13829')"
"('Q9UK32', 'P48740')"
"('Q99759', 'P38646')"
"('Q12824', 'P27797')"
"('P68133', 'P53814')"
"('P13725', 'Q9HCF6')"
"('Q9UJW3', 'P03372')"
"('Q8IZT6', 'P0DP25')"
"('Q9Y285', 'Q8IU81')"
"('O75147', 'Q03252')"
"('Q9BUP0', 'Q07283')"
"('O15198', 'Q9NXD2')"
"('Q02543', 'Q8TDN6')"
"('Q9H0W5', 'Q96T88')"
"('Q07011', 'Q13433')"
"('Q01082', 'P19838')"
"('P84098', 'P27348')"
"('O75530', 'P02746')"
"('Q99880', 'Q96KK5')"
"('Q14669', 'Q13347')"
"('Q9Y6E2', 'P68402')"
"('P62333', 'P04629')"
"('Q9Y264', 'P07333')"
"('Q7Z3I7', 'Q8NHQ1')"
"('P14649', 'P60709')"
"('P34897', 'Q8TF27')"
"('O75208', 'Q9P032')"
"('Q5JUW0', 'Q8TAE8')"
"('P04075', 'O14939')"
"('P51784', 'Q14135')"
"('Q9NRM7', 'Q9NUP9')"
"('P25788', 'Q13616')"
"('P21926', 'P60033')"
"('Q9NR12', 'Q8TDG2')"
"('Q9Y5V3', 'P26196')"
"('P62258', 'Q5SW79')"
"('P60709', 'Q92905')"
"('Q9Y2G2', 'Q9NWK9')"
"('P52292', 'P27824')"
"('Q08211', 'P30876')"
"('P49746', 'P18564')"
"('P53621', 'P61923')"
"('P08243', 'P43034')"
"('Q9UQN3', 'P43034')"
"('Q16659', 'Q06136')"
"('Q9NS23', 'Q9BXW4')"
"('O43488', 'Q6PD62')"
"('P19320', 'P54886')"
"('Q32MZ4', 'Q16666')"
"('P09497', 'O60828')"
"('Q9BYQ0', 'Q8TBB1')"
"('Q9GZQ8', 'Q66K74')"
"('P51532', 'P17275')"
"('P17252', 'O14610')"
"('P62266', 'P62899')"
"('O75832', 'Q9ULK4')"
"('Q495W5', 'Q86YD3')"
"('Q9UL15', 'P43353')"
"('Q5NDL2', 'Q5S007')"
"('Q15233', 'Q9NYK5')"
"('Q9BTD8', 'P05067')"
"('Q9BZQ6', 'Q9NRD1')"
"('Q9BST9', 'P08134')"
"('Q13127', 'Q8IWB6')"
"('P51636', 'O14939')"
"('Q9UMS0', 'Q13137')"
"('P04259', 'Q9BYV2')"
"('P49639', 'P59991')"
"('Q8NHY5', 'Q99638')"
"('Q9HCE1', 'Q6PJ21')"
"('O00567', 'Q08211')"
"('P11177', 'P08559')"
"('Q9Y2Q3', 'Q7Z4Q2')"
"('Q02978', 'Q562R1')"
"('P16070', 'Q96H55')"
"('Q13620', 'P08621')"
"('P33527', 'P21796')"
"('P62979', 'P11441')"
"('Q8NEG7', 'Q13404')"
"('Q9NSC5', 'P55081')"
"('Q9H773', 'Q49AN0')"
"('Q9UBP6', 'Q9UI26')"
"('P54274', 'Q9BU76')"
"('P49450', 'P00558')"
