negatives
"('Q8N0V3', 'P01106')"
"('Q6I9Y2', 'Q13838')"
"('P63279', 'Q9NQB0')"
"('Q4VCS5', 'Q12959')"
"('Q13099', 'P06733')"
"('Q9Y3B2', 'Q8IZH2')"
"('P48556', 'O15198')"
"('Q15819', 'Q5T3J3')"
"('Q15293', 'Q99496')"
"('Q96I24', 'P27694')"
"('Q9BUJ2', 'Q13618')"
"('O75063', 'Q8N205')"
"('Q86UK5', 'P23526')"
"('P61981', 'Q15843')"
"('O75369', 'P47755')"
"('Q9Y2R4', 'Q9UNQ2')"
"('Q92979', 'Q9Y297')"
"('O60260', 'P43243')"
"('Q96HF1', 'Q9BQY9')"
"('Q15047', 'O14980')"
"('Q96H55', 'Q6NYC8')"
"('P78347', 'P27694')"
"('Q14241', 'Q8N137')"
"('O15350', 'P23526')"
"('P21815', 'P06756')"
"('O95785', 'P23258')"
"('Q9NUX5', 'O00154')"
"('O95905', 'Q93074')"
"('O15265', 'Q92832')"
"('Q15022', 'Q9H0A0')"
"('Q5TA82', 'Q9BYR9')"
"('P14635', 'Q9NSV4')"
"('Q9BVP2', 'P04629')"
"('Q9BUZ4', 'Q8N7F7')"
"('Q8TAT6', 'Q9C0I1')"
"('Q06124', 'Q9UQC2')"
"('Q0ZGT2', 'Q9C019')"
"('Q06187', 'P23246')"
"('P52564', 'P45983')"
"('Q09472', 'O75030')"
"('Q96QV6', 'P62263')"
"('Q9NVW2', 'Q96LR5')"
"('O75400', 'Q15366')"
"('Q9UIV1', 'P11802')"
"('O43193', 'Q5JY77')"
"('Q9UHX1', 'Q02535')"
"('Q01968', 'Q7KYR7')"
"('P53680', 'P57735')"
"('Q9BVJ6', 'Q15459')"
"('P17612', 'P63104')"
"('P11142', 'P09467')"
"('P09455', 'P98164')"
"('Q13547', 'P0C0S8')"
"('Q9H0C8', 'Q96FW1')"
"('O96001', 'P67775')"
"('P04406', 'P49768')"
"('P01562', 'P40189')"
"('O75581', 'Q9H6X2')"
"('P09086', 'P19793')"
"('Q96GD4', 'Q15257')"
"('Q16186', 'Q7Z6Z7')"
"('Q13617', 'Q9UKD2')"
"('Q92905', 'Q5VTR2')"
"('Q13432', 'Q96A56')"
"('Q8NC60', 'Q9UMX3')"
"('P16885', 'Q06124')"
"('Q9Y244', 'Q13404')"
"('Q6FI13', 'Q9HCI7')"
"('P23467', 'P21246')"
"('Q16514', 'O75486')"
"('Q9Y2X3', 'P46777')"
"('Q3LI76', 'Q9UF72')"
"('Q5TFQ8', 'O00241')"
"('P35637', 'P12277')"
"('Q2TAC2', 'Q8N5A5')"
"('P35269', 'Q96G46')"
"('Q6ZW31', 'P56524')"
"('Q14919', 'P04183')"
"('O00469', 'Q05209')"
"('P62820', 'P51149')"
"('Q9ULJ3', 'Q9BQK8')"
"('Q15170', 'Q9BWX1')"
"('P02751', 'P62993')"
"('P49411', 'P01889')"
"('Q9BYV2', 'Q9BRQ8')"
"('Q9BVQ7', 'Q9UBU9')"
"('P05015', 'P17181')"
"('Q9Y3E0', 'P35232')"
"('Q96M27', 'Q8NDH3')"
"('Q9Y375', 'P0DP24')"
"('Q96CW5', 'Q5SW79')"
"('Q6NYC1', 'Q9NQ29')"
"('Q9UIM3', 'P38936')"
"('Q13131', 'O00231')"
"('O15524', 'P20936')"
"('Q8N163', 'P19838')"
"('Q13895', 'P14373')"
"('P24821', 'P53708')"
"('P30566', 'Q9Y4E8')"
"('Q96ST3', 'P05161')"
"('Q8TBB1', 'O43167')"
"('P31273', 'O75031')"
"('Q96GQ7', 'Q96HE9')"
"('Q99683', 'P53779')"
"('O43166', 'P56524')"
"('Q9BYC5', 'Q9BX97')"
"('P04156', 'P07498')"
"('P05067', 'P23511')"
"('O43815', 'Q9Y3A3')"
"('Q5VT06', 'Q9UBU9')"
"('Q8ND90', 'Q9UQ90')"
"('Q92748', 'Q15831')"
"('Q86V81', 'Q14999')"
"('P32246', 'P29317')"
"('Q9Y4C1', 'Q5VYK3')"
"('Q14103', 'Q07021')"
"('Q9UBB9', 'Q13671')"
"('Q99584', 'P49585')"
"('Q14781', 'P60411')"
"('P39880', 'Q6P5W5')"
"('P56470', 'Q8IUC1')"
"('Q9BU70', 'Q8IUC4')"
"('Q9H788', 'Q6NUQ1')"
"('P61764', 'O14939')"
"('Q9Y3Z3', 'O00469')"
"('O14948', 'P19532')"
"('Q14181', 'O76071')"
"('P12036', 'Q9H2C0')"
"('Q12834', 'Q13309')"
"('Q5JSL3', 'Q9H4E5')"
"('Q7Z4N8', 'Q5D1E8')"
"('P51532', 'Q16548')"
"('Q07889', 'P19419')"
"('Q96EY7', 'P18848')"
"('P62857', 'P62753')"
"('Q01094', 'Q07820')"
"('P15311', 'Q9Y4K3')"
"('O00233', 'P31943')"
"('Q13315', 'P01009')"
"('P10599', 'P04629')"
"('Q9NQT8', 'Q8TC76')"
"('Q9UQL6', 'Q09028')"
"('P11142', 'P11387')"
"('P41279', 'Q08380')"
"('Q92597', 'P62241')"
"('Q15554', 'Q14191')"
"('Q93074', 'P36956')"
"('P13611', 'P23142')"
"('Q8IYR6', 'Q658P3')"
"('O95400', 'Q86V81')"
"('P08758', 'Q9UBG3')"
"('Q8IY81', 'Q9GZL7')"
"('Q155Q3', 'O14640')"
"('Q9BXB1', 'P07437')"
"('Q9NY65', 'P29144')"
"('O95758', 'Q9HAD4')"
"('Q14839', 'Q15742')"
"('Q9HC21', 'P09497')"
"('Q96B23', 'P58304')"
"('Q9NZ42', 'P49755')"
"('P54257', 'P47869')"
"('Q96LC9', 'O95817')"
"('Q15022', 'Q9NWH9')"
"('Q9H4A6', 'Q12904')"
"('Q9Y2A9', 'Q6XUX3')"
"('Q96HA8', 'Q96GX9')"
"('P46108', 'Q14807')"
"('Q05519', 'Q15796')"
"('Q13185', 'Q96JM3')"
"('P04181', 'Q9NRR5')"
"('P78317', 'P51608')"
"('O75419', 'Q13501')"
"('P80404', 'P16930')"
"('O75841', 'Q8N6L0')"
"('Q12805', 'O00555')"
"('Q9C0C7', 'Q13620')"
"('Q99729', 'Q01844')"
"('O60879', 'Q13185')"
"('P67775', 'Q8IV20')"
"('Q13315', 'Q9H3S7')"
"('Q9BYR5', 'Q9UHI7')"
"('P35749', 'P60709')"
"('P59990', 'Q5T7P3')"
"('Q03111', 'P63208')"
"('P00966', 'Q68CZ1')"
"('Q92552', 'Q9Y3D9')"
"('Q8N3J5', 'P14735')"
"('O75525', 'Q86VE0')"
"('Q9Y2T3', 'P63241')"
"('Q9NP31', 'P11277')"
"('O15457', 'Q9UHC1')"
"('P15884', 'Q9Y6W5')"
"('Q08211', 'Q9NZR1')"
"('Q9NWS6', 'Q70IA8')"
"('Q04118', 'P02768')"
"('Q09472', 'O94761')"
"('Q15051', 'P14618')"
"('P18621', 'P63173')"
"('Q96K37', 'O00139')"
"('P84022', 'P22736')"
"('Q9BV40', 'Q99871')"
"('P25800', 'Q8IXK0')"
"('P46781', 'P62266')"
"('Q08211', 'P50402')"
"('Q14315', 'O75369')"
"('Q7LBC6', 'O14980')"
"('Q5T6X5', 'Q9NQ66')"
"('Q05D60', 'O75665')"
"('P19440', 'P60033')"
"('Q9Y520', 'O60260')"
"('Q14676', 'P62987')"
"('O94972', 'Q9Y272')"
"('A6NFY7', 'Q8IWL3')"
"('O43524', 'P22307')"
"('Q86X19', 'P63027')"
"('Q9Y6N8', 'P21246')"
"('Q8TC99', 'Q147U7')"
"('Q9BWG6', 'Q96I34')"
"('Q53G59', 'P10398')"
"('P08574', 'O75947')"
"('Q92835', 'P60369')"
"('P33076', 'P35998')"
"('P23467', 'Q92823')"
"('Q5S007', 'Q9P2X0')"
"('P19838', 'Q92784')"
"('P51692', 'P01106')"
"('O14964', 'P51178')"
"('Q9UEU0', 'Q86VW0')"
"('Q08050', 'P38936')"
"('Q15007', 'Q15717')"
"('P41250', 'Q9NZL4')"
"('P08779', 'O95166')"
"('Q24JP5', 'Q02083')"
"('P62857', 'P22626')"
"('Q9UKW4', 'P06213')"
"('Q7Z6Z7', 'P50395')"
"('Q9UL15', 'Q5S007')"
"('Q6R327', 'Q93008')"
"('P07900', 'O75582')"
"('Q14241', 'Q9H7Z6')"
"('P57723', 'Q9NWB1')"
"('Q9P0J0', 'O96000')"
"('Q92966', 'O95801')"
"('P19320', 'P02008')"
"('P54725', 'Q05086')"
"('Q99496', 'Q92769')"
"('P51003', 'Q08170')"
"('O14980', 'Q6ZS17')"
"('P15514', 'P60410')"
"('P22694', 'Q8NGF8')"
"('Q92890', 'P04792')"
"('Q9NWS8', 'Q96HY6')"
"('P78537', 'Q96ES7')"
"('O15162', 'Q96LJ7')"
"('Q9Y4K3', 'P29692')"
"('Q13620', 'Q9Y2T1')"
"('Q08211', 'P52756')"
"('Q92905', 'P63173')"
"('Q96HR9', 'Q99732')"
"('P45983', 'P12004')"
"('Q15717', 'Q9BTL4')"
"('P07237', 'P78545')"
"('P02647', 'P02745')"
"('Q9Y6I4', 'Q9BYX4')"
"('O43707', 'Q05397')"
"('P11388', 'Q9UKV8')"
"('Q15717', 'Q9HC38')"
"('Q14166', 'Q8N5M4')"
"('Q8N394', 'O95758')"
"('Q7Z3G6', 'O14641')"
"('P27635', 'Q02880')"
"('P35637', 'Q14204')"
"('O14980', 'O14867')"
"('P10155', 'O14949')"
"('P16615', 'Q9BV68')"
"('Q9BY11', 'Q8TF21')"
"('O00560', 'Q9UH03')"
"('Q6ZSZ5', 'Q12962')"
"('P48634', 'O43639')"
"('O95239', 'P05067')"
"('Q9H204', 'O15259')"
"('P05067', 'Q9NS28')"
"('P01106', 'Q96RU2')"
"('Q14258', 'P03372')"
"('Q6P4A8', 'Q6IQ23')"
"('P48023', 'Q9UHR4')"
"('Q9H089', 'Q9NY26')"
"('P45880', 'Q9UNL2')"
"('P62306', 'P62316')"
"('Q9H9H4', 'Q8TBB1')"
"('O43464', 'Q9H871')"
"('O00469', 'Q9Y230')"
"('P07900', 'Q9H093')"
"('P22626', 'Q15366')"
"('Q9UK59', 'P49759')"
"('P38159', 'O95900')"
"('O43676', 'O95169')"
"('Q13635', 'Q13683')"
"('Q96S53', 'Q9UJF2')"
"('Q13595', 'Q13618')"
"('O75420', 'Q9UPN6')"
"('Q5T753', 'Q5TA77')"
"('P35222', 'P24864')"
"('P22694', 'Q96R67')"
"('P17482', 'Q8ND90')"
"('O14980', 'Q9H211')"
"('P11387', 'P67870')"
"('Q9C004', 'Q86X19')"
"('P61326', 'Q0VDG4')"
"('P29992', 'P63092')"
"('P33992', 'Q9BTM1')"
"('Q9H081', 'P02671')"
"('Q9H0M0', 'Q92731')"
"('P01903', 'Q9UIW2')"
"('Q6EMK4', 'Q9BYQ6')"
"('O95006', 'Q9P2W3')"
"('P42285', 'Q86T82')"
"('Q9UHD1', 'Q9UJ70')"
"('Q9Y678', 'Q92616')"
"('Q05193', 'P09661')"
"('Q96H55', 'P07355')"
"('P63208', 'Q9BT78')"
"('P36507', 'O96019')"
"('Q29865', 'P43632')"
"('Q9NTX7', 'P60484')"
"('P17028', 'P25787')"
"('Q04917', 'P15056')"
"('Q99962', 'P49418')"
"('Q9Y4I1', 'Q96A65')"
"('O43474', 'P46531')"
"('Q09028', 'Q6MZP7')"
"('Q16659', 'Q92878')"
"('Q9HBE4', 'Q9UGN5')"
"('Q16531', 'O94864')"
"('P49368', 'P61160')"
"('O14775', 'P40145')"
"('Q13315', 'Q9UJ04')"
"('Q9P209', 'Q5TB80')"
"('Q6IQ23', 'Q01082')"
"('P56880', 'Q96AP7')"
"('P63096', 'Q96H55')"
"('P56182', 'Q9H492')"
"('P62273', 'O75815')"
"('Q6ZU80', 'O75161')"
"('P60410', 'A0PJY2')"
"('P08172', 'P50148')"
"('Q96DC7', 'Q8NB15')"
"('Q8IZL2', 'Q9NR28')"
"('Q9BT40', 'P04183')"
"('Q96CW5', 'P08238')"
"('O94986', 'Q9H7B2')"
"('P10244', 'Q9BZD4')"
"('Q5T200', 'Q92560')"
"('P54253', 'P04406')"
"('Q96PK6', 'Q8IUI8')"
"('O75694', 'O95359')"
"('Q2NL82', 'P62807')"
"('O75335', 'Q15596')"
"('Q13243', 'P52272')"
"('Q13509', 'O14576')"
"('P36542', 'Q9HAC7')"
"('Q9C0E4', 'Q13136')"
"('O95677', 'P62837')"
"('Q96BK5', 'Q9Y3D3')"
"('Q12802', 'P50148')"
"('Q9UMX1', 'Q9P2A4')"
"('Q96ST3', 'P48443')"
"('P38936', 'Q92835')"
"('Q15717', 'Q96T88')"
"('Q13158', 'P61586')"
"('Q9GZM8', 'P49023')"
"('Q6NUQ1', 'O00459')"
"('Q9P0N8', 'P13569')"
"('B7ZAP0', 'Q13465')"
"('Q96T76', 'P10276')"
"('Q15554', 'O15027')"
"('Q15637', 'Q6P1M3')"
"('P05556', 'P09382')"
"('Q96B97', 'Q00610')"
"('P12757', 'O76094')"
"('P46782', 'P62829')"
"('Q8N4P2', 'Q8WUY1')"
"('Q9BY43', 'Q5VWQ8')"
"('O15504', 'Q8NFH5')"
"('P08238', 'O94810')"
"('O75376', 'P06733')"
"('P00533', 'Q8IX01')"
"('Q9UBU9', 'P15559')"
"('P08138', 'Q9HBG4')"
"('Q9BQ24', 'Q5VU43')"
"('O14678', 'Q96BY9')"
"('P43115', 'Q96HD1')"
"('Q01968', 'Q96CW1')"
"('P30626', 'P54252')"
"('Q13618', 'P16989')"
"('Q86V81', 'Q15477')"
"('Q9UKK9', 'P30480')"
"('Q9BV38', 'Q9C009')"
"('Q92769', 'O60675')"
"('P61956', 'O14715')"
"('Q9BZD4', 'Q6NZI2')"
"('Q2NKX9', 'Q86US8')"
"('P36873', 'Q14739')"
"('Q15796', 'Q9UJX6')"
"('Q4G0J3', 'P33993')"
"('Q7L5N1', 'P35908')"
"('Q8TAX7', 'P15515')"
"('P12830', 'Q01094')"
"('P04406', 'P35228')"
"('P29401', 'Q9UQL6')"
"('O95221', 'P62837')"
"('P10074', 'Q9NPJ4')"
"('P11441', 'P08238')"
"('Q9BU70', 'P54278')"
"('P27487', 'Q07325')"
"('Q9UK08', 'Q02156')"
"('P62241', 'Q13601')"
"('P63165', 'Q9H5H4')"
"('Q9H0R8', 'P36542')"
"('P62310', 'Q9Y4Y9')"
"('P48634', 'P05412')"
"('O00560', 'A1L162')"
"('Q9HAV4', 'P52739')"
"('Q9NNX1', 'Q8N5R6')"
"('P49768', 'Q14126')"
"('Q86SE9', 'P50991')"
"('Q9P287', 'P15586')"
"('O14519', 'Q14839')"
"('Q71U36', 'Q8ND83')"
"('P22681', 'Q9ULH1')"
"('P60484', 'Q6IQ55')"
"('P18206', 'O15067')"
"('Q9Y5K6', 'P35240')"
"('Q99623', 'P68371')"
"('P60896', 'P55072')"
"('Q96MW7', 'Q8IUH5')"
"('P01106', 'P0C0S5')"
"('Q5QJE6', 'Q96A08')"
"('Q9P0U4', 'P26358')"
"('Q9Y6J9', 'P15173')"
"('P30154', 'Q08289')"
"('O95425', 'Q9Y4H4')"
"('O75030', 'Q9Y6X2')"
"('P27708', 'Q9UQL6')"
"('P62913', 'Q5S007')"
"('P04818', 'Q9BQ24')"
"('Q99623', 'P08574')"
"('Q96CP6', 'Q6NUS6')"
"('Q6A162', 'O60573')"
"('Q13435', 'Q9UKV8')"
"('P38936', 'P30260')"
"('O43395', 'Q15020')"
"('Q9NU53', 'Q9BT67')"
"('P53778', 'Q8TD08')"
"('P32121', 'Q9GZK3')"
"('Q8TAB5', 'P17661')"
"('O94832', 'Q8TCJ0')"
"('Q15118', 'Q9BYG5')"
"('Q06136', 'P51571')"
"('O60936', 'P0C1Z6')"
"('Q3KPI0', 'P41273')"
"('P15927', 'O95985')"
"('Q5TA79', 'O14633')"
"('Q99832', 'P67775')"
"('Q12840', 'Q99816')"
"('Q99576', 'O60244')"
"('Q9H4P4', 'O15049')"
"('P61326', 'P15880')"
"('P34931', 'Q8NBT0')"
"('P15374', 'Q16763')"
"('P07195', 'O95433')"
"('P05455', 'P68400')"
"('P10276', 'P48443')"
"('O95715', 'P51686')"
"('P30837', 'Q6NUS6')"
"('Q00610', 'P01889')"
"('Q15262', 'Q96PD2')"
"('Q9H461', 'O14640')"
"('O14744', 'P08621')"
"('O75346', 'P15121')"
"('P56524', 'Q5TCX8')"
"('O00629', 'P49790')"
"('Q15637', 'Q13243')"
"('Q9NS73', 'P24863')"
"('P06748', 'Q13263')"
"('Q01085', 'P13612')"
"('Q8NE71', 'O94888')"
"('P07900', 'Q5TEA3')"
"('P55036', 'Q9HCE7')"
"('Q9BPX7', 'Q15910')"
"('Q69YQ0', 'Q6IQ23')"
"('P48039', 'P50151')"
"('P02452', 'Q8TD46')"
"('Q01081', 'P62826')"
"('Q09472', 'Q96GM5')"
"('P07737', 'Q92558')"
"('P18146', 'P13693')"
"('Q9UHD2', 'Q8TDY2')"
"('Q9HCH5', 'Q9UET6')"
"('O75886', 'P83436')"
"('P46531', 'P48736')"
"('O95166', 'Q96L21')"
"('Q16254', 'Q02535')"
"('P08123', 'P43235')"
"('Q9BUU2', 'P08238')"
"('Q8TAA9', 'P46379')"
"('Q86XX4', 'Q8WWY8')"
"('Q03518', 'Q13087')"
"('Q08117', 'P29083')"
"('Q9UNE7', 'Q02153')"
"('P10275', 'P36956')"
"('Q9Y265', 'O75815')"
"('Q9GZQ8', 'Q562R1')"
"('O95166', 'O60518')"
"('O95376', 'Q96DX5')"
"('P83731', 'P49207')"
"('P22735', 'Q8WVR3')"
"('P46821', 'Q9C0C7')"
"('Q9ULJ7', 'Q3SXY8')"
"('Q9NZG7', 'Q07108')"
"('Q16539', 'Q00613')"
"('P17844', 'P49450')"
"('P63172', 'P60510')"
"('Q8TBB1', 'Q9HBX8')"
"('P26951', 'P30304')"
"('Q9NYJ8', 'Q9Y6X2')"
"('Q03181', 'Q8WUI4')"
"('P51687', 'Q7Z3Y9')"
"('P51858', 'O00178')"
"('Q96K80', 'Q92624')"
"('Q14999', 'P46783')"
"('Q9BZF9', 'Q9UHD9')"
"('P10276', 'Q9Y2W1')"
"('P63010', 'Q9NVZ3')"
"('Q8IUQ4', 'Q9NVW2')"
"('P0DI81', 'Q8WZ79')"
"('Q9HB07', 'P62993')"
"('Q86VP6', 'O75807')"
"('Q9P0T4', 'P83916')"
"('Q9Y2V7', 'Q6NVU6')"
"('Q9ULX7', 'Q9NR50')"
"('Q9NXF7', 'Q92905')"
"('Q9C0B0', 'Q13492')"
"('P60709', 'P63104')"
"('Q8IWU5', 'O14958')"
"('P68104', 'P01116')"
"('P20783', 'P10721')"
"('Q99942', 'Q9BSR8')"
"('Q9C0F1', 'Q9HCJ0')"
"('Q9NW97', 'Q9P0N5')"
"('O95684', 'Q13188')"
"('Q99836', 'Q13045')"
"('Q9NWB7', 'Q86VS8')"
"('Q9UKV3', 'Q5S007')"
"('P43351', 'O43543')"
"('Q9Y2R0', 'Q9GZY4')"
"('Q9BQC6', 'Q9NP92')"
"('Q04637', 'P28062')"
"('P16104', 'Q9UQ84')"
"('Q13564', 'Q9ULC4')"
"('P49407', 'Q8NGR1')"
"('P61326', 'P84103')"
"('Q08117', 'A5D8V6')"
"('Q9BY43', 'Q9NZZ3')"
"('P60410', 'Q9UGT4')"
"('P42771', 'P30281')"
"('Q15014', 'P35244')"
"('Q9NY35', 'Q7Z5G4')"
"('P08238', 'Q9H469')"
"('P98177', 'P35222')"
"('O00571', 'Q92731')"
"('P62987', 'P61313')"
"('Q9NRC8', 'Q8NI36')"
"('Q15904', 'Q9NRD1')"
"('Q13501', 'Q9UQN3')"
"('P43364', 'Q9Y2S0')"
"('Q13404', 'Q12933')"
"('Q92905', 'Q7Z478')"
"('Q96KQ7', 'Q96T88')"
"('Q92922', 'Q13285')"
"('Q96A08', 'Q05BQ5')"
"('O15550', 'Q16695')"
"('O60516', 'Q92560')"
"('Q14919', 'Q00403')"
"('Q15797', 'Q01831')"
"('Q15397', 'Q9Y2R4')"
"('Q9UQ88', 'P84022')"
"('Q9NYZ3', 'P05412')"
"('Q9ULT8', 'Q96K17')"
"('P21359', 'Q00536')"
"('Q9Y2Z0', 'Q96DB2')"
"('Q6P1M3', 'Q9BYG4')"
"('P01106', 'P11274')"
"('P11310', 'Q5TGI0')"
"('P46778', 'Q8NHW5')"
"('Q92839', 'P18146')"
"('P51531', 'P62805')"
"('Q8WXE9', 'P19320')"
"('P56747', 'O75508')"
"('Q99784', 'Q9UKZ9')"
"('P54105', 'Q9Y333')"
"('P35580', 'P38919')"
"('Q9NQC3', 'P54709')"
"('P42345', 'Q9H5H4')"
"('O15297', 'Q13200')"
"('Q04206', 'P09917')"
"('Q9Y5M8', 'P20340')"
"('Q15906', 'P62805')"
"('O00148', 'Q8NI27')"
"('P05067', 'Q8IXX5')"
"('Q9UJX4', 'Q92731')"
"('Q6P9B6', 'Q9BTV5')"
"('P25098', 'Q8WZ84')"
"('O95402', 'Q7Z713')"
"('P05109', 'P62937')"
"('Q00688', 'P46934')"
"('P13929', 'P49773')"
"('P13637', 'Q969H0')"
"('Q00987', 'P54136')"
"('P18206', 'P35221')"
"('O95166', 'Q99569')"
"('Q6PCD5', 'Q9Y4L1')"
"('Q9H9A6', 'Q9Y597')"
"('P35462', 'Q96NY7')"
"('O14817', 'P26006')"
"('P06493', 'P10415')"
"('P24043', 'Q13797')"
"('P31153', 'Q92905')"
"('P06493', 'Q9NTI5')"
"('P18089', 'P29992')"
"('O75175', 'Q9UIV1')"
"('P56279', 'Q6PID6')"
"('Q12933', 'Q13748')"
"('Q13454', 'Q9NRD1')"
"('Q8N6D2', 'P61088')"
"('Q9H0T7', 'Q8WXD5')"
"('Q9UNI1', 'P19957')"
"('P05455', 'P04150')"
"('Q96GC6', 'P46100')"
"('P48729', 'Q9BT88')"
"('P00746', 'P02768')"
"('P05161', 'P23528')"
"('Q96EZ8', 'P51116')"
"('Q38SD2', 'Q9HAT1')"
"('P07947', 'Q9GZT8')"
"('Q8TC76', 'P49674')"
"('O75380', 'P03905')"
"('P61978', 'Q96Q27')"
"('P07437', 'Q13099')"
"('Q9UN72', 'P55157')"
"('Q9H0R8', 'O00571')"
"('P63261', 'Q13683')"
"('P78509', 'Q13797')"
"('P04629', 'O15372')"
"('P78371', 'Q6P3X3')"
"('P15880', 'P0C0S8')"
"('Q9P0K8', 'Q9UQE7')"
"('P98082', 'O14965')"
"('A2RU14', 'Q6ZS10')"
"('Q13620', 'O95886')"
"('P22694', 'Q8NGD0')"
"('O00716', 'P06493')"
"('Q9NVI7', 'P49736')"
"('P62314', 'Q13435')"
"('Q96HA8', 'Q5TYM5')"
"('Q86VE0', 'Q99750')"
"('Q30154', 'O14757')"
"('Q15370', 'P27540')"
"('P24928', 'Q96P16')"
"('Q9UNA1', 'P17081')"
"('P10606', 'P51148')"
"('Q9BYD1', 'Q14197')"
"('O00560', 'A2RTX5')"
"('Q96KM6', 'Q9NRG4')"
"('Q9UBX2', 'P00338')"
"('Q9UIF7', 'Q8NHU6')"
"('Q8N205', 'Q9UJ70')"
"('Q92905', 'P51692')"
"('Q9NY12', 'Q9H6R7')"
"('P04083', 'P26368')"
"('Q5T440', 'Q5BKU9')"
"('Q6PGP7', 'Q13618')"
"('P0C0S8', 'Q99880')"
"('Q96GX9', 'Q9H993')"
"('Q5MAI5', 'Q13451')"
"('Q96C92', 'O75436')"
"('O43482', 'Q8TBA6')"
"('Q969R5', 'Q14186')"
"('A6NEM1', 'Q13671')"
"('Q9UPW6', 'O94776')"
"('Q92754', 'P08603')"
"('Q8WXA9', 'Q13243')"
"('O75594', 'Q96F85')"
"('P30685', 'Q8NHL6')"
"('O00267', 'Q12789')"
"('Q9UQE7', 'Q29RF7')"
"('P16949', 'P15408')"
"('P05783', 'O75688')"
"('P19388', 'O14802')"
"('O00716', 'Q68E01')"
"('Q9Y3Q8', 'Q96M95')"
"('Q6AI12', 'O00560')"
"('Q9Y597', 'Q9H019')"
"('Q15811', 'Q8TAQ2')"
"('Q96S52', 'Q96GX1')"
"('Q13485', 'P01106')"
"('P32519', 'P06400')"
"('Q9HCI7', 'Q9BZR9')"
"('Q9H3Q1', 'Q96SB4')"
"('P30876', 'P53803')"
"('P06576', 'P35232')"
"('Q00610', 'Q86UY5')"
"('Q49A88', 'Q9NX08')"
"('Q9UH03', 'Q9H8S9')"
"('Q14CS0', 'P50221')"
"('Q8IY31', 'Q8IUH5')"
"('P33151', 'O60331')"
"('P40933', 'P24394')"
"('P08246', 'P01011')"
"('P25098', 'Q8NGX1')"
"('P49768', 'P35222')"
"('Q9NQC1', 'Q9BTE6')"
"('O60229', 'Q9GZM8')"
"('P09661', 'O75147')"
"('O95563', 'Q8IWL3')"
"('Q9NX02', 'Q6PKG0')"
"('Q9UQL6', 'P38159')"
"('Q8NEH6', 'Q567U6')"
"('P06401', 'P55345')"
"('Q9BV68', 'O75604')"
"('P27816', 'P16333')"
"('P02794', 'Q01105')"
"('O60939', 'Q9H583')"
"('Q9HC29', 'Q9Y4K3')"
"('P52655', 'Q15542')"
"('P34897', 'Q1W6H9')"
"('P04439', 'P49257')"
"('Q12931', 'O95166')"
"('P35568', 'P42338')"
"('P21781', 'P08581')"
"('Q6ULP2', 'Q05086')"
"('P56856', 'C9JDP6')"
"('O60941', 'Q13136')"
"('P49815', 'Q6R327')"
"('Q99497', 'O14647')"
"('P30405', 'Q6ICL3')"
"('Q9BV38', 'Q9BVJ6')"
"('O75592', 'Q4G0F5')"
"('Q14137', 'Q86VP6')"
"('Q8TBB1', 'Q86V42')"
"('Q9BQ04', 'Q15717')"
"('P30457', 'Q9BUP0')"
"('O95198', 'P55081')"
"('Q96EQ0', 'P00966')"
"('Q00613', 'Q15311')"
"('Q9UBC9', 'Q14206')"
"('Q8N183', 'Q8IX01')"
"('Q8NCA5', 'P00533')"
"('O14508', 'P55327')"
"('P08865', 'Q96RU7')"
"('O75197', 'Q6IMN6')"
"('Q9Y2Z4', 'O95900')"
"('P18754', 'P51858')"
"('O00238', 'P27037')"
"('P26373', 'Q9Y4B6')"
"('P42229', 'Q99814')"
"('Q96G75', 'Q16650')"
"('Q9Y566', 'Q13813')"
"('O00567', 'P40938')"
"('Q93034', 'P61457')"
"('Q7Z6Z7', 'P59780')"
"('Q96C92', 'Q7Z7A1')"
"('P30304', 'P02794')"
"('Q9UNS2', 'Q15048')"
"('Q99543', 'P11021')"
"('Q04323', 'Q9NP79')"
"('P27986', 'Q13285')"
"('P25788', 'P62333')"
"('Q14974', 'O95644')"
"('Q9Y4C8', 'Q96GQ7')"
"('Q9NRC8', 'Q8N163')"
"('P78371', 'Q13033')"
"('Q9Y2K6', 'Q9UH99')"
"('O60566', 'Q59GN2')"
"('Q8N5I9', 'Q15006')"
"('P35244', 'Q13310')"
"('Q99496', 'Q99729')"
"('Q8WVQ1', 'Q99941')"
"('O75665', 'P31948')"
"('Q13838', 'P09012')"
"('Q9Y316', 'Q04864')"
"('Q9UQ16', 'Q13451')"
"('P24534', 'P04792')"
"('P19338', 'P18124')"
"('O75494', 'P07814')"
"('Q9BZE4', 'Q02539')"
"('P13232', 'P10912')"
"('P12830', 'Q96HC4')"
"('P49736', 'P60866')"
"('Q9Y5P3', 'P54253')"
"('Q9Y3C6', 'Q13769')"
"('Q96HA8', 'Q9NP66')"
"('Q9BQG0', 'Q15287')"
"('Q9H2X3', 'Q9H4B4')"
"('P51636', 'P16333')"
"('Q15369', 'O95376')"
"('P42702', 'Q9NRD1')"
"('O75674', 'P13716')"
"('P36021', 'Q8N6K0')"
"('Q9BYQ3', 'Q5T5A8')"
"('Q99750', 'Q96RU7')"
"('Q13617', 'Q9HC36')"
"('Q6P582', 'P05067')"
"('Q96GD4', 'Q16778')"
"('A7E2Y1', 'Q9NYF8')"
"('Q6FHJ7', 'Q9ULW2')"
